,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance
45,Yohan Benalouane,tn  TUN,DF,Leicester City,29,1987,10.2,4,0,0,15,3,0,0,27,15,0,1,0
46,Christian Benteke,be  BEL,FW,Crystal Palace,25,1990,34.8,10,0,0,81,51,37,1,7,6,3,0,0
47,Jonathan Benteke,be  BEL,FW,Crystal Palace,21,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0
48,Jóhann Berg Guðmundsson,is  ISL,MF,Burnley,25,1990,11.1,1,0,0,3,9,1,71,20,17,0,1,0
49,Ryan Bertrand,eng  ENG,DF,Southampton,26,1989,27.9,3,0,0,24,36,2,98,48,26,0,1,0
50,Mame Biram Diouf,sn  SEN,"MF,FW",Stoke City,28,1987,15.4,3,0,0,28,23,9,26,18,26,0,0,0
51,Daley Blind,nl  NED,DF,Manchester Utd,26,1990,20.3,2,0,0,14,15,0,87,44,34,0,0,0
52,Wilfried Bony,ci  CIV,FW,Stoke City,27,1988,7.6,1,0,0,11,13,2,1,3,3,0,0,0
53,Fabio Borini,it  ITA,"FW,MF",Sunderland,25,1991,19.3,5,0,0,28,43,0,37,23,16,0,0,0
54,Artur Boruc,pl  POL,GK,Bournemouth,36,1980,35.0,2,0,0,0,6,0,0,1,0,0,0,0
55,Sofiane Boufal,ma  MAR,"FW,MF",Southampton,22,1993,12.3,5,0,0,25,22,1,35,7,26,0,0,0
56,Jarrod Bowen,eng  ENG,MF,Hull City,19,1996,2.0,0,0,0,3,8,0,0,1,1,0,0,0
57,George Boyd,sct  SCO,MF,Burnley,30,1985,31.5,3,0,0,32,29,8,42,35,68,0,0,0
58,Robbie Brady,ie  IRL,MF,Burnley,24,1992,8.0,1,0,0,8,16,0,63,12,14,0,0,0
59,Claudio Bravo,cl  CHI,GK,Manchester City,33,1983,21.9,0,0,0,0,3,0,0,0,0,0,0,0
60,Miguel Britos,uy  URU,DF,Watford,31,1985,25.4,8,4,2,36,24,2,13,52,33,0,1,0
61,Leon Britton,eng  ENG,MF,Swansea City,33,1982,12.9,3,0,0,6,9,0,0,24,15,0,0,0
62,Chris Brunt,nir  NIR,"MF,DF",West Brom,31,1984,27.5,5,0,0,17,10,2,174,33,27,0,0,0
63,Jack Butland,eng  ENG,GK,Stoke City,23,1993,5.0,0,0,0,0,1,0,0,0,0,0,0,0
64,Sam Byram,eng  ENG,"DF,MF",West Ham,22,1993,13.9,6,2,1,20,13,2,27,44,20,0,0,0
65,Willy Caballero,ar  ARG,GK,Manchester City,34,1981,16.1,0,0,0,0,2,0,0,0,1,0,0,0
66,Yohan Cabaye,fr  FRA,MF,Crystal Palace,30,1986,23.6,7,0,0,31,21,2,109,72,39,0,0,0
67,Martín Cáceres,uy  URU,DF,Southampton,29,1987,1.0,0,0,0,0,0,0,0,1,1,0,0,0
68,Gary Cahill,eng  ENG,DF,Chelsea,30,1985,36.6,5,0,0,34,25,2,1,48,41,0,1,1
69,Jonathan Calleri,ar  ARG,FW,West Ham,22,1993,6.0,0,0,0,10,8,9,16,4,5,0,0,0
70,Dominic Calvert-Lewin,eng  ENG,"MF,FW",Everton,19,1997,3.9,1,0,0,4,7,1,0,3,4,0,0,0
71,Geoff Cameron,us  USA,"MF,DF",Stoke City,31,1985,18.1,1,0,0,17,19,2,14,34,36,0,0,0
72,Fraizer Campbell,eng  ENG,FW,Crystal Palace,28,1987,1.8,0,0,0,2,3,0,2,1,1,0,0,0
73,Emre Can,de  GER,MF,Liverpool,22,1994,26.3,6,0,0,70,30,2,23,32,54,0,0,0
74,Étienne Capoue,fr  FRA,MF,Watford,28,1988,35.6,5,0,0,52,46,1,80,61,44,0,0,0
75,Baily Cargill,eng  ENG,DF,Bournemouth,21,1995,0.1,0,0,0,0,0,0,0,0,1,0,0,0
76,Michael Carrick,eng  ENG,MF,Manchester Utd,35,1981,17.8,2,0,0,5,19,0,5,44,18,0,0,0
77,Andy Carroll,eng  ENG,FW,West Ham,27,1989,14.6,3,0,0,25,29,5,10,6,3,0,0,0
78,Joel Castro Pereira,pt  POR,GK,Manchester Utd,20,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0
79,Craig Cathcart,nir  NIR,DF,Watford,27,1989,12.9,3,0,0,13,2,0,6,16,18,0,0,0
80,Lee Cattermole,eng  ENG,MF,Sunderland,28,1988,7.0,4,0,0,12,9,0,3,22,8,0,0,0
81,Santi Cazorla,es  ESP,MF,Arsenal,31,1984,6.9,2,0,0,4,2,1,39,8,2,0,0,0
82,Petr Čech,cz  CZE,GK,Arsenal,34,1982,34.4,2,0,0,0,2,0,0,1,0,0,2,1
83,Nacer Chadli,be  BEL,"MF,FW",West Brom,26,1989,23.7,2,0,0,17,16,3,58,22,20,0,0,0
84,Nathaniel Chalobah,eng  ENG,MF,Chelsea,21,1994,1.9,2,0,0,2,1,0,0,2,4,0,0,0
85,Ben Chilwell,eng  ENG,"DF,MF",Leicester City,19,1996,7.8,2,0,0,7,15,1,18,27,15,0,0,0
86,Lee Chung-yong,kr  KOR,MF,Crystal Palace,28,1988,5.2,0,0,0,5,11,0,14,4,14,0,0,0
87,Jordy Clasie,nl  NED,MF,Southampton,25,1991,11.3,3,0,0,15,6,0,9,15,9,0,1,0
88,Adam Clayton,eng  ENG,MF,Middlesbrough,27,1989,31.2,10,0,0,52,44,0,24,68,54,0,0,0
89,Gaël Clichy,fr  FRA,DF,Manchester City,31,1985,23.6,2,0,0,12,8,1,26,53,34,0,2,0
90,Sam Clucas,eng  ENG,MF,Hull City,25,1990,35.4,9,1,0,22,27,1,64,52,60,0,1,0
91,Nathaniel Clyne,eng  ENG,DF,Liverpool,25,1991,36.9,0,0,0,15,20,1,95,46,66,0,0,0
92,Séamus Coleman,ie  IRL,"DF,MF",Everton,27,1988,25.7,3,0,0,18,26,4,89,28,45,0,0,0
93,James Collins,wls  WAL,DF,West Ham,32,1983,18.4,3,0,0,7,7,1,0,37,18,0,0,0
94,Lewis Cook,eng  ENG,MF,Bournemouth,19,1997,4.8,1,0,0,3,3,0,2,7,9,0,0,0
95,Steve Cook,eng  ENG,DF,Bournemouth,25,1991,38.0,5,0,0,16,16,0,12,83,33,0,0,0
96,Francis Coquelin,fr  FRA,MF,Arsenal,25,1991,19.8,5,0,0,33,40,0,5,52,44,0,1,0
97,Jack Cork,eng  ENG,MF,Swansea City,27,1989,24.8,7,0,0,24,32,1,21,57,46,0,0,2
98,Diego Costa,es  ESP,FW,Chelsea,27,1988,34.2,10,0,0,42,92,26,9,9,11,1,0,0
99,Thibaut Courtois,be  BEL,GK,Chelsea,24,1992,36.0,1,0,0,0,2,0,0,0,0,0,1,0
100,Philippe Coutinho,br  BRA,"FW,MF",Liverpool,24,1992,24.7,2,0,0,18,36,5,126,18,25,0,0,0
101,Aaron Cresswell,eng  ENG,"DF,MF",West Ham,26,1989,23.5,3,2,1,11,8,4,97,25,16,0,0,0
102,Peter Crouch,eng  ENG,FW,Stoke City,35,1981,14.9,3,0,0,26,18,7,0,3,4,0,0,0
103,Charlie Daniels,eng  ENG,DF,Bournemouth,29,1986,34.0,1,0,0,12,27,0,87,51,40,1,1,0
104,Scott Dann,eng  ENG,DF,Crystal Palace,29,1987,20.0,2,0,0,13,13,0,3,32,11,0,1,0
105,Matteo Darmian,it  ITA,DF,Manchester Utd,26,1989,14.8,3,0,0,19,15,1,19,38,28,0,0,0
106,Ben Davies,wls  WAL,"DF,MF",Tottenham,23,1993,19.3,1,0,0,13,26,2,75,12,30,0,0,0
107,Curtis Davies,eng  ENG,DF,Hull City,31,1985,23.7,4,0,0,12,22,0,5,92,25,0,1,1
108,Tom Davies,eng  ENG,MF,Everton,18,1998,17.2,4,0,0,25,37,4,11,20,26,0,0,0
109,Steven Davis,nir  NIR,MF,Southampton,31,1985,29.4,3,0,0,18,13,1,71,26,41,0,1,0
110,Craig Dawson,eng  ENG,DF,West Brom,26,1990,36.4,10,0,0,55,37,2,85,61,46,0,0,0
111,Michael Dawson,eng  ENG,DF,Hull City,32,1983,19.1,4,0,0,13,6,1,0,29,12,0,1,1
112,Kevin De Bruyne,be  BEL,MF,Manchester City,25,1991,32.0,4,0,0,37,40,3,276,24,35,1,0,0
113,Mathieu Debuchy,fr  FRA,DF,Arsenal,31,1985,0.2,0,0,0,0,0,0,0,1,0,0,0,0
114,Troy Deeney,eng  ENG,FW,Watford,28,1988,32.7,7,0,0,42,28,20,16,18,16,0,0,1
115,Jermain Defoe,eng  ENG,FW,Sunderland,33,1982,36.9,1,0,0,25,30,36,19,4,14,1,0,0
116,Steven Defour,be  BEL,MF,Burnley,28,1988,11.9,1,0,0,14,8,2,70,33,16,0,0,0
117,Damien Delaney,ie  IRL,DF,Crystal Palace,35,1981,22.4,8,0,0,25,14,1,5,43,22,0,1,0
118,Fabian Delph,eng  ENG,MF,Manchester City,26,1989,2.5,1,0,0,6,5,0,1,7,4,0,0,0
119,Mousa Dembélé,be  BEL,MF,Tottenham,29,1987,22.8,5,0,0,43,21,0,3,26,55,1,0,0
120,Jason Denayer,be  BEL,"MF,DF",Sunderland,21,1995,20.9,2,0,0,18,9,1,10,36,26,0,1,1
121,Memphis Depay,nl  NED,"FW,MF",Manchester Utd,22,1994,0.3,1,0,0,1,0,1,4,0,1,0,0,0
122,Mike van der Hoorn,nl  NED,DF,Swansea City,23,1992,7.4,1,0,0,13,9,0,0,19,8,0,1,0
123,Gerard Deulofeu,es  ESP,"FW,MF",Everton,22,1994,5.1,1,0,0,2,3,10,37,4,5,0,0,0
124,Eric Dier,eng  ENG,"DF,MF",Tottenham,22,1994,33.8,6,0,0,25,19,3,20,37,34,0,0,0
125,Virgil van Dijk,nl  NED,DF,Southampton,25,1991,20.6,4,2,1,18,17,0,1,54,30,0,0,0
126,Adama Diomande,no  NOR,"FW,MF",Hull City,26,1990,13.0,1,0,0,20,16,10,4,8,22,0,0,0
127,Papy Djilobodji,sn  SEN,DF,Sunderland,27,1988,17.5,5,2,1,22,16,2,5,54,18,0,0,0
128,Abdoulaye Doucouré,fr  FRA,MF,Watford,23,1993,15.1,4,0,0,12,5,0,6,22,13,0,0,0
129,Stewart Downing,eng  ENG,"MF,FW",Middlesbrough,32,1984,24.6,1,0,0,9,14,6,165,34,20,0,0,0
130,Danny Drinkwater,eng  ENG,MF,Leicester City,26,1990,27.4,6,0,0,46,10,1,28,42,58,0,0,0
131,Nathan Dyer,eng  ENG,"MF,FW",Swansea City,28,1987,2.4,0,0,0,4,7,0,6,3,4,0,0,0
132,Ovie Ejaria,eng  ENG,MF,Liverpool,18,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0
133,Omar Elabdellaoui,no  NOR,"DF,MF",Hull City,24,1991,6.8,0,0,0,2,3,0,15,10,4,0,0,0
134,Andrew Eleftheriou,eng  ENG,DF,Watford,18,1997,0.6,0,0,0,0,0,0,1,2,1,0,0,0
135,Ahmed Elmohamady,eg  EGY,"DF,MF",Hull City,28,1987,28.0,3,1,0,22,15,1,124,51,36,0,1,1
136,Mohamed Elneny,eg  EGY,MF,Arsenal,24,1992,7.7,1,0,0,10,5,0,8,8,14,0,0,0
137,Christian Eriksen,dk  DEN,MF,Tottenham,24,1992,35.1,0,0,0,20,27,2,246,25,35,0,0,0
138,Bernardo Espinosa,co  COL,DF,Middlesbrough,27,1989,10.8,2,0,0,17,7,1,2,21,17,0,1,0
139,Jonny Evans,nir  NIR,DF,West Brom,28,1988,29.3,8,0,0,30,27,0,9,82,26,0,0,0
140,Łukasz Fabiański,pl  POL,GK,Swansea City,31,1985,37.0,1,0,0,0,4,0,0,1,2,0,1,0
141,Fábio,br  BRA,DF,Middlesbrough,26,1990,20.5,8,0,0,29,21,4,71,37,51,0,0,0
142,Cesc Fàbregas,es  ESP,MF,Chelsea,29,1987,14.9,8,0,0,23,18,0,85,14,27,0,0,0
143,Adam Federici,au  AUS,GK,Bournemouth,31,1985,2.0,1,0,0,0,0,0,0,0,0,0,0,0
144,Sofiane Feghouli,dz  ALG,"MF,FW",West Ham,26,1989,11.6,1,1,0,11,18,2,64,14,13,0,1,0
145,Marouane Fellaini,be  BEL,MF,Manchester Utd,28,1987,17.8,9,1,0,41,20,3,4,30,41,0,2,0
146,Leroy Fer,nl  NED,MF,Swansea City,26,1990,26.7,9,0,0,48,50,1,15,23,41,0,0,0
147,Edimilson Fernandes,ch  SUI,MF,West Ham,20,1996,11.1,4,0,0,16,7,1,11,20,14,0,0,0
148,Federico Fernández,ar  ARG,DF,Swansea City,27,1989,27.0,7,0,0,26,16,0,5,50,30,0,2,0
149,Fernandinho,br  BRA,"MF,DF",Manchester City,31,1985,30.6,4,2,0,48,36,2,24,65,55,0,2,0
150,Fernando,br  BRA,"MF,DF",Manchester City,29,1987,6.3,3,0,0,11,7,0,1,14,14,0,0,0
151,Sam Field,eng  ENG,MF,West Brom,18,1998,3.1,2,0,0,5,2,0,7,4,6,0,0,0
152,Roberto Firmino,br  BRA,FW,Liverpool,24,1991,34.0,5,0,0,50,31,19,60,25,42,3,0,0
153,Viktor Fischer,dk  DEN,"FW,MF",Middlesbrough,22,1994,4.9,0,0,0,1,7,3,16,1,4,0,0,0
154,Mathieu Flamini,fr  FRA,MF,Crystal Palace,32,1984,3.0,0,0,0,1,0,0,1,5,2,0,0,0
155,Jon Flanagan,eng  ENG,DF,Burnley,23,1993,4.0,2,0,0,9,2,0,5,14,14,0,0,0
156,Ashley Fletcher,eng  ENG,FW,West Ham,20,1995,4.1,2,0,0,9,5,1,6,0,2,0,0,0
157,Darren Fletcher,sct  SCO,MF,West Brom,32,1984,35.9,0,0,0,22,24,1,31,44,30,0,0,0
158,Michael Folivi,eng  ENG,FW,Watford,18,1998,0.1,0,0,0,1,0,0,0,0,0,0,0,0
159,Adam Forshaw,eng  ENG,MF,Middlesbrough,24,1991,29.9,4,0,0,34,33,1,51,36,42,1,0,0
160,Fraser Forster,eng  ENG,GK,Southampton,28,1988,38.0,3,0,0,0,0,0,1,0,2,0,0,0
161,Ben Foster,eng  ENG,GK,West Brom,33,1983,38.0,2,0,0,0,5,0,0,2,0,0,0,0
162,Timothy Fosu-Mensah,nl  NED,DF,Manchester Utd,18,1998,1.1,0,0,0,3,0,0,0,2,4,0,0,0
163,Simon Francis,eng  ENG,DF,Bournemouth,31,1985,32.7,4,1,0,27,20,0,67,56,51,0,2,0
164,Ryan Fraser,sct  SCO,MF,Bournemouth,22,1994,19.6,3,0,0,18,64,2,127,13,13,5,0,0
165,George Friend,eng  ENG,DF,Middlesbrough,28,1987,21.8,4,0,0,29,24,0,36,56,49,0,0,0
166,Zeki Fryers,eng  ENG,DF,Crystal Palace,23,1992,2.1,0,0,0,4,2,0,9,2,1,0,0,0
167,Christian Fuchs,at  AUT,DF,Leicester City,30,1986,34.5,10,0,0,29,10,1,96,68,76,0,0,0
168,Jay Fulton,sct  SCO,MF,Swansea City,22,1994,7.7,2,0,0,10,11,1,5,7,20,0,0,0
169,Ramiro Funes Mori,ar  ARG,DF,Everton,25,1991,17.1,0,0,0,11,15,1,5,33,17,0,0,0
170,Manolo Gabbiadini,it  ITA,FW,Southampton,24,1991,8.0,1,0,0,9,10,10,3,3,3,0,0,0
171,Brendan Galloway,eng  ENG,DF,West Brom,20,1996,2.7,0,0,0,6,3,0,3,7,6,0,1,0
172,Idrissa Gana Gueye,sn  SEN,MF,Everton,26,1989,29.8,11,0,0,51,53,0,13,77,103,1,0,0
173,Aleix García,es  ESP,MF,Manchester City,19,1997,0.9,0,0,0,0,4,0,1,4,2,0,0,0
174,Craig Gardner,eng  ENG,MF,West Brom,29,1986,2.4,1,0,0,8,2,0,12,2,3,0,0,0
175,David de Gea,es  ESP,GK,Manchester Utd,25,1990,35.0,2,0,0,0,2,0,0,0,0,0,0,0
176,Rudy Gestede,bj  BEN,FW,Middlesbrough,27,1988,5.9,3,0,0,8,12,3,2,3,6,0,0,0
177,Kieran Gibbs,eng  ENG,"MF,DF",Arsenal,26,1989,7.8,3,0,0,11,1,0,31,10,7,0,0,0
178,Ben Gibson,eng  ENG,DF,Middlesbrough,23,1993,38.0,4,0,0,19,16,1,0,59,27,0,0,0
179,Darron Gibson,ie  IRL,MF,Sunderland,28,1987,7.1,4,0,0,12,0,0,12,13,11,0,0,0
180,Olivier Giroud,fr  FRA,FW,Arsenal,29,1986,13.4,2,0,0,21,12,12,3,7,9,1,0,0
181,Shay Given,ie  IRL,GK,Stoke City,40,1976,5.0,1,0,0,0,1,0,0,0,0,0,0,1
182,Evandro Goebel,br  BRA,MF,Hull City,29,1986,6.4,1,0,0,14,20,0,18,3,14,0,0,0
183,Angel Gomes,eng  ENG,"FW,MF",Manchester Utd,15,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0
184,Heurelho Gomes,br  BRA,GK,Watford,35,1981,37.1,1,0,0,0,4,0,0,3,0,0,1,1
185,Lynden Gooch,us  USA,MF,Sunderland,20,1995,4.1,3,0,0,8,6,0,13,6,11,0,0,0
186,Dan Gosling,eng  ENG,MF,Bournemouth,26,1990,15.2,6,0,0,26,31,1,7,26,40,0,0,0
187,Lewis Grabban,eng  ENG,"FW,MF",Bournemouth,28,1988,0.7,0,0,0,1,0,0,1,0,1,0,0,0
188,Max Gradel,ci  CIV,"FW,MF",Bournemouth,28,1987,1.5,3,0,0,4,1,2,8,3,4,0,0,0
189,Lee Grant,eng  ENG,GK,Stoke City,33,1983,28.0,1,0,0,0,2,0,0,1,1,0,0,0
190,Andre Gray,jm  JAM,FW,Burnley,25,1991,25.1,2,0,0,17,17,36,28,5,4,0,0,0
191,Demarai Gray,eng  ENG,"MF,FW",Leicester City,20,1996,11.7,2,0,0,12,14,2,82,11,14,1,0,0
192,Kamil Grosicki,pl  POL,MF,Hull City,28,1988,12.7,1,0,0,12,6,6,108,13,4,0,0,0
193,Marko Grujić,rs  SRB,MF,Liverpool,20,1996,0.5,1,0,0,2,2,0,0,0,0,0,0,0
194,İlkay Gündoğan,de  GER,MF,Manchester City,25,1990,7.8,0,0,0,2,10,0,7,9,9,0,0,0
195,Brad Guzan,us  USA,GK,Middlesbrough,31,1984,10.0,0,0,0,0,1,0,0,1,1,0,1,0
196,Josh Harrop,eng  ENG,FW,Manchester Utd,20,1995,1.0,0,0,0,4,1,0,4,0,3,0,0,0
197,Eden Hazard,be  BEL,"FW,MF",Chelsea,25,1991,33.1,3,0,0,19,101,8,87,28,14,1,0,0
198,Tom Heaton,eng  ENG,GK,Burnley,30,1986,35.0,1,0,0,0,1,0,0,2,2,0,0,0
199,Jordan Henderson,eng  ENG,MF,Liverpool,26,1990,23.5,8,0,0,28,17,0,65,47,64,0,0,0
200,Jeff Hendrick,ie  IRL,MF,Burnley,24,1992,29.9,6,1,0,42,37,4,17,44,15,0,0,0
201,Wayne Hennessey,wls  WAL,GK,Crystal Palace,29,1987,29.0,1,0,0,0,3,0,0,1,2,0,0,0
202,Markus Henriksen,no  NOR,MF,Hull City,24,1992,7.1,1,0,0,15,12,1,12,5,9,0,1,0
203,Abel Hernández,uy  URU,FW,Hull City,25,1990,15.8,0,0,0,18,11,11,1,4,6,0,0,0
204,Luis Hernández,es  ESP,DF,Leicester City,27,1989,3.6,1,0,0,5,1,0,10,9,5,0,0,0
205,Ander Herrera,es  ESP,MF,Manchester Utd,26,1989,27.4,6,2,1,48,45,0,50,86,63,0,0,0
206,Son Heung-min,kr  KOR,"MF,FW",Tottenham,24,1992,22.9,2,0,0,10,33,22,62,7,13,2,0,0
207,Rob Holding,eng  ENG,DF,Arsenal,20,1995,9.0,3,0,0,10,2,0,2,11,9,0,1,0
208,José Holebas,gr  GRE,"DF,MF",Watford,32,1984,32.3,14,0,0,43,24,1,166,58,47,0,0,0
209,Mason Holgate,eng  ENG,DF,Everton,19,1996,15.2,2,0,0,13,16,0,52,22,33,0,0,0
210,George Honeyman,eng  ENG,MF,Sunderland,21,1994,2.6,1,0,0,4,8,2,9,4,8,0,0,0
211,Tom Huddlestone,eng  ENG,MF,Hull City,29,1986,22.5,5,1,0,33,16,1,14,48,25,0,2,1
212,James Husband,eng  ENG,DF,Middlesbrough,22,1994,0.6,0,0,0,0,0,0,0,0,0,0,0,0
213,Robert Huth,de  GER,DF,Leicester City,31,1984,32.5,9,0,0,45,18,0,0,44,24,0,1,2
214,Pierre Højbjerg,dk  DEN,MF,Southampton,20,1995,14.5,2,0,0,17,30,0,21,31,31,0,0,0
215,Jordon Ibe,eng  ENG,"MF,FW",Bournemouth,20,1995,11.7,0,0,0,7,13,1,43,10,11,0,0,0
216,Didier Ibrahim Ndong,ga  GAB,MF,Sunderland,22,1994,28.0,5,0,0,39,28,4,39,50,64,1,1,0
217,Zlatan Ibrahimović,se  SWE,FW,Manchester Utd,34,1981,27.1,7,0,0,54,20,37,18,12,6,0,0,0
218,Odion Ighalo,ng  NGA,FW,Watford,27,1989,14.3,1,0,0,18,15,9,6,4,8,0,0,0
219,Kelechi Iheanacho,ng  NGA,FW,Manchester City,19,1996,6.0,0,0,0,7,2,6,4,0,5,0,0,0
220,Giannelli Imbula,cd  COD,MF,Stoke City,23,1992,8.8,1,0,0,3,12,0,8,4,10,0,0,1
221,Branislav Ivanović,rs  SRB,DF,Chelsea,32,1984,6.5,2,0,0,8,8,2,23,11,11,0,0,0
222,Alex Iwobi,ng  NGA,MF,Arsenal,20,1996,16.2,1,0,0,7,13,3,19,8,15,0,0,0
223,Phil Jagielka,eng  ENG,DF,Everton,33,1982,25.0,5,2,1,14,28,0,1,41,34,0,3,0
224,Eldin Jakupović,ch  SUI,GK,Hull City,31,1984,22.0,0,0,0,0,2,0,0,1,0,0,0,0
225,Matty James,eng  ENG,MF,Leicester City,25,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0
226,Daryl Janmaat,nl  NED,"MF,DF",Watford,27,1989,18.0,2,0,0,16,4,5,54,23,30,0,0,0
227,Vincent Janssen,nl  NED,FW,Tottenham,22,1994,9.4,0,0,0,31,25,8,10,4,14,1,1,0
