,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
44,Mikel Balenziaga,es  ESP,DF,Athletic Club,33-222,1988,7,592,85,82.2,6.6,7,85,6,0,,1,1.86,5,1,+4,+0.61,+1.31,9.3,5.1,+4.2,+0.63,+0.94
45,Iván Balliu,al  ALB,DF,Rayo Vallecano,29-281,1992,8,720,90,100.0,8.0,8,90,8,0,,0,1.63,13,8,+5,+0.62,,10.1,10.4,-0.3,-0.04,
46,Barbero,es  ESP,"FW,MF",Osasuna,23-053,1998,2,10,5,1.4,0.1,0,,0,2,5,3,1.50,2,1,+1,+9.00,+9.13,1.1,0.8,+0.3,+3.14,+2.99
47,Enis Bardhi,mk  MKD,"MF,FW",Levante,26-099,1995,3,105,35,14.6,1.2,1,64,0,2,21,0,0.67,1,3,-2,-1.71,-0.98,1.6,1.4,+0.2,+0.17,+0.36
48,Keidi Bare,al  ALB,MF,Espanyol,24-042,1997,7,376,54,52.2,4.2,3,84,2,4,31,1,1.29,4,5,-1,-0.24,+0.02,4.8,5.0,-0.2,-0.05,-0.02
49,Kike Barja,es  ESP,MF,Osasuna,24-191,1997,2,127,64,17.6,1.4,2,64,0,0,,0,1.00,0,0,0,0.00,0.00,2.1,0.5,+1.6,+1.15,+1.16
50,Antonio Barragán,es  ESP,DF,Elche,34-119,1987,3,185,62,25.7,2.1,2,86,1,1,14,5,1.33,2,3,-1,-0.49,-0.15,2.5,2.9,-0.3,-0.16,+0.55
51,Ander Barrenetxea,es  ESP,"MF,FW",Real Sociedad,19-286,2001,4,241,60,33.5,2.7,2,81,0,2,40,0,1.75,5,2,+3,+1.12,+0.93,3.2,2.5,+0.7,+0.26,-0.60
52,Marc Bartra,es  ESP,DF,Betis,30-267,1991,1,13,13,1.8,0.1,1,13,0,0,,3,3.00,0,0,0,0.00,-0.25,0.8,0.0,+0.8,+5.59,+5.21
53,Álvaro Bastida,es  ESP,MF,Cádiz,17-150,2004,2,137,69,19.0,1.5,2,69,0,0,,5,1.50,3,3,0,0.00,+0.62,1.5,1.8,-0.3,-0.21,+0.37
54,Rodrigo Battaglia,ar  ARG,MF,Mallorca,30-089,1991,6,151,25,21.0,1.7,1,90,1,5,12,2,1.67,2,7,-5,-2.98,-2.98,1.7,4.7,-2.9,-1.75,-1.69
55,Jon Bautista,es  ESP,"FW,MF",Real Sociedad,26-098,1995,1,45,45,6.3,0.5,0,,0,1,45,1,0.00,2,2,0,0.00,-0.53,0.8,1.6,-0.8,-1.69,-2.51
56,Bebé,pt  POR,"FW,MF",Rayo Vallecano,31-089,1990,7,130,19,18.1,1.4,1,53,0,6,13,1,1.43,3,2,+1,+0.69,+0.08,2.4,3.1,-0.8,-0.53,-0.60
57,Héctor Bellerín,es  ESP,DF,Betis,26-204,1995,4,360,90,50.0,4.0,4,90,4,0,,1,1.75,6,5,+1,+0.25,0.00,7.6,5.3,+2.3,+0.56,+0.19
58,Fran Beltrán,es  ESP,MF,Celta Vigo,22-248,1999,8,331,41,46.0,3.7,3,65,1,5,27,0,0.88,2,4,-2,-0.54,-0.08,3.7,6.2,-2.4,-0.66,-0.30
59,Darío Benedetto,ar  ARG,FW,Elche,31-145,1990,7,405,58,56.3,4.5,5,71,0,2,25,0,1.14,4,3,+1,+0.22,+1.37,4.2,5.5,-1.4,-0.31,+0.61
60,Pedro Benito,es  ESP,FW,Cádiz,21-196,2000,1,31,31,4.3,0.3,0,,0,1,31,0,1.00,0,0,0,0.00,+0.52,0.0,0.5,-0.4,-1.27,-0.80
61,Karim Benzema,fr  FRA,FW,Real Madrid,33-294,1987,8,707,88,98.2,7.9,8,88,6,0,,0,2.13,20,10,+10,+1.27,-12.57,13.0,10.0,+3.0,+0.39,-3.57
62,Álex Berenguer,es  ESP,MF,Athletic Club,26-097,1995,8,590,74,81.9,6.6,7,81,4,1,22,0,1.63,4,3,+1,+0.15,-1.23,8.8,5.6,+3.2,+0.48,+0.10
63,Pedro Bigas,es  ESP,DF,Elche,31-024,1990,3,232,77,32.2,2.6,3,77,1,0,,0,1.33,0,1,-1,-0.39,-0.02,1.6,2.1,-0.5,-0.21,+0.54
64,Blanco,es  ESP,MF,Real Madrid,21-078,2000,1,31,31,4.3,0.3,0,,0,1,31,6,3.00,2,0,+2,+5.81,+4.50,0.7,0.7,0.0,+0.07,-0.40
65,Rubén Blanco,es  ESP,GK,Celta Vigo,26-076,1995,0,,,,,0,,0,0,,8,,,,,,,,,,,
66,Alejandro Blesa,es  ESP,MF,Levante,19-267,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
67,Yassine Bounou,ma  MAR,GK,Sevilla,30-187,1991,6,540,90,85.7,6.0,6,90,6,0,,0,1.83,7,3,+4,+0.67,-2.33,7.1,4.0,+3.2,+0.53,-2.68
68,Lucas Boyé,ar  ARG,FW,Elche,25-223,1996,5,293,59,40.7,3.3,4,65,1,1,34,0,1.60,1,1,0,0.00,+0.63,3.2,3.0,+0.2,+0.06,+1.06
69,Martin Braithwaite,dk  DEN,FW,Barcelona,30-126,1991,3,224,75,35.6,2.5,3,75,1,0,,0,2.33,6,4,+2,+0.80,+0.36,4.3,2.7,+1.6,+0.66,+0.12
70,Darko Brašanac,rs  SRB,"MF,FW",Osasuna,29-239,1992,8,709,89,98.5,7.9,8,89,6,0,,0,1.75,11,11,0,0.00,0.00,9.8,8.5,+1.3,+0.17,-1.64
71,Claudio Bravo,cl  CHI,GK,Betis,38-179,1983,3,270,90,37.5,3.0,3,90,3,0,,5,2.33,7,3,+4,+1.33,+1.73,6.8,2.6,+4.2,+1.39,+1.47
72,Diego Bri,es  ESP,FW,Elche,19-027,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
73,Yan Brice Eteki,cm  CMR,MF,Granada,24-044,1997,3,64,21,8.9,0.7,1,29,0,2,18,1,0.33,1,1,0,0.00,+0.82,0.8,0.4,+0.4,+0.51,+1.78
74,Ante Budimir,hr  CRO,FW,Osasuna,30-079,1991,2,88,44,12.2,1.0,1,71,0,1,17,2,1.00,0,0,0,0.00,0.00,1.2,0.5,+0.7,+0.75,+0.63
75,Alessandro Burlamaqui,pe  PER,MF,Valencia,19-233,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
76,Sergio Busquets,es  ESP,MF,Barcelona,33-085,1988,7,605,86,96.0,6.7,7,86,5,0,,0,1.71,9,6,+3,+0.45,-3.15,10.0,7.0,+2.9,+0.44,-3.77
77,Erick Cabaco,uy  URU,DF,Getafe,26-173,1995,1,75,75,10.4,0.8,1,75,0,0,,0,0.00,0,2,-2,-2.40,-1.28,1.2,1.4,-0.2,-0.20,+0.55
78,Leandro Cabrera,uy  URU,DF,Espanyol,30-114,1991,8,720,90,100.0,8.0,8,90,8,0,,0,1.13,6,8,-2,-0.25,,8.4,8.7,-0.3,-0.04,
79,Cala,es  ESP,DF,Cádiz,31-317,1989,4,229,57,31.8,2.5,2,86,1,2,29,3,0.25,2,7,-5,-1.97,-2.15,2.2,5.1,-2.9,-1.13,-0.91
80,Calderón,es  ESP,DF,Betis,21-275,2000,1,65,65,9.0,0.7,0,,0,1,65,2,1.00,1,0,+1,+1.38,+1.25,0.7,0.1,+0.6,+0.88,+0.45
81,Fernando Calero,es  ESP,DF,Espanyol,26-025,1995,1,45,45,6.3,0.5,1,45,0,0,,3,0.00,1,0,+1,+2.00,+2.40,0.4,0.5,-0.1,-0.13,-0.10
82,Víctor Camarasa,es  ESP,"MF,FW",Betis,27-134,1994,5,93,19,12.9,1.0,0,,0,5,19,1,1.40,1,2,-1,-0.97,-1.40,1.0,1.9,-0.9,-0.90,-1.57
83,Eduardo Camavinga,fr  FRA,MF,Real Madrid,18-333,2002,5,198,40,27.5,2.2,2,52,0,3,31,0,2.00,8,2,+6,+2.73,+1.69,6.3,2.1,+4.2,+1.91,+2.02
84,Sergio Camello,es  ESP,FW,Atlético Madrid,20-241,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
85,José Campaña,es  ESP,MF,Levante,28-131,1993,4,303,76,42.1,3.4,4,76,1,0,,0,0.75,4,3,+1,+0.30,+2.02,2.8,2.9,-0.1,-0.02,+0.19
86,Sergio Canales,es  ESP,"FW,MF",Betis,30-235,1991,7,484,69,67.2,5.4,6,76,2,1,27,0,1.71,8,6,+2,+0.37,+0.37,7.5,4.8,+2.7,+0.50,+0.11
87,Álex Cantero,es  ESP,"FW,MF",Levante,21-123,2000,7,196,28,27.2,2.2,2,61,0,5,15,1,0.43,1,3,-2,-0.92,-0.06,4.1,2.5,+1.6,+0.75,+1.21
88,Ander Capa,es  ESP,"DF,MF",Athletic Club,29-243,1992,0,,,,,0,,0,0,,6,,,,,,,,,,,
89,Étienne Capoue,fr  FRA,MF,Villarreal,33-090,1988,7,606,87,96.2,6.7,7,87,4,0,,0,1.57,8,3,+5,+0.74,+0.74,9.7,6.7,+3.0,+0.44,+1.04
90,Isaac Carcelen,es  ESP,"DF,MF",Cádiz,28-169,1993,7,498,71,69.2,5.5,5,86,3,2,33,1,1.00,5,6,-1,-0.18,+1.04,4.2,8.3,-4.1,-0.74,-0.76
91,Cárdenas,es  ESP,GK,Levante,24-195,1997,3,270,90,37.5,3.0,3,90,3,0,,4,0.33,1,4,-3,-1.00,-0.20,3.1,2.0,+1.0,+0.35,+0.77
92,Diego Carlos,br  BRA,DF,Sevilla,28-208,1993,7,629,90,99.8,7.0,7,90,6,0,,0,2.00,10,3,+7,+1.00,+1.00,10.6,4.3,+6.4,+0.91,+0.91
93,Carmona,es  ESP,DF,Sevilla,19-253,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
94,Marc Carmona Tormo,es  ESP,DF,Mallorca,20-274,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
95,Yannick Carrasco,be  BEL,"DF,FW",Atlético Madrid,28-035,1993,8,602,75,83.6,6.7,7,81,3,1,36,0,2.13,10,5,+5,+0.75,+0.75,7.8,4.6,+3.2,+0.48,+0.59
96,Guido Carrillo,ar  ARG,FW,Elche,30-137,1991,7,201,29,27.9,2.2,1,90,1,6,19,1,0.86,1,5,-4,-1.79,-1.96,1.4,4.3,-2.9,-1.29,-1.00
97,Dani Carvajal,es  ESP,DF,Real Madrid,29-271,1992,4,231,58,32.1,2.6,3,68,2,1,26,0,2.50,8,3,+5,+1.95,+0.66,5.5,3.6,+1.9,+0.73,+0.41
98,William Carvalho,pt  POR,MF,Betis,29-185,1992,6,315,53,43.8,3.5,4,73,0,2,12,2,1.83,6,3,+3,+0.86,+1.08,7.6,3.8,+3.8,+1.08,+1.09
99,Casemiro,br  BRA,MF,Real Madrid,29-228,1992,7,546,78,75.8,6.1,6,86,5,1,30,1,2.00,14,7,+7,+1.15,-1.43,9.9,8.2,+1.7,+0.27,-0.74
100,Kiko Casilla,es  ESP,GK,Elche,35-007,1986,8,720,90,100.0,8.0,8,90,8,0,,0,1.13,5,8,-3,-0.37,,6.5,11.1,-4.6,-0.57,
101,Catena,es  ESP,DF,Rayo Vallecano,26-346,1994,8,720,90,100.0,8.0,8,90,8,0,,0,1.63,13,8,+5,+0.62,,10.1,10.4,-0.3,-0.04,
102,Franco Cervi,ar  ARG,MF,Celta Vigo,27-136,1994,8,297,37,41.3,3.3,3,51,0,5,29,0,0.88,3,6,-3,-0.91,-0.70,4.4,5.5,-1.1,-0.33,+0.28
103,César,es  ESP,MF,Elche,20-169,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
104,Chapela,es  ESP,MF,Cádiz,22-141,1999,1,20,20,2.8,0.2,0,,0,1,20,6,1.00,0,0,0,0.00,+0.51,0.0,0.5,-0.4,-1.97,-1.51
105,Chema,es  ESP,MF,Getafe,29-220,1992,1,45,45,6.3,0.5,1,45,0,0,,6,0.00,0,1,-1,-2.00,-0.80,0.2,0.9,-0.7,-1.38,-0.74
106,Denis Cheryshev,ru  RUS,MF,Valencia,30-287,1990,4,298,75,41.4,3.3,4,75,0,0,,0,2.50,6,2,+4,+1.21,+1.21,5.5,2.3,+3.2,+0.96,+0.98
107,Chinchu,es  ESP,DF,Getafe,19-218,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
108,Víctor Chust,es  ESP,DF,Cádiz,21-218,2000,3,190,63,26.4,2.1,2,90,2,1,10,4,1.67,3,1,+2,+0.95,+1.97,2.9,2.2,+0.7,+0.35,+1.16
109,Jasper Cillessen,nl  NED,GK,Valencia,32-170,1989,2,180,90,25.0,2.0,2,90,2,0,,5,1.00,1,1,0,0.00,-0.67,2.1,1.1,+1.1,+0.53,+0.19
110,Pathé Ciss,sn  SEN,MF,Rayo Vallecano,27-207,1994,8,406,51,56.4,4.5,5,68,1,3,22,0,1.63,8,3,+5,+1.11,+1.11,6.7,5.7,+1.0,+0.23,+0.62
111,Carlos Clerc,es  ESP,DF,Levante,29-230,1992,7,585,84,81.3,6.5,7,84,6,0,,1,0.57,6,10,-4,-0.62,+1.38,6.8,9.6,-2.8,-0.43,-1.56
112,Coke,es  ESP,DF,Levante,34-166,1987,1,5,5,0.7,0.1,0,,0,1,5,7,0.00,0,0,0,0.00,+0.88,0.0,0.1,0.0,-0.88,-0.74
113,Santi Comesaña,es  ESP,MF,Rayo Vallecano,25-004,1996,8,618,77,85.8,6.9,7,84,3,1,27,0,1.63,11,5,+6,+0.87,+1.76,8.3,8.2,+0.1,+0.01,+0.34
114,Diego Conde,es  ESP,GK,Getafe,22-346,1998,0,,,,,0,,0,0,,8,,,,,,,,,,,
115,Francis Coquelin,fr  FRA,MF,Villarreal,30-149,1991,7,244,35,38.7,2.7,3,52,0,4,22,0,1.57,3,1,+2,+0.74,+0.04,4.1,2.7,+1.4,+0.51,+0.17
116,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,26-214,1995,8,483,60,67.1,5.4,6,72,2,2,26,0,2.13,7,5,+2,+0.37,-0.77,6.7,3.3,+3.4,+0.63,+0.75
117,Thierry Correia,pt  POR,DF,Valencia,22-214,1999,5,382,76,53.1,4.2,5,76,4,0,,0,2.00,9,2,+7,+1.65,+2.45,5.7,3.4,+2.3,+0.55,+0.35
118,Hélder Costa,pt  POR,MF,Valencia,27-270,1994,2,18,9,2.5,0.2,0,,0,2,9,3,0.50,0,2,-2,-10.00,-10.77,0.2,0.3,-0.1,-0.60,-1.02
119,Jaume Costa,es  ESP,DF,Mallorca,33-205,1988,4,300,75,41.7,3.3,3,89,2,1,32,2,1.00,3,5,-2,-0.60,+0.04,4.1,4.5,-0.4,-0.12,+0.52
120,Thibaut Courtois,be  BEL,GK,Real Madrid,29-151,1992,8,720,90,100.0,8.0,8,90,8,0,,0,2.13,22,10,+12,+1.50,,14.0,10.4,+3.6,+0.45,
121,Philippe Coutinho,br  BRA,"FW,MF",Barcelona,29-119,1992,4,203,51,32.2,2.3,3,60,0,1,23,1,1.25,2,3,-1,-0.44,-1.50,4.1,2.9,+1.2,+0.55,-0.05
122,Cristian,es  ESP,GK,Valencia,23-202,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
123,Cristo,es  ESP,DF,Real Sociedad,21-162,2000,1,17,17,2.4,0.2,0,,0,1,17,3,3.00,1,0,+1,+5.29,+4.91,1.0,0.0,+1.0,+5.14,+4.59
124,Juan Cruz Armada,es  ESP,DF,Osasuna,29-073,1992,0,,,,,0,,0,0,,5,,,,,,,,,,,
125,Marc Cucurella,es  ESP,"DF,MF",Getafe,23-079,1998,1,23,23,3.2,0.3,0,,0,1,23,0,0.00,0,0,0,0.00,+1.29,0.6,0.0,+0.6,+2.22,+3.00
126,Pablo Cuñat,es  ESP,GK,Levante,19-164,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
127,Matheus Cunha,br  BRA,"FW,MF",Atlético Madrid,22-135,1999,5,101,20,14.0,1.1,0,,0,5,20,0,1.60,5,0,+5,+4.46,+4.46,1.7,1.0,+0.7,+0.64,+0.30
128,Sergi Darder,es  ESP,MF,Espanyol,27-291,1993,7,612,87,85.0,6.8,7,87,4,0,,0,1.14,6,8,-2,-0.29,-0.29,6.9,7.4,-0.5,-0.07,-0.19
129,Rodrigo De Paul,ar  ARG,MF,Atlético Madrid,27-138,1994,7,361,52,50.1,4.0,4,72,2,3,25,1,2.00,6,2,+4,+1.00,+0.75,5.2,3.7,+1.5,+0.37,-0.01
130,Thomas Delaney,dk  DEN,"MF,FW",Sevilla,30-036,1991,4,168,42,26.7,1.9,2,62,0,2,23,0,2.00,1,0,+1,+0.54,-0.63,2.3,1.7,+0.6,+0.32,-0.81
131,Fran Delgado,es  ESP,DF,Betis,20-090,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
132,Yusuf Demir,at  AUT,FW,Barcelona,18-129,2003,4,158,40,25.1,1.8,2,60,0,2,20,3,1.50,2,1,+1,+0.57,0.00,1.3,1.9,-0.6,-0.32,-1.21
133,Memphis Depay,nl  NED,FW,Barcelona,27-238,1994,7,629,90,99.8,7.0,7,90,6,0,,0,1.71,10,7,+3,+0.43,-89.57,10.5,7.1,+3.3,+0.48,-67.51
134,Sergiño Dest,us  USA,DF,Barcelona,20-340,2000,7,521,74,82.7,5.8,6,82,1,1,28,0,1.71,7,4,+3,+0.52,-0.31,9.0,4.6,+4.4,+0.76,+1.00
135,Boulaye Dia,sn  SEN,FW,Villarreal,24-327,1996,6,347,58,55.1,3.9,4,75,2,2,25,0,1.33,2,1,+1,+0.26,-1.01,3.3,4.7,-1.4,-0.35,-1.69
136,Mouctar Diakhaby,fr  FRA,"DF,MF",Valencia,24-294,1996,6,96,16,13.3,1.1,0,,0,6,16,2,1.83,0,0,0,0.00,-0.58,0.8,0.6,+0.3,+0.26,-0.15
137,Javier Díaz,es  ESP,GK,Sevilla,24-147,1997,0,,,,,0,,0,0,,7,,,,,,,,,,,
138,Víctor Díaz,es  ESP,DF,Granada,33-119,1988,4,156,39,21.7,1.7,2,69,0,2,10,4,1.00,1,5,-4,-2.31,-1.99,0.9,4.0,-3.1,-1.79,-0.86
139,Landry Dimata,be  BEL,"FW,MF",Espanyol,24-038,1997,7,238,34,33.1,2.6,2,70,0,5,20,1,0.86,1,3,-2,-0.76,-0.76,3.4,2.6,+0.8,+0.30,+0.51
140,Stole Dimitrievski,mk  MKD,GK,Rayo Vallecano,27-288,1993,8,702,88,97.5,7.8,7,90,7,1,72,0,1.63,13,7,+6,+0.77,+5.77,10.1,10.4,-0.3,-0.04,+0.01
141,Matías Dituro,ar  ARG,GK,Celta Vigo,34-154,1987,8,720,90,100.0,8.0,8,90,8,0,,0,0.88,7,11,-4,-0.50,,8.8,12.8,-4.0,-0.49,
