,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Memphis,9.0,nl  NED,FW,27-197,90,1,0,0,3,3,0,2,0,1,0,0,0,3,0,0,
1,Martin Braithwaite,12.0,dk  DEN,LW,30-085,73,0,0,0,3,0,1,1,0,0,0,0,0,2,0,1,0.0
2,Nicolás González,28.0,es  ESP,LW,19-238,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3,Antoine Griezmann,7.0,fr  FRA,RW,30-161,83,0,0,0,0,0,0,0,1,2,0,0,0,3,1,1,50.0
4,Óscar Mingueza,29.0,es  ESP,RW,22-108,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,Frenkie de Jong,21.0,nl  NED,LM,24-109,90,0,0,0,0,3,0,0,1,0,0,0,0,6,0,1,0.0
6,Sergio Busquets,5.0,es  ESP,CM,33-044,90,0,0,0,2,1,1,0,1,0,0,0,0,7,2,2,50.0
7,Sergi Roberto,20.0,es  ESP,RM,29-203,73,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,
8,Gavi,30.0,es  ESP,RM,17-024,17,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,66.7
9,Jordi Alba,18.0,es  ESP,LB,32-161,90,0,0,0,2,1,1,4,1,1,0,0,0,8,0,2,0.0
10,Clément Lenglet,15.0,fr  FRA,CB,26-073,90,1,0,0,3,2,0,0,1,1,0,0,0,6,2,5,28.6
11,Ronald Araújo,4.0,uy  URU,CB,22-175,90,1,0,0,1,2,0,0,1,1,0,0,0,6,0,3,0.0
12,Emerson,22.0,br  BRA,RB,22-227,62,0,0,0,1,1,0,1,2,3,0,0,0,2,0,1,0.0
13,Sergiño Dest,2.0,us  USA,RB,20-299,28,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,
14,Marc-André ter Stegen,1.0,de  GER,GK,29-121,90,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
15,15 Players,,,,,990,3,0,0,16,19,3,10,8,9,0,0,0,53,7,18,28.0
