,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Willian José,9.0,br  BRA,FW,29-023,90,35,31,4,0,0,13,3,0,0,0,0,0,21,7,7,2,28,2,1,1,30,1,0,1,0
1,Portu,7.0,es  ESP,"LW,RW",28-209,63,23,21,2,2,0,12,0,1,0,0,0,0,15,6,2,0,22,0,0,0,17,0,0,0,1
2,Alexander Isak,19.0,se  SWE,RW,21-086,27,6,6,0,0,0,1,0,0,0,0,0,0,5,1,0,1,4,1,0,0,5,1,0,0,0
3,Adnan Januzaj,11.0,be  BEL,RW,25-315,55,19,17,2,1,0,6,2,1,1,0,1,0,13,2,4,17,1,0,0,0,14,0,1,0,2
4,Ander Barrenetxea,22.0,es  ESP,"LW,RW",18-355,35,12,12,0,0,0,3,0,1,0,0,0,0,11,0,1,1,10,1,0,0,9,0,0,0,0
5,Mikel Merino,8.0,es  ESP,CM,24-177,90,47,46,1,1,0,11,1,0,0,0,0,0,34,6,7,35,9,1,0,1,40,1,0,0,1
6,Ander Guevara,16.0,es  ESP,CM,23-162,55,24,24,0,0,0,9,0,0,0,0,0,0,20,1,3,4,17,2,0,0,19,0,0,0,0
7,Roberto Navarro,29.0,es  ESP,CM,18-248,35,22,19,3,1,0,5,1,0,2,0,0,2,16,3,3,3,18,1,0,0,17,0,1,0,1
8,Martín Zubimendi,36.0,es  ESP,DM,21-318,90,64,60,4,4,0,14,0,0,0,0,0,0,49,5,10,16,47,1,0,0,55,0,1,0,2
9,Nacho Monreal,20.0,es  ESP,LB,34-294,90,31,27,4,1,0,10,0,0,0,0,0,0,21,8,2,23,3,1,3,0,24,0,0,0,4
10,Robin Le Normand,24.0,fr  FRA,CB,24-035,84,46,43,3,3,0,6,1,0,0,0,0,0,36,2,8,6,36,3,0,0,39,0,1,0,0
11,Modibo Sagnan,15.0,ml  MLI,CB,21-246,6,9,8,1,1,0,3,0,0,0,0,0,0,8,0,1,7,1,0,0,0,9,0,0,0,0
12,Igor Zubeldia,5.0,es  ESP,CB,23-261,90,49,47,2,2,0,5,0,0,0,0,0,0,37,5,7,3,37,6,0,0,44,0,0,0,0
13,Andoni Gorosabel,18.0,es  ESP,RB,24-134,90,49,40,9,0,0,6,1,4,0,0,0,0,29,9,11,4,33,2,9,0,37,0,0,1,3
14,Álex Remiro,1.0,es  ESP,GK,25-267,90,44,33,11,6,0,8,1,0,0,0,0,0,17,4,23,4,34,0,0,4,33,0,1,0,0
15,15 Players,,,,,990,480,434,46,22,0,112,10,7,3,0,1,2,332,59,89,126,300,21,13,6,392,3,5,2,14
