,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Willian José,9.0,br  BRA,FW,29-023,90,44,1,3,25,17,4,40,0,0,,0,0,27,155,21,2,0,0,2,1,46,32,69.6,5
1,Portu,7.0,es  ESP,"LW,RW",28-209,63,29,0,3,10,18,5,29,0,0,,0,0,17,103,62,3,1,0,2,0,29,20,69.0,7
2,Alexander Isak,19.0,se  SWE,RW,21-086,27,10,0,1,3,7,4,10,1,1,100.0,1,0,8,75,61,1,0,1,1,0,12,7,58.3,2
3,Adnan Januzaj,11.0,be  BEL,RW,25-315,55,33,0,2,20,14,2,31,4,6,66.7,4,0,24,104,71,7,1,1,5,1,36,28,77.8,7
4,Ander Barrenetxea,22.0,es  ESP,"LW,RW",18-355,35,20,0,2,7,13,2,20,1,2,50.0,1,0,18,82,59,2,1,0,3,3,18,14,77.8,3
5,Mikel Merino,8.0,es  ESP,CM,24-177,90,60,3,12,34,18,0,59,0,0,,0,0,40,131,52,3,1,0,1,1,58,45,77.6,2
6,Ander Guevara,16.0,es  ESP,CM,23-162,55,26,0,7,15,4,0,26,0,0,,0,0,13,46,15,0,0,0,0,0,21,18,85.7,0
7,Roberto Navarro,29.0,es  ESP,CM,18-248,35,28,0,2,16,14,1,25,0,2,0.0,0,0,15,98,54,3,3,0,1,0,20,16,80.0,2
8,Martín Zubimendi,36.0,es  ESP,DM,21-318,90,72,4,17,51,11,1,69,2,2,100.0,2,0,41,226,114,5,2,1,0,1,52,49,94.2,0
9,Nacho Monreal,20.0,es  ESP,LB,34-294,90,39,3,8,16,15,4,35,1,2,50.0,1,0,21,79,41,3,0,0,1,0,28,25,89.3,6
10,Robin Le Normand,24.0,fr  FRA,CB,24-035,84,51,10,24,25,3,1,48,1,2,50.0,1,0,30,215,130,3,0,0,0,1,40,39,97.5,1
11,Modibo Sagnan,15.0,ml  MLI,CB,21-246,6,9,1,4,5,1,0,8,0,0,,0,0,3,34,29,0,0,0,0,0,5,5,100.0,0
12,Igor Zubeldia,5.0,es  ESP,CB,23-261,90,54,5,27,28,2,1,52,0,0,,0,0,29,206,147,2,0,0,1,0,34,33,97.1,0
13,Andoni Gorosabel,18.0,es  ESP,RB,24-134,90,56,5,16,25,18,3,47,2,4,50.0,2,0,34,111,44,3,1,1,0,0,39,35,89.7,3
14,Álex Remiro,1.0,es  ESP,GK,25-267,90,46,38,44,2,0,0,35,0,0,,0,0,24,187,150,0,0,0,0,0,26,26,100.0,0
15,15 Players,,,,,990,577,70,172,282,155,28,534,12,21,57.1,12,0,344,1852,1050,37,10,4,17,8,464,392,84.5,38
