,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Willian José,9.0,br  BRA,FW,29-023,90,1,0,0,0,4,2,0,0,44,13,1,1,0,1.0,1.0,0.0,2,0,30,35,85.7,4,27,2,0,0
1,Portu,7.0,es  ESP,"LW,RW",28-209,63,0,1,0,0,0,0,0,0,29,20,1,0,2,0.0,0.0,0.9,2,1,17,23,73.9,3,17,3,0,0
2,Alexander Isak,19.0,se  SWE,RW,21-086,27,0,0,0,0,2,1,0,0,10,3,0,0,0,0.8,0.8,0.0,1,0,5,6,83.3,1,8,1,1,1
3,Adnan Januzaj,11.0,be  BEL,RW,25-315,55,0,0,0,0,2,1,1,0,33,9,1,0,0,0.1,0.1,0.0,1,0,14,19,73.7,2,24,7,4,6
4,Ander Barrenetxea,22.0,es  ESP,"LW,RW",18-355,35,0,0,0,0,0,0,1,0,20,7,1,0,1,0.0,0.0,0.0,1,0,9,12,75.0,1,18,2,1,2
5,Mikel Merino,8.0,es  ESP,CM,24-177,90,0,0,0,0,2,1,0,0,60,38,3,0,4,0.1,0.1,0.0,1,0,40,47,85.1,6,40,3,0,0
6,Ander Guevara,16.0,es  ESP,CM,23-162,55,0,0,0,0,0,0,0,0,26,28,2,1,1,0.0,0.0,0.0,0,0,19,24,79.2,0,13,0,0,0
7,Roberto Navarro,29.0,es  ESP,CM,18-248,35,0,0,0,0,0,0,0,0,28,19,2,0,1,0.0,0.0,0.0,1,0,17,22,77.3,3,15,3,0,2
8,Martín Zubimendi,36.0,es  ESP,DM,21-318,90,0,0,0,0,1,0,0,0,72,20,2,1,2,0.1,0.1,0.0,3,0,55,64,85.9,5,41,5,2,2
9,Nacho Monreal,20.0,es  ESP,LB,34-294,90,0,0,0,0,1,0,0,0,39,12,1,0,1,0.2,0.2,0.0,2,0,24,31,77.4,2,21,3,1,2
10,Robin Le Normand,24.0,fr  FRA,CB,24-035,84,0,0,0,0,0,0,1,0,51,15,0,1,0,0.0,0.0,0.0,1,1,39,46,84.8,2,30,3,1,2
11,Modibo Sagnan,15.0,ml  MLI,CB,21-246,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0.0,0.0,0.0,0,0,9,9,100.0,2,3,0,0,0
12,Igor Zubeldia,5.0,es  ESP,CB,23-261,90,0,0,0,0,0,0,0,0,54,13,1,0,1,0.0,0.0,0.0,1,0,44,49,89.8,4,29,2,0,0
13,Andoni Gorosabel,18.0,es  ESP,RB,24-134,90,0,0,0,0,0,0,0,0,56,17,1,0,2,0.0,0.0,0.2,2,0,37,49,75.5,3,34,3,2,4
14,Álex Remiro,1.0,es  ESP,GK,25-267,90,0,0,0,0,0,0,0,0,46,1,0,0,0,0.0,0.0,0.0,0,0,33,44,75.0,0,24,0,0,0
15,15 Players,,,,,990,1,1,0,0,12,5,3,0,577,215,16,4,15,2.3,2.3,1.3,18,2,392,480,81.7,38,344,37,12,21
