,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Lionel Messi,10.0,ar  ARG,FW,33-175,90,3,1,1,2,0,1,1,100.0,0,20,5,25.0,2,14,4,0,0,0,0,0,3,0,0
1,Martin Braithwaite,9.0,dk  DEN,LW,29-194,90,1,1,1,0,0,1,1,100.0,0,11,2,18.2,5,3,3,0,0,0,0,0,1,1,0
2,Antoine Griezmann,7.0,fr  FRA,RW,29-270,65,2,1,1,0,1,0,1,0.0,1,14,4,28.6,3,8,3,1,0,0,1,0,2,0,0
3,Francisco Trincão,17.0,pt  POR,RW,20-353,25,0,0,0,0,0,0,0,,0,6,2,33.3,2,2,2,0,0,0,0,0,0,0,0
4,Pedri,16.0,es  ESP,AM,18-021,73,1,1,1,0,0,0,2,0.0,2,23,6,26.1,8,10,5,2,1,0,1,1,2,0,0
5,Miralem Pjanić,8.0,ba  BIH,"DM,AM",30-258,17,1,1,1,0,0,1,3,33.3,2,5,3,60.0,3,2,0,0,0,0,0,0,1,0,0
6,Frenkie de Jong,21.0,nl  NED,"DM,CM",23-218,90,0,0,0,0,0,0,2,0.0,2,10,2,20.0,2,4,4,1,0,0,1,1,1,1,0
7,Sergio Busquets,5.0,es  ESP,DM,32-153,66,2,1,1,1,0,1,3,33.3,2,15,4,26.7,4,8,3,1,0,0,1,0,2,0,0
8,Carles Aleñá,6.0,es  ESP,"CM,DM",22-346,24,0,0,0,0,0,0,0,,0,11,1,9.1,5,5,1,0,0,0,0,0,0,0,0
9,Jordi Alba,18.0,es  ESP,LB,31-270,90,1,1,1,0,0,1,4,25.0,3,17,8,47.1,4,12,1,5,0,0,5,0,1,1,0
10,Óscar Mingueza,28.0,es  ESP,CB,21-217,78,3,3,3,0,0,3,3,100.0,0,10,4,40.0,8,2,0,2,1,0,1,0,3,2,1
11,Clément Lenglet,15.0,fr  FRA,CB,25-182,12,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0
12,Ronald Araújo,4.0,uy  URU,CB,21-284,90,2,1,1,1,0,0,0,,0,23,4,17.4,7,16,0,4,3,0,1,0,2,3,0
13,Sergiño Dest,2.0,us  USA,RB,20-043,90,1,0,1,0,0,1,1,100.0,0,16,4,25.0,10,5,1,3,0,0,3,0,1,3,0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-230,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
15,15 Players,,,,,990,17,11,12,4,1,9,21,42.9,12,182,50,27.5,64,91,27,19,5,0,14,2,19,11,1
