,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2022-08-13,17:00,La Liga,Matchweek 1,Sat,Away,D,2.0,2.0,Celta Vigo,1.1,0.4,40.0,13859.0,Leandro Cabrera,4-3-3,Miguel Ángel Ortiz Arias,Match Report,
1,2022-08-19,20:00,La Liga,Matchweek 2,Fri,Home,L,0.0,2.0,Rayo Vallecano,0.8,1.4,54.0,16071.0,Leandro Cabrera,4-3-3,Jorge Figueroa,Match Report,
2,2022-08-28,22:00,La Liga,Matchweek 3,Sun,Home,L,1.0,3.0,Real Madrid,1.3,2.1,36.0,25778.0,Leandro Cabrera,4-1-4-1,Mario Melero,Match Report,
3,2022-09-04,16:15,La Liga,Matchweek 4,Sun,Away,W,1.0,0.0,Athletic Club,0.6,1.2,34.0,41574.0,Leandro Cabrera,4-3-3,Juan Martínez,Match Report,
4,2022-09-10,16:15,La Liga,Matchweek 5,Sat,Home,L,2.0,3.0,Sevilla,2.5,2.0,58.0,20135.0,Leandro Cabrera,4-2-3-1,Guillermo Cuadra,Match Report,
5,2022-09-18,18:30,La Liga,Matchweek 6,Sun,Away,L,1.0,2.0,Real Sociedad,0.8,1.9,38.0,31511.0,Sergi Darder,5-3-2,Carlos del Cerro,Match Report,
6,2022-10-02,14:00,La Liga,Matchweek 7,Sun,Home,D,2.0,2.0,Valencia,0.8,1.1,38.0,19766.0,Sergi Darder,4-2-3-1,Valentín Pizarro,Match Report,
7,2022-10-09,16:15,La Liga,Matchweek 8,Sun,Away,D,2.0,2.0,Cádiz,1.3,1.3,46.0,16572.0,Sergi Darder,4-2-3-1,Alejandro Hernández,Match Report,
8,2022-10-16,18:30,La Liga,Matchweek 9,Sun,Home,W,1.0,0.0,Valladolid,1.3,0.7,49.0,17770.0,Sergi Darder,4-1-3-2,Antonio Matéu Lahoz,Match Report,
9,2022-10-20,20:00,La Liga,Matchweek 10,Thu,Away,L,0.0,1.0,Osasuna,1.0,1.0,36.0,17832.0,Sergi Darder,4-4-2,Mario Melero,Match Report,
10,2022-10-23,14:00,La Liga,Matchweek 11,Sun,Home,D,2.0,2.0,Elche,2.2,0.5,41.0,17560.0,Sergi Darder,4-3-3,José Luis Munuera,Match Report,
11,2022-10-28,21:00,La Liga,Matchweek 12,Fri,Away,D,1.0,1.0,Mallorca,0.3,1.4,48.0,13982.0,Sergi Darder,4-3-3,Isidro Díaz de Mera,Match Report,
12,2022-11-06,14:00,La Liga,Matchweek 13,Sun,Away,D,1.0,1.0,Atlético Madrid,0.7,1.9,33.0,50007.0,Sergi Darder,4-2-3-1,Juan Pulido,Match Report,
13,2022-11-09,20:00,La Liga,Matchweek 14,Wed,Home,L,0.0,1.0,Villarreal,1.1,0.7,44.0,17400.0,Sergi Darder,4-2-3-1,Javier Villanueva,Match Report,
14,2022-11-12,21:00,Copa del Rey,First round,Sat,Away,W,3.0,0.0,CD Rincón,,,67.0,7912.0,Leandro Cabrera,4-2-3-1,Valentín Pizarro,Match Report,
15,2022-12-20,21:00,Copa del Rey,Second round,Tue,Away,W,1.0,0.0,Club Deportivo Atlético Paso,,,64.0,5000.0,Joselu,4-4-2,César Soto,Match Report,
16,2022-12-31,14:00,La Liga,Matchweek 15,Sat,Away,D,1.0,1.0,Barcelona,0.9,2.2,23.0,88095.0,Sergi Darder,4-2-3-1,Antonio Matéu,Match Report,
17,2023-01-03,19:00,Copa del Rey,Round of 32,Tue,Home,W,3.0,1.0,Celta Vigo,,,47.0,20050.0,Javi Puado,4-2-3-1,Juan Martínez,Match Report,Required Extra Time
18,2023-01-07,21:00,La Liga,Matchweek 16,Sat,Home,D,2.0,2.0,Girona,1.5,1.2,44.0,21429.0,Sergi Darder,4-3-3,Carlos del Cerro,Match Report,
