,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
20,Amath,sn  SEN,"MF,FW",Mallorca,26-167,1996,2.7,0,0,0,5,3,3,2,0,4,1,0,0,8,1,2,33.3
21,Jordan Amavi,fr  FRA,DF,Getafe,28-296,1994,2.1,2,1,1,2,2,1,6,4,2,0,0,0,15,8,3,72.7
22,Fabrizio Angileri,ar  ARG,DF,Getafe,28-290,1994,5.7,2,1,0,6,1,0,9,6,5,0,1,0,16,14,7,66.7
23,Anuar,ma  MAR,"MF,FW",Valladolid,27-349,1995,2.3,1,0,0,3,6,1,1,3,4,0,0,0,10,2,5,28.6
24,Mauro Arambarri,uy  URU,MF,Getafe,27-091,1995,5.7,2,1,1,9,8,0,25,5,4,0,0,0,30,4,5,44.4
25,Ronald Araújo,uy  URU,DF,Barcelona,23-298,1999,5.7,2,0,0,2,3,1,1,7,7,0,0,0,19,12,8,60.0
26,Roberto Arroyo,es  ESP,MF,Valladolid,19-127,2003,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
27,Santiago Arzamendia,py  PAR,"MF,DF",Cádiz,24-239,1998,2.8,0,0,0,3,1,0,5,0,2,0,0,0,19,3,3,50.0
28,Sergio Asenjo,es  ESP,GK,Valladolid,33-185,1989,5.0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,
29,Marco Asensio,es  ESP,"MF,FW",Real Madrid,26-343,1996,2.1,0,0,0,3,3,0,14,0,3,1,1,0,6,0,0,
30,Iago Aspas,es  ESP,FW,Celta Vigo,35-151,1987,12.5,3,0,0,4,31,6,18,4,0,0,0,0,45,9,20,31.0
31,Pierre-Emerick Aubameyang,ga  GAB,FW,Barcelona,33-195,1989,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
32,Ezequiel Ávila,ar  ARG,"FW,MF",Osasuna,28-327,1994,9.3,3,1,0,8,23,9,43,4,3,0,0,0,30,19,20,48.7
33,Iddrisu Baba,gh  GHA,MF,Mallorca,26-342,1996,6.1,2,0,0,12,10,0,0,4,6,0,0,0,36,7,7,50.0
34,Srđan Babić,rs  SRB,DF,Almería,26-252,1996,12.5,1,0,0,8,2,0,2,7,6,0,0,0,50,19,11,63.3
35,Édgar Badía,es  ESP,GK,Elche,30-321,1992,15.0,2,0,0,1,2,0,0,0,0,0,1,0,13,2,0,100.0
36,Alex Baena,es  ESP,"MF,FW",Villarreal,21-163,2001,7.0,6,1,1,23,14,1,7,2,4,1,0,0,33,0,4,0.0
37,Alejandro Balde,es  ESP,DF,Barcelona,19-073,2003,10.8,2,0,0,7,12,2,11,6,13,0,0,0,67,4,7,36.4
38,Mikel Balenziaga,es  ESP,DF,Athletic Club,34-304,1988,0.5,0,0,0,1,0,0,2,1,2,0,0,0,2,0,0,
39,Iván Balliu,al  ALB,DF,Rayo Vallecano,30-363,1992,15.0,2,0,0,19,16,3,56,13,12,0,0,1,57,11,12,47.8
40,Léo Baptistão,br  BRA,"FW,MF",Almería,30-126,1992,6.3,3,0,0,15,6,5,8,8,9,0,0,0,40,7,18,28.0
41,Keidi Bare,al  ALB,MF,Espanyol,25-124,1997,3.7,0,0,0,9,7,0,4,11,3,0,0,0,16,4,8,33.3
42,Kike Barja,es  ESP,"MF,FW",Osasuna,25-273,1997,3.2,0,0,0,5,5,3,26,2,1,0,0,0,14,2,0,100.0
43,Ander Barrenetxea,es  ESP,FW,Real Sociedad,21-003,2001,0.7,1,0,0,2,0,0,0,1,3,0,0,0,11,0,3,0.0
44,Pablo Barrios,es  ESP,MF,Atlético Madrid,19-198,2003,1.1,1,0,0,1,2,0,3,1,1,0,0,0,5,1,0,100.0
45,Rodrigo Battaglia,ar  ARG,MF,Mallorca,31-171,1991,6.6,5,0,0,10,10,0,1,5,4,0,2,0,27,9,7,56.3
46,Bebé,cv  CPV,FW,Rayo Vallecano,32-171,1990,0.7,1,0,0,2,2,0,16,0,0,0,0,0,6,0,1,0.0
47,Héctor Bellerín,es  ESP,DF,Barcelona,27-286,1995,1.6,0,0,0,2,0,0,3,3,0,0,0,0,10,3,0,100.0
48,Fran Beltrán,es  ESP,MF,Celta Vigo,23-330,1999,12.5,1,0,0,10,3,2,7,14,6,0,0,0,75,7,20,25.9
49,Karim Benzema,fr  FRA,FW,Real Madrid,35-011,1987,7.0,0,0,0,3,4,12,0,1,2,2,0,0,11,3,2,60.0
50,Yuri Berchiche,es  ESP,DF,Athletic Club,32-323,1990,5.9,3,0,0,7,5,1,18,12,9,0,0,0,33,9,2,81.8
51,Álex Berenguer,es  ESP,FW,Athletic Club,27-179,1995,11.6,0,0,0,24,12,8,55,2,16,0,0,0,53,18,17,51.4
52,Pedro Bigas,es  ESP,DF,Elche,32-106,1990,11.8,3,0,0,7,7,0,3,19,10,1,1,0,64,10,5,66.7
53,El Bilal Touré,ml  MLI,FW,Almería,21-088,2001,6.3,0,0,0,10,1,4,1,0,1,0,0,0,19,20,14,58.8
54,Blanco,es  ESP,MF,Cádiz,22-160,2000,1.8,0,0,0,2,1,0,0,1,4,0,0,0,7,3,0,100.0
55,Theo Bongonda,cd  COD,MF,Cádiz,27-040,1995,5.0,0,0,0,2,6,1,10,1,4,0,0,0,18,3,3,50.0
56,Wassim Boullif,es  ESP,"DF,MF",Espanyol,17-330,2005,0.8,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0.0
57,Yassine Bounou,ma  MAR,GK,Sevilla,31-269,1991,11.5,2,0,0,0,1,0,0,1,1,0,0,0,17,0,1,0.0
58,Lucas Boyé,ar  ARG,FW,Elche,26-305,1996,8.9,2,1,0,21,15,3,6,8,5,0,0,0,29,8,16,33.3
59,Martin Braithwaite,dk  DEN,"FW,MF",Espanyol,31-208,1991,7.8,2,1,0,9,9,6,4,1,0,0,0,0,22,11,16,40.7
60,Juan Brandáriz,es  ESP,DF,Almería,23-303,1999,4.3,1,0,0,2,1,0,2,6,3,0,0,0,17,3,2,60.0
61,Darko Brašanac,rs  SRB,MF,Osasuna,30-321,1992,5.4,3,0,0,6,8,1,3,7,7,0,0,0,28,7,7,50.0
62,Claudio Bravo,cl  CHI,GK,Betis,39-261,1983,2.0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,
63,Ante Budimir,hr  CRO,FW,Osasuna,31-161,1991,6.2,1,0,0,15,9,5,1,2,1,1,0,0,10,28,30,48.3
64,Santiago Bueno,uy  URU,DF,Girona,24-051,1998,15.0,2,0,0,19,14,0,2,20,14,1,0,0,66,39,20,66.1
65,Sergio Busquets,es  ESP,MF,Barcelona,34-167,1988,10.1,6,1,1,12,19,0,1,12,11,0,0,0,68,25,19,56.8
66,Leandro Cabrera,uy  URU,DF,Espanyol,31-196,1991,12.3,1,1,0,12,7,1,3,20,5,0,0,0,61,36,19,65.5
67,Cala,es  ESP,DF,Cádiz,33-034,1989,1.5,0,0,0,1,5,0,0,1,1,0,0,0,3,3,4,42.9
68,Fernando Calero,es  ESP,DF,Espanyol,27-107,1995,9.7,1,0,0,8,5,1,4,8,15,0,0,0,46,14,12,53.8
69,Eduardo Camavinga,fr  FRA,MF,Real Madrid,20-050,2002,5.7,1,0,0,8,22,1,1,3,13,0,0,0,35,5,5,50.0
70,Sergio Camello,es  ESP,FW,Rayo Vallecano,21-323,2001,11.4,0,0,0,4,8,9,1,0,5,0,0,0,25,11,23,32.4
71,Sergio Canales,es  ESP,"MF,FW",Betis,31-317,1991,10.4,4,1,1,3,15,2,58,2,5,0,0,0,43,8,5,61.5
