,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes
22,Santiago Ascacíbar,ar  ARG,MF,Hertha BSC,24-024,1997,4,4,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.12,0.00,0.12,0.12,0.12
23,Ludwig Augustinsson,se  SWE,DF,Werder Bremen,26-334,1994,18,16,1507,16.7,0,4,0,0,0,4,0,0.00,0.24,0.24,0.00,0.24,0.7,0.7,2.3,3.0,0.05,0.15,0.19,0.05,0.19
24,Taiwo Awoniyi,ng  NGA,FW,Union Berlin,23-221,1997,19,16,1290,14.3,5,2,5,0,0,0,0,0.35,0.14,0.49,0.35,0.49,6.5,6.5,1.5,8.1,0.46,0.11,0.56,0.46,0.56
25,Leon Bailey,jm  JAM,FW,Leverkusen,23-224,1997,23,20,1721,19.1,6,6,6,0,0,5,0,0.31,0.31,0.63,0.31,0.63,5.3,5.3,4.0,9.3,0.28,0.21,0.49,0.28,0.49
26,Aymen Barkok,ma  MAR,"FW,MF",Eint Frankfurt,22-304,1998,21,8,837,9.3,2,3,2,0,0,5,0,0.22,0.32,0.54,0.22,0.54,1.4,1.4,2.5,3.9,0.17,0.29,0.46,0.17,0.46
27,Leandro Barreiro Martins,lu  LUX,MF,Mainz 05,21-077,2000,20,18,1557,17.3,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.8,1.8,1.3,3.1,0.10,0.08,0.18,0.10,0.18
28,Jacob Barrett Laursen,dk  DEN,DF,Arminia,26-124,1994,15,12,1053,11.7,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.0,0.0,1.2,1.3,0.00,0.11,0.11,0.00,0.11
29,Oliver Baumann,de  GER,GK,Hoffenheim,30-292,1990,24,24,2160,24.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
30,Julian Baumgartlinger,at  AUT,MF,Leverkusen,33-078,1988,16,12,1070,11.9,2,0,2,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.4,1.4,0.3,1.6,0.11,0.02,0.14,0.11,0.14
31,Christoph Baumgartner,at  AUT,"MF,FW",Hoffenheim,21-232,1999,24,22,1830,20.3,5,3,5,0,0,4,0,0.25,0.15,0.39,0.25,0.39,4.7,4.7,2.4,7.1,0.23,0.12,0.35,0.23,0.35
32,Noah Joel Sarenren Bazee,ng  NGA,"FW,MF",Augsburg,24-212,1996,5,0,36,0.4,0,1,0,0,0,1,0,0.00,2.50,2.50,0.00,2.50,0.0,0.0,0.7,0.7,0.00,1.77,1.77,0.00,1.77
33,Ihlas Bebou,tg  TOG,FW,Hoffenheim,26-332,1994,23,15,1443,16.0,6,5,6,0,0,2,0,0.37,0.31,0.69,0.37,0.69,5.8,5.8,3.3,9.1,0.36,0.21,0.57,0.36,0.57
34,Sheraldo Becker,nl  NED,"FW,MF",Union Berlin,26-040,1995,16,15,1072,11.9,3,2,3,0,0,2,0,0.25,0.17,0.42,0.25,0.42,2.0,2.0,2.8,4.8,0.17,0.23,0.41,0.17,0.41
35,Timo Becker,de  GER,DF,Schalke 04,23-361,1997,13,11,1035,11.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.02,0.03,0.04,0.02,0.04
36,Brian Behrendt,de  GER,DF,Arminia,29-148,1991,3,0,79,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05
37,Maximilian Beier,de  GER,"FW,DF",Hoffenheim,18-155,2002,2,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
38,Ishak Belfodil,dz  ALG,FW,Hoffenheim,29-068,1992,13,7,579,6.4,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,1.6,1.6,1.0,2.5,0.24,0.15,0.40,0.24,0.40
39,Stefan Bell,de  GER,DF,Mainz 05,29-209,1991,10,10,794,8.8,0,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.8,1.0,0.01,0.10,0.11,0.01,0.11
40,Karim Bellarabi,de  GER,"MF,FW",Leverkusen,30-347,1990,15,3,438,4.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,1.0,2.1,0.23,0.20,0.43,0.23,0.43
41,Jude Bellingham,eng  ENG,MF,Dortmund,17-265,2003,22,13,1195,13.3,0,3,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,1.9,1.9,3.0,4.9,0.15,0.25,0.40,0.15,0.40
42,Lars Bender,de  GER,DF,Leverkusen,31-328,1989,13,12,934,10.4,0,2,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,0.5,0.5,0.5,1.0,0.05,0.05,0.09,0.05,0.09
43,Sven Bender,de  GER,DF,Leverkusen,31-328,1989,11,9,725,8.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.01,0.03,0.04,0.01,0.04
44,Ramy Bensebaini,dz  ALG,DF,M'Gladbach,25-339,1995,18,13,1254,13.9,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,1.0,1.0,0.4,1.4,0.08,0.03,0.11,0.08,0.11
45,Nabil Bentaleb,dz  ALG,MF,Schalke 04,26-117,1994,9,6,548,6.1,0,0,0,0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.0,0.1,0.1,0.12,0.01,0.14,0.00,0.01
46,Louis Beyer,de  GER,DF,M'Gladbach,20-306,2000,2,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
47,Bartosz Bialek,pl  POL,"FW,MF",Wolfsburg,19-130,2001,15,1,203,2.3,2,0,2,0,0,1,0,0.89,0.00,0.89,0.89,0.89,2.0,2.0,0.2,2.3,0.89,0.11,1.00,0.89,1.00
48,Ermin Bičakčić,ba  BIH,DF,Hoffenheim,31-056,1990,2,2,128,1.4,1,0,1,0,0,1,0,0.70,0.00,0.70,0.70,0.70,0.4,0.4,0.0,0.4,0.25,0.00,0.25,0.25,0.25
49,Leonardo Bittencourt,de  GER,"MF,FW",Werder Bremen,27-092,1993,23,15,1268,14.1,4,1,3,1,1,3,0,0.28,0.07,0.35,0.21,0.28,4.2,3.4,0.8,4.2,0.31,0.06,0.36,0.25,0.31
50,Jérôme Boateng,de  GER,DF,Bayern Munich,32-199,1988,22,22,1841,20.5,1,1,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10,0.3,0.3,0.4,0.7,0.01,0.02,0.03,0.01,0.03
51,Jean-Paul Boëtius,nl  NED,"MF,FW",Mainz 05,26-364,1994,22,16,1458,16.2,0,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,1.1,1.1,4.1,5.2,0.07,0.25,0.32,0.07,0.32
52,Melayro Bogarde,nl  NED,"DF,MF",Hoffenheim,18-297,2002,8,2,276,3.1,0,1,0,0,0,1,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.2,0.3,0.03,0.06,0.09,0.03,0.09
53,Dennis Borkowski,de  GER,MF,RB Leipzig,19-054,2002,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
54,Sebastiaan Bornauw,be  BEL,DF,Köln,21-364,1999,17,17,1530,17.0,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,1.0,1.0,0.0,1.0,0.06,0.00,0.06,0.06,0.06
55,Nassim Boujellab,ma  MAR,"MF,FW",Schalke 04,21-274,1999,12,6,605,6.7,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,1.4,1.4,0.2,1.6,0.21,0.03,0.24,0.21,0.24
56,Dedryck Boyata,be  BEL,DF,Hertha BSC,30-113,1990,13,13,1153,12.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,1.1,0.03,0.05,0.08,0.03,0.08
57,Can Bozdogan,de  GER,MF,Schalke 04,19-350,2001,10,3,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.07,0.04,0.11,0.07,0.11
58,Julian Brandt,de  GER,"FW,MF",Dortmund,24-323,1996,25,15,1272,14.1,2,1,2,0,0,0,0,0.14,0.07,0.21,0.14,0.21,2.1,2.1,2.1,4.2,0.15,0.15,0.31,0.15,0.31
59,Josip Brekalo,hr  CRO,FW,Wolfsburg,22-271,1998,22,17,1377,15.3,3,1,3,0,0,1,0,0.20,0.07,0.26,0.20,0.26,2.4,2.4,2.1,4.5,0.17,0.15,0.31,0.17,0.31
60,Joshua Brenet,nl  NED,DF,Hoffenheim,27-001,1994,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
61,John Brooks,us  USA,DF,Wolfsburg,28-052,1993,24,23,2088,23.2,2,0,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09,0.9,0.9,0.4,1.4,0.04,0.02,0.06,0.04,0.06
62,Daniel Brosinski,de  GER,DF,Mainz 05,32-247,1988,14,12,1030,11.4,1,1,0,1,1,0,0,0.09,0.09,0.17,0.00,0.09,1.0,0.3,1.3,1.6,0.09,0.11,0.20,0.02,0.14
63,Cédric Brunner,ch  SUI,DF,Arminia,27-032,1994,24,23,2062,22.9,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.2,0.2,0.7,0.9,0.01,0.03,0.04,0.01,0.04
64,Jacob Bruun Larsen,dk  DEN,FW,Hoffenheim,22-183,1998,2,1,89,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
65,Marius Bülter,de  GER,"FW,MF",Union Berlin,27-357,1993,21,7,821,9.1,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,1.6,1.6,1.0,2.6,0.18,0.11,0.29,0.18,0.29
66,Jonathan Burkardt,de  GER,"FW,DF",Mainz 05,20-253,2000,23,11,1055,11.7,1,0,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,3.9,3.9,0.8,4.7,0.34,0.07,0.41,0.34,0.41
67,Roman Bürki,ch  SUI,GK,Dortmund,30-127,1990,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
68,Kerim Calhanoglu,de  GER,DF,Schalke 04,18-207,2002,3,3,251,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
69,Daniel Caligiuri,it  ITA,"MF,DF",Augsburg,33-065,1988,25,25,2151,23.9,5,3,4,1,1,4,0,0.21,0.13,0.33,0.17,0.29,2.7,2.0,2.9,4.8,0.11,0.12,0.23,0.08,0.20
70,Emre Can,de  GER,"DF,MF",Dortmund,27-068,1994,21,18,1640,18.2,1,3,1,0,0,5,0,0.05,0.16,0.22,0.05,0.22,0.8,0.8,1.8,2.6,0.04,0.10,0.15,0.04,0.15
71,Koen Casteels,be  BEL,GK,Wolfsburg,28-269,1992,25,25,2250,25.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
72,Gonzalo Castro,de  GER,"MF,FW",Stuttgart,33-283,1987,21,20,1444,16.0,3,2,3,0,0,7,0,0.19,0.12,0.31,0.19,0.31,3.1,3.1,2.9,6.0,0.21,0.19,0.39,0.21,0.39
73,Sava Cestic,de  GER,DF,Köln,20-030,2001,11,11,899,10.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
74,Timothy Chandler,us  USA,DF,Eint Frankfurt,30-357,1990,7,0,89,1.0,1,0,1,0,0,0,0,1.01,0.00,1.01,1.01,1.01,0.2,0.2,0.0,0.2,0.18,0.00,0.18,0.18,0.18
75,Kwon Chang-hoon,kr  KOR,"MF,FW",Freiburg,26-264,1994,9,1,191,2.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06
76,Tahith Chong,nl  NED,"FW,MF",Werder Bremen,21-107,1999,13,4,386,4.3,0,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,0.3,0.3,0.5,0.8,0.06,0.12,0.18,0.06,0.18
77,Darko Churlinov,mk  MKD,"DF,FW",Stuttgart,20-253,2000,6,0,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
78,Tim Civeja,de  GER,"MF,DF",Augsburg,19-076,2002,3,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
79,Kingsley Coman,fr  FRA,"FW,MF",Bayern Munich,24-281,1996,21,17,1373,15.3,3,9,3,0,0,1,0,0.20,0.59,0.79,0.20,0.79,2.9,2.9,5.0,7.9,0.20,0.34,0.53,0.20,0.53
80,Jhon Córdoba,co  COL,FW,Hertha BSC,27-314,1993,15,12,1098,12.2,5,0,5,0,0,3,0,0.41,0.00,0.41,0.41,0.41,5.4,5.4,1.4,6.8,0.44,0.12,0.56,0.44,0.56
81,Sergio Córdova,ve  VEN,"FW,MF",Arminia,23-224,1997,22,13,1061,11.8,2,1,2,0,0,0,0,0.17,0.08,0.25,0.17,0.25,3.1,3.1,1.2,4.4,0.27,0.11,0.37,0.27,0.37
82,Douglas Costa,br  BRA,"FW,MF",Bayern Munich,30-188,1990,11,3,320,3.6,1,1,1,0,0,0,0,0.28,0.28,0.56,0.28,0.56,0.1,0.1,0.7,0.8,0.04,0.19,0.23,0.04,0.23
83,Tanguy Coulibaly,fr  FRA,"DF,FW",Stuttgart,20-031,2001,25,12,1068,11.9,2,0,2,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.9,1.9,1.5,3.5,0.18,0.14,0.32,0.18,0.32
84,Mickaël Cuisance,fr  FRA,FW,Bayern Munich,21-217,1999,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
85,Matheus Cunha,br  BRA,"FW,MF",Hertha BSC,21-298,1999,21,20,1730,19.2,6,3,4,2,3,8,0,0.31,0.16,0.47,0.21,0.36,6.5,4.3,3.5,7.7,0.34,0.18,0.52,0.22,0.40
86,Rafael Czichos,de  GER,DF,Köln,30-311,1990,20,18,1539,17.1,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,1.3,1.3,0.0,1.3,0.08,0.00,0.08,0.08,0.08
87,Moanes Dabour,il  ISR,FW,Hoffenheim,28-311,1992,21,11,972,10.8,4,0,4,0,1,2,0,0.37,0.00,0.37,0.37,0.37,5.1,4.3,1.0,5.3,0.47,0.09,0.56,0.40,0.49
88,Finn Dahmen,de  GER,GK,Mainz 05,22-359,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
89,Mahmoud Dahoud,de  GER,MF,Dortmund,25-079,1996,13,9,758,8.4,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.3,0.3,0.5,0.8,0.04,0.06,0.11,0.04,0.11
90,Leon Dajaku,de  GER,FW,Union Berlin,19-343,2001,2,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
91,Tiago Dantas,pt  POR,MF,Bayern Munich,20-087,2000,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
92,Márton Dárdai,de  GER,DF,Hertha BSC,19-037,2002,6,4,377,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03
93,Vladimír Darida,cz  CZE,MF,Hertha BSC,30-225,1990,22,21,1634,18.2,0,6,0,0,0,2,1,0.00,0.33,0.33,0.00,0.33,0.8,0.8,4.0,4.8,0.04,0.22,0.26,0.04,0.26
94,Alphonso Davies,ca  CAN,DF,Bayern Munich,20-139,2000,17,16,1223,13.6,1,1,1,0,0,1,1,0.07,0.07,0.15,0.07,0.15,0.1,0.1,0.6,0.7,0.01,0.05,0.05,0.01,0.05
95,Thomas Delaney,dk  DEN,MF,Dortmund,29-199,1991,14,11,950,10.6,1,1,1,0,0,6,0,0.09,0.09,0.19,0.09,0.19,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05
96,Kerem Demirbay,de  GER,MF,Leverkusen,27-261,1993,20,13,1171,13.0,3,1,3,0,0,2,0,0.23,0.08,0.31,0.23,0.31,1.9,1.9,1.7,3.6,0.14,0.13,0.28,0.14,0.28
97,Ermedin Demirović,ba  BIH,FW,Freiburg,22-361,1998,22,13,992,11.0,4,5,4,0,0,3,0,0.36,0.45,0.82,0.36,0.82,2.4,2.4,2.1,4.6,0.22,0.19,0.42,0.22,0.42
98,Emmanuel Dennis,ng  NGA,FW,Köln,23-126,1997,7,5,374,4.2,0,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,0.5,0.5,0.9,1.4,0.11,0.22,0.34,0.11,0.34
99,Mike van der Hoorn,nl  NED,DF,Arminia,28-157,1992,18,14,1256,14.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03
100,Moussa Diaby,fr  FRA,"FW,MF",Leverkusen,21-257,1999,24,24,2010,22.3,3,8,3,0,0,5,0,0.13,0.36,0.49,0.13,0.49,4.6,4.6,6.0,10.5,0.20,0.27,0.47,0.20,0.47
101,Daniel Didavi,de  GER,"FW,MF",Stuttgart,31-028,1990,16,8,758,8.4,3,3,3,0,0,2,0,0.36,0.36,0.71,0.36,0.71,2.5,2.5,2.3,4.9,0.31,0.28,0.59,0.31,0.59
102,Javairô Dilrosun,nl  NED,"FW,MF",Hertha BSC,22-272,1998,8,2,296,3.3,0,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,0.1,0.1,0.4,0.4,0.02,0.11,0.13,0.02,0.13
103,Eren Dinkçi,de  GER,"FW,DF",Werder Bremen,19-098,2001,3,0,17,0.2,1,0,1,0,0,0,0,5.29,0.00,5.29,5.29,5.29,0.3,0.3,0.0,0.3,1.80,0.00,1.80,1.80,1.80
104,Ritsu Doan,jp  JPN,"MF,FW",Arminia,22-278,1998,26,25,2081,23.1,4,2,4,0,0,1,0,0.17,0.09,0.26,0.17,0.26,3.6,3.6,2.6,6.1,0.15,0.11,0.27,0.15,0.27
105,Ji Dong-won,kr  KOR,FW,Mainz 05,29-297,1991,6,0,62,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05
106,Bas Dost,nl  NED,FW,Eint Frankfurt,31-294,1989,12,9,817,9.1,4,2,3,1,1,3,0,0.44,0.22,0.66,0.33,0.55,4.3,3.5,2.3,5.8,0.47,0.25,0.73,0.39,0.64
107,Aleksandar Dragović,at  AUT,DF,Leverkusen,30-015,1991,14,7,776,8.6,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.3,0.3,0.4,0.7,0.04,0.05,0.08,0.04,0.08
108,Dominick Drexler,de  GER,"MF,FW",Köln,30-299,1990,20,8,938,10.4,2,1,2,0,0,1,0,0.19,0.10,0.29,0.19,0.29,2.3,2.3,1.0,3.3,0.24,0.10,0.35,0.24,0.35
109,Ondrej Duda,sk  SVK,"FW,MF",Köln,26-106,1994,25,25,1939,21.5,4,4,2,2,2,6,1,0.19,0.19,0.37,0.09,0.28,2.4,1.7,2.8,4.5,0.12,0.14,0.26,0.08,0.22
110,Erik Durm,de  GER,DF,Eint Frankfurt,28-313,1992,14,14,1112,12.4,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,1.2,1.2,1.8,3.0,0.10,0.15,0.24,0.10,0.24
111,Johannes Eggestein,de  GER,"FW,MF",Werder Bremen,22-317,1998,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.09,0.09,0.00,0.09
112,Maximilian Eggestein,de  GER,MF,Werder Bremen,24-103,1996,26,26,2313,25.7,2,4,2,0,0,4,0,0.08,0.16,0.23,0.08,0.23,0.8,0.8,2.2,3.0,0.03,0.09,0.12,0.03,0.12
113,Lilian Egloff,de  GER,MF,Stuttgart,18-213,2002,2,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
114,Kingsley Ehizibue,nl  NED,DF,Köln,25-300,1995,15,10,775,8.6,0,1,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,0.4,0.4,0.6,1.0,0.05,0.08,0.13,0.05,0.13
