,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
39,Stefan Bell,de  GER,DF,Mainz 05,29-209,1991,8.8,264,343,77.0,5329,1788,92,104,88.5,131,150,87.3,39,80,48.8,1,0.8,+0.2,2,9,1,0,18
40,Karim Bellarabi,de  GER,"MF,FW",Leverkusen,30-347,1990,4.9,127,191,66.5,2121,673,66,83,79.5,48,68,70.6,12,31,38.7,0,1.0,-1.0,8,8,8,3,17
41,Jude Bellingham,eng  ENG,MF,Dortmund,17-265,2003,13.3,606,727,83.4,10933,2130,263,306,85.9,261,296,88.2,69,89,77.5,3,3.0,0.0,11,37,19,2,50
42,Lars Bender,de  GER,DF,Leverkusen,31-328,1989,10.4,588,707,83.2,11233,3771,233,265,87.9,254,293,86.7,88,116,75.9,2,0.5,+1.5,7,45,12,2,57
43,Sven Bender,de  GER,DF,Leverkusen,31-328,1989,8.1,651,717,90.8,14311,3576,135,147,91.8,405,432,93.8,108,134,80.6,0,0.3,-0.3,2,30,2,1,42
44,Ramy Bensebaini,dz  ALG,DF,M'Gladbach,25-339,1995,13.9,585,717,81.6,10502,4137,261,294,88.8,260,307,84.7,55,93,59.1,0,0.4,-0.4,6,32,12,4,50
45,Nabil Bentaleb,dz  ALG,MF,Schalke 04,26-117,1994,6.1,231,281,82.2,4108,961,103,120,85.8,98,113,86.7,24,38,63.2,0,0.1,-0.1,1,19,2,0,22
46,Louis Beyer,de  GER,DF,M'Gladbach,20-306,2000,1.0,18,26,69.2,410,145,5,7,71.4,9,13,69.2,4,6,66.7,0,0.0,0.0,0,0,0,0,1
47,Bartosz Bialek,pl  POL,"FW,MF",Wolfsburg,19-130,2001,2.3,47,67,70.1,866,194,23,32,71.9,16,20,80.0,6,8,75.0,0,0.2,-0.2,4,4,4,0,9
48,Ermin Bičakčić,ba  BIH,DF,Hoffenheim,31-056,1990,1.4,54,62,87.1,1111,373,15,17,88.2,32,34,94.1,7,11,63.6,0,0.0,0.0,0,3,0,0,4
49,Leonardo Bittencourt,de  GER,"MF,FW",Werder Bremen,27-092,1993,14.1,358,498,71.9,6437,1494,181,222,81.5,131,174,75.3,44,81,54.3,1,0.8,+0.2,14,23,16,9,28
50,Jérôme Boateng,de  GER,DF,Bayern Munich,32-199,1988,20.5,1292,1457,88.7,31655,8878,232,248,93.5,715,752,95.1,341,449,75.9,1,0.4,+0.6,3,138,12,1,106
51,Jean-Paul Boëtius,nl  NED,"MF,FW",Mainz 05,26-364,1994,16.2,413,591,69.9,7425,2299,192,250,76.8,153,205,74.6,53,92,57.6,2,4.1,-2.1,23,44,19,3,60
52,Melayro Bogarde,nl  NED,"DF,MF",Hoffenheim,18-297,2002,3.1,145,168,86.3,2906,900,66,73,90.4,54,61,88.5,24,29,82.8,1,0.2,+0.8,4,11,2,0,16
53,Dennis Borkowski,de  GER,MF,RB Leipzig,19-054,2002,0.1,5,7,71.4,107,0,1,3,33.3,3,3,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
54,Sebastiaan Bornauw,be  BEL,DF,Köln,21-364,1999,17.0,495,605,81.8,12477,3414,77,92,83.7,271,303,89.4,139,192,72.4,1,0.0,+1.0,1,14,1,0,16
55,Nassim Boujellab,ma  MAR,"MF,FW",Schalke 04,21-274,1999,6.7,133,184,72.3,2033,499,62,80,77.5,54,69,78.3,7,12,58.3,0,0.2,-0.2,4,10,3,0,14
56,Dedryck Boyata,be  BEL,DF,Hertha BSC,30-113,1990,12.8,705,796,88.6,17645,3509,90,105,85.7,420,444,94.6,192,234,82.1,0,0.7,-0.7,5,28,2,0,27
57,Can Bozdogan,de  GER,MF,Schalke 04,19-350,2001,5.0,103,141,73.0,1647,357,57,66,86.4,35,47,74.5,8,19,42.1,0,0.2,-0.2,3,5,0,0,6
58,Julian Brandt,de  GER,"FW,MF",Dortmund,24-323,1996,14.1,633,748,84.6,10961,2512,301,345,87.2,233,268,86.9,78,95,82.1,1,2.1,-1.1,25,48,24,3,68
59,Josip Brekalo,hr  CRO,FW,Wolfsburg,22-271,1998,15.3,448,584,76.7,8552,2135,184,219,84.0,188,231,81.4,63,98,64.3,1,2.1,-1.1,26,35,21,5,56
60,Joshua Brenet,nl  NED,DF,Hoffenheim,27-001,1994,0.0,0,2,0.0,0,0,0,0,,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
61,John Brooks,us  USA,DF,Wolfsburg,28-052,1993,23.2,1187,1403,84.6,29645,8691,186,215,86.5,682,751,90.8,309,418,73.9,0,0.4,-0.4,4,82,5,0,95
62,Daniel Brosinski,de  GER,DF,Mainz 05,32-247,1988,11.4,378,584,64.7,7797,4158,131,160,81.9,185,245,75.5,60,160,37.5,1,1.3,-0.3,15,35,13,5,51
63,Cédric Brunner,ch  SUI,DF,Arminia,27-032,1994,22.9,845,1171,72.2,16385,6378,318,360,88.3,390,500,78.0,128,274,46.7,1,0.7,+0.3,11,65,15,10,72
64,Jacob Bruun Larsen,dk  DEN,FW,Hoffenheim,22-183,1998,1.0,15,19,78.9,203,7,11,13,84.6,3,3,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0
65,Marius Bülter,de  GER,"FW,MF",Union Berlin,27-357,1993,9.1,163,267,61.0,2857,746,76,102,74.5,62,93,66.7,19,40,47.5,0,1.0,-1.0,9,10,9,6,10
66,Jonathan Burkardt,de  GER,"FW,DF",Mainz 05,20-253,2000,11.7,230,327,70.3,3778,933,109,139,78.4,91,122,74.6,21,38,55.3,0,0.8,-0.8,7,18,5,1,25
67,Roman Bürki,ch  SUI,GK,Dortmund,30-127,1990,16.0,434,529,82.0,11566,6378,82,82,100.0,220,221,99.5,132,225,58.7,0,0.0,0.0,0,2,1,0,1
68,Kerim Calhanoglu,de  GER,DF,Schalke 04,18-207,2002,2.8,59,90,65.6,1063,407,25,29,86.2,29,38,76.3,5,18,27.8,0,0.0,0.0,0,2,0,0,7
69,Daniel Caligiuri,it  ITA,"MF,DF",Augsburg,33-065,1988,23.9,698,997,70.0,13396,5648,318,382,83.2,246,332,74.1,113,220,51.4,3,2.9,+0.1,34,52,21,5,79
70,Emre Can,de  GER,"DF,MF",Dortmund,27-068,1994,18.2,1213,1395,87.0,25515,7234,375,414,90.6,632,689,91.7,198,272,72.8,3,1.8,+1.2,14,106,14,2,94
71,Koen Casteels,be  BEL,GK,Wolfsburg,28-269,1992,25.0,708,930,76.1,22383,13071,81,81,100.0,332,332,100.0,294,515,57.1,0,0.0,0.0,1,7,0,0,0
72,Gonzalo Castro,de  GER,"MF,FW",Stuttgart,33-283,1987,16.0,508,699,72.7,9129,3274,230,263,87.5,189,246,76.8,72,136,52.9,2,2.9,-0.9,38,49,26,1,75
73,Sava Cestic,de  GER,DF,Köln,20-030,2001,10.0,307,405,75.8,7158,2532,54,71,76.1,189,212,89.2,60,114,52.6,0,0.1,-0.1,2,16,1,0,24
74,Timothy Chandler,us  USA,DF,Eint Frankfurt,30-357,1990,1.0,25,37,67.6,361,210,15,22,68.2,8,12,66.7,0,1,0.0,0,0.0,0.0,0,1,0,0,3
75,Kwon Chang-hoon,kr  KOR,"MF,FW",Freiburg,26-264,1994,2.1,50,65,76.9,795,206,30,33,90.9,16,21,76.2,3,7,42.9,0,0.0,0.0,1,3,0,0,7
76,Tahith Chong,nl  NED,"FW,MF",Werder Bremen,21-107,1999,4.3,86,136,63.2,1383,469,50,69,72.5,23,36,63.9,9,14,64.3,1,0.5,+0.5,5,7,3,2,7
77,Darko Churlinov,mk  MKD,"DF,FW",Stuttgart,20-253,2000,0.7,28,34,82.4,455,118,12,13,92.3,12,14,85.7,3,5,60.0,0,0.0,0.0,0,0,2,0,4
78,Tim Civeja,de  GER,"MF,DF",Augsburg,19-076,2002,0.4,16,24,66.7,306,88,8,12,66.7,3,6,50.0,5,5,100.0,0,0.0,0.0,0,1,0,0,2
79,Kingsley Coman,fr  FRA,"FW,MF",Bayern Munich,24-281,1996,15.3,507,642,79.0,9036,1708,255,298,85.6,186,230,80.9,60,85,70.6,9,5.0,+4.0,33,15,34,15,48
80,Jhon Córdoba,co  COL,FW,Hertha BSC,27-314,1993,12.2,179,229,78.2,3066,410,91,107,85.0,58,74,78.4,23,26,88.5,0,1.4,-1.4,16,8,5,3,12
81,Sergio Córdova,ve  VEN,"FW,MF",Arminia,23-224,1997,11.8,178,261,68.2,2605,641,103,126,81.7,52,79,65.8,13,26,50.0,1,1.2,-0.2,15,18,2,0,19
82,Douglas Costa,br  BRA,"FW,MF",Bayern Munich,30-188,1990,3.6,129,187,69.0,2505,808,55,69,79.7,44,57,77.2,26,42,61.9,1,0.7,+0.3,6,14,7,1,20
83,Tanguy Coulibaly,fr  FRA,"DF,FW",Stuttgart,20-031,2001,11.9,220,304,72.4,3383,917,119,154,77.3,78,95,82.1,12,28,42.9,0,1.5,-1.5,12,10,7,3,23
84,Mickaël Cuisance,fr  FRA,FW,Bayern Munich,21-217,1999,0.2,9,10,90.0,172,3,3,3,100.0,5,5,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0
85,Matheus Cunha,br  BRA,"FW,MF",Hertha BSC,21-298,1999,19.2,425,641,66.3,8685,2817,182,232,78.4,142,194,73.2,87,170,51.2,3,3.5,-0.5,36,56,19,1,66
86,Rafael Czichos,de  GER,DF,Köln,30-311,1990,17.1,684,807,84.8,16196,6673,146,173,84.4,369,395,93.4,162,225,72.0,0,0.0,0.0,1,46,2,1,55
87,Moanes Dabour,il  ISR,FW,Hoffenheim,28-311,1992,10.8,245,333,73.6,3713,1212,146,183,79.8,70,88,79.5,18,34,52.9,0,1.0,-1.0,12,22,14,3,35
88,Finn Dahmen,de  GER,GK,Mainz 05,22-359,1998,1.0,17,23,73.9,295,118,7,7,100.0,9,10,90.0,1,6,16.7,0,0.0,0.0,0,0,0,0,0
89,Mahmoud Dahoud,de  GER,MF,Dortmund,25-079,1996,8.4,464,540,85.9,9370,1921,155,176,88.1,227,246,92.3,73,98,74.5,0,0.5,-0.5,6,39,8,1,37
90,Leon Dajaku,de  GER,FW,Union Berlin,19-343,2001,0.4,11,13,84.6,147,42,7,7,100.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0
91,Tiago Dantas,pt  POR,MF,Bayern Munich,20-087,2000,0.0,2,3,66.7,38,0,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
92,Márton Dárdai,de  GER,DF,Hertha BSC,19-037,2002,4.2,179,232,77.2,4957,1900,19,23,82.6,100,107,93.5,60,101,59.4,0,0.1,-0.1,1,15,2,0,20
93,Vladimír Darida,cz  CZE,MF,Hertha BSC,30-225,1990,18.2,631,874,72.2,13834,3357,214,263,81.4,257,325,79.1,148,236,62.7,6,4.0,+2.0,31,49,22,4,69
94,Alphonso Davies,ca  CAN,DF,Bayern Munich,20-139,2000,13.6,911,1027,88.7,14845,4504,439,478,91.8,412,450,91.6,47,62,75.8,1,0.6,+0.4,10,78,11,4,79
95,Thomas Delaney,dk  DEN,MF,Dortmund,29-199,1991,10.6,534,639,83.6,10102,2174,227,252,90.1,222,253,87.7,72,110,65.5,1,0.2,+0.8,4,39,4,1,35
96,Kerem Demirbay,de  GER,MF,Leverkusen,27-261,1993,13.0,617,789,78.2,12300,3665,256,279,91.8,240,287,83.6,112,199,56.3,1,1.7,-0.7,27,66,18,6,74
97,Ermedin Demirović,ba  BIH,FW,Freiburg,22-361,1998,11.0,107,188,56.9,1756,602,52,73,71.2,43,81,53.1,8,17,47.1,5,2.1,+2.9,9,13,10,1,25
98,Emmanuel Dennis,ng  NGA,FW,Köln,23-126,1997,4.2,81,115,70.4,1087,168,52,65,80.0,19,31,61.3,5,5,100.0,1,0.9,+0.1,3,3,3,2,3
99,Mike van der Hoorn,nl  NED,DF,Arminia,28-157,1992,14.0,685,785,87.3,16569,4568,134,149,89.9,388,414,93.7,158,214,73.8,0,0.1,-0.1,2,23,3,0,28
100,Moussa Diaby,fr  FRA,"FW,MF",Leverkusen,21-257,1999,22.3,605,801,75.5,10481,1959,300,350,85.7,235,282,83.3,59,121,48.8,8,6.0,+2.0,37,21,37,19,49
101,Daniel Didavi,de  GER,"FW,MF",Stuttgart,31-028,1990,8.4,241,324,74.4,4345,1548,104,124,83.9,100,123,81.3,30,57,52.6,3,2.3,+0.7,22,34,19,5,45
102,Javairô Dilrosun,nl  NED,"FW,MF",Hertha BSC,22-272,1998,3.3,86,115,74.8,1595,304,44,57,77.2,27,34,79.4,13,18,72.2,1,0.4,+0.6,4,5,4,0,10
103,Eren Dinkçi,de  GER,"FW,DF",Werder Bremen,19-098,2001,0.2,5,7,71.4,50,20,5,6,83.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
104,Ritsu Doan,jp  JPN,"MF,FW",Arminia,22-278,1998,23.1,426,672,63.4,7560,2891,213,264,80.7,139,199,69.8,58,166,34.9,2,2.6,-0.6,34,36,26,8,61
105,Ji Dong-won,kr  KOR,FW,Mainz 05,29-297,1991,0.7,15,27,55.6,172,78,11,15,73.3,3,8,37.5,0,1,0.0,0,0.0,0.0,1,3,0,0,2
106,Bas Dost,nl  NED,FW,Eint Frankfurt,31-294,1989,9.1,203,312,65.1,2941,701,119,168,70.8,63,94,67.0,13,28,46.4,2,2.3,-0.3,11,24,6,0,28
107,Aleksandar Dragović,at  AUT,DF,Leverkusen,30-015,1991,8.6,727,828,87.8,15510,4773,241,265,90.9,340,375,90.7,138,173,79.8,0,0.4,-0.4,5,73,4,0,60
108,Dominick Drexler,de  GER,"MF,FW",Köln,30-299,1990,10.4,281,363,77.4,4502,1011,146,175,83.4,106,126,84.1,20,39,51.3,1,1.0,0.0,9,11,11,3,27
109,Ondrej Duda,sk  SVK,"FW,MF",Köln,26-106,1994,21.5,654,930,70.3,12372,3384,298,352,84.7,215,301,71.4,115,217,53.0,4,2.8,+1.2,33,71,15,6,73
110,Erik Durm,de  GER,DF,Eint Frankfurt,28-313,1992,12.4,391,557,70.2,7517,3134,159,188,84.6,174,241,72.2,51,102,50.0,1,1.8,-0.8,10,22,11,7,35
111,Johannes Eggestein,de  GER,"FW,MF",Werder Bremen,22-317,1998,0.4,11,17,64.7,155,26,7,8,87.5,4,7,57.1,0,2,0.0,0,0.0,0.0,1,1,0,0,2
112,Maximilian Eggestein,de  GER,MF,Werder Bremen,24-103,1996,25.7,787,1004,78.4,14043,4513,354,438,80.8,335,402,83.3,89,125,71.2,4,2.2,+1.8,17,94,15,1,112
113,Lilian Egloff,de  GER,MF,Stuttgart,18-213,2002,0.2,4,4,100.0,58,3,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
114,Kingsley Ehizibue,nl  NED,DF,Köln,25-300,1995,8.6,251,350,71.7,4974,1998,87,109,79.8,127,167,76.0,34,60,56.7,1,0.6,+0.4,6,10,8,6,23
115,Nico Elvedi,ch  SUI,DF,M'Gladbach,24-172,1996,22.2,1314,1422,92.4,27223,6831,413,442,93.4,681,710,95.9,209,246,85.0,0,0.1,-0.1,1,29,3,1,53
116,Breel Embolo,ch  SUI,"FW,MF",M'Gladbach,24-035,1997,13.0,252,353,71.4,3477,483,161,199,80.9,66,90,73.3,13,23,56.5,1,0.7,+0.3,9,7,9,1,14
117,Keita Endo,jp  JPN,"MF,FW",Union Berlin,23-119,1997,2.8,44,58,75.9,775,229,20,28,71.4,15,19,78.9,7,8,87.5,0,0.3,-0.3,3,3,2,2,4
118,Wataru Endo,jp  JPN,MF,Stuttgart,28-040,1993,25.8,1129,1352,83.5,21142,6946,449,506,88.7,529,606,87.3,132,191,69.1,3,1.9,+1.1,21,104,20,2,139
119,Patrick Erras,de  GER,"FW,MF",Werder Bremen,26-059,1995,0.2,18,27,66.7,358,69,9,12,75.0,6,8,75.0,3,6,50.0,0,0.0,0.0,0,1,0,0,0
120,Ralf Fährmann,de  GER,GK,Schalke 04,32-175,1988,13.8,366,545,67.2,10453,5662,67,68,98.5,161,165,97.6,135,309,43.7,0,0.0,0.0,0,3,0,0,0
121,Ohis Felix Uduokhai,de  GER,DF,Augsburg,23-193,1997,24.0,992,1184,83.8,20868,6629,310,346,89.6,504,560,90.0,171,252,67.9,0,0.2,-0.2,3,47,2,1,64
122,Edimilson Fernandes,ch  SUI,"MF,DF",Mainz 05,24-340,1996,8.6,238,328,72.6,4480,1592,97,117,82.9,109,132,82.6,27,64,42.2,0,0.8,-0.8,8,10,5,3,19
123,Alfreð Finnbogason,is  ISL,FW,Augsburg,32-048,1989,4.6,85,140,60.7,1615,386,34,54,63.0,32,52,61.5,14,19,73.7,1,1.0,0.0,8,11,3,1,15
124,Emil Forsberg,se  SWE,"FW,MF",RB Leipzig,29-149,1991,12.6,337,441,76.4,5293,1228,195,234,83.3,95,117,81.2,33,58,56.9,3,4.0,-1.0,22,26,19,1,36
125,Philipp Förster,de  GER,"FW,MF",Stuttgart,26-045,1995,10.3,301,394,76.4,4865,1434,157,192,81.8,107,137,78.1,27,41,65.9,0,1.2,-1.2,12,25,20,2,53
126,Timothy Fosu-Mensah,nl  NED,DF,Leverkusen,23-078,1998,4.5,304,352,86.4,5677,2013,130,135,96.3,137,152,90.1,35,58,60.3,0,0.1,-0.1,3,30,6,2,29
127,Raphael Framberger,de  GER,DF,Augsburg,25-196,1995,12.6,359,548,65.5,6054,3287,186,235,79.1,140,201,69.7,29,83,34.9,1,1.7,-0.7,8,16,12,7,35
128,Marco Friedl,at  AUT,DF,Werder Bremen,23-005,1998,25.0,1046,1286,81.3,24981,9028,286,312,91.7,499,549,90.9,253,398,63.6,0,0.3,-0.3,6,97,6,2,86
129,Marvin Friedrich,de  GER,DF,Union Berlin,25-098,1995,26.0,1093,1352,80.8,25160,9480,294,333,88.3,524,571,91.8,261,413,63.2,1,0.7,+0.3,8,97,8,2,98
130,Jeremie Frimpong,nl  NED,"DF,FW",Leverkusen,20-101,2000,2.7,147,177,83.1,2261,623,87,92,94.6,48,55,87.3,9,20,45.0,0,0.3,-0.3,2,8,5,2,11
131,Niclas Füllkrug,de  GER,FW,Werder Bremen,28-040,1993,5.5,71,127,55.9,1162,269,36,51,70.6,28,53,52.8,4,11,36.4,0,0.1,-0.1,3,11,0,0,6
132,Mijat Gaćinović,rs  SRB,"DF,MF",Hoffenheim,26-041,1995,7.9,295,388,76.0,4695,1898,148,176,84.1,119,150,79.3,21,42,50.0,2,1.7,+0.3,9,21,5,1,33
133,Christian Gebauer,at  AUT,"MF,FW",Arminia,27-091,1993,6.4,110,167,65.9,1688,689,62,75,82.7,33,50,66.0,10,26,38.5,1,0.5,+0.5,7,5,3,1,16
134,Theodor Gebre Selassie,cz  CZE,DF,Werder Bremen,34-087,1986,25.7,854,1104,77.4,15144,7170,386,449,86.0,371,474,78.3,88,148,59.5,1,0.7,+0.3,16,49,13,5,77
135,Dennis Geiger,de  GER,MF,Hoffenheim,22-284,1998,7.3,292,354,82.5,5954,1812,110,120,91.7,124,140,88.6,52,81,64.2,1,1.7,-0.7,14,32,5,0,40
136,Christian Gentner,de  GER,MF,Union Berlin,35-219,1985,6.1,192,245,78.4,3333,924,88,101,87.1,77,94,81.9,21,41,51.2,0,1.0,-1.0,5,21,5,2,24
137,Yannick Gerhardt,de  GER,MF,Wolfsburg,27-008,1994,15.6,365,500,73.0,6311,1742,161,213,75.6,153,194,78.9,36,60,60.0,4,3.0,+1.0,17,35,12,5,44
138,Hamadi Al Ghaddioui,ma  MAR,"MF,FW",Stuttgart,30-180,1990,0.3,7,9,77.8,126,54,3,4,75.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1
