,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Performance,PKatt_Performance,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
144,Serge Gnabry,de  GER,"FW,MF",Bayern Munich,25-250,1995,15.8,9,53,25,47.2,3.35,1.58,0.17,0.36,15.9,0,0,0,7.1,7.1,0.13,+0.9,+0.9
145,Akaki Gogia,de  GER,FW,Union Berlin,29-062,1992,1.6,0,2,2,100.0,1.29,1.29,0.00,0.00,21.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
146,Nicolás González,ar  ARG,"FW,DF",Stuttgart,22-349,1998,10.4,6,46,11,23.9,4.43,1.06,0.07,0.27,17.5,0,3,4,8.1,5.2,0.11,-2.1,-2.2
147,Leon Goretzka,de  GER,MF,Bayern Munich,26-043,1995,17.2,4,34,12,35.3,1.97,0.70,0.12,0.33,15.9,0,0,0,3.4,3.4,0.10,+0.6,+0.6
148,Jeffrey Gouweleeuw,nl  NED,DF,Augsburg,29-254,1991,24.0,1,3,1,33.3,0.12,0.04,0.33,1.00,33.0,0,0,0,0.3,0.3,0.09,+0.7,+0.7
149,Demarai Gray,eng  ENG,"FW,MF",Leverkusen,24-266,1996,2.8,1,11,6,54.5,3.88,2.12,0.09,0.17,17.1,0,0,0,0.8,0.8,0.07,+0.2,+0.2
150,Michael Gregoritsch,at  AUT,"FW,MF",Augsburg,26-337,1994,8.5,1,13,3,23.1,1.52,0.35,0.08,0.33,18.5,0,0,0,1.0,1.0,0.08,0.0,0.0
151,Sebastian Griesbeck,de  GER,MF,Union Berlin,30-169,1990,8.6,0,4,1,25.0,0.47,0.12,0.00,0.00,14.8,0,0,0,0.4,0.4,0.11,-0.4,-0.4
152,Vincenzo Grifo,it  ITA,"MF,FW",Freiburg,27-348,1993,21.1,7,40,20,50.0,1.90,0.95,0.10,0.20,19.8,6,3,3,5.7,3.4,0.08,+1.3,+0.6
153,Lennart Grill,de  GER,GK,Leverkusen,22-055,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
154,Florian Grillitsch,at  AUT,"MF,DF",Hoffenheim,25-226,1995,12.3,2,13,6,46.2,1.06,0.49,0.15,0.33,17.3,0,0,0,1.4,1.4,0.11,+0.6,+0.6
155,Christian Groß,de  GER,"MF,DF",Werder Bremen,32-041,1989,10.9,0,3,0,0.0,0.27,0.00,0.00,,15.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
156,Ilia Gruev,bg  BUL,FW,Werder Bremen,20-319,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
157,Carlos Gruezo,ec  ECU,MF,Augsburg,25-336,1995,17.3,0,12,0,0.0,0.69,0.00,0.00,,27.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2
158,Mattéo Guendouzi,fr  FRA,MF,Hertha BSC,21-341,1999,15.9,2,14,7,50.0,0.88,0.44,0.14,0.29,17.3,0,0,0,0.7,0.7,0.05,+1.3,+1.3
159,Raphaël Guerreiro,pt  POR,DF,Dortmund,27-089,1993,17.7,3,27,12,44.4,1.52,0.68,0.11,0.25,18.5,2,0,0,2.8,2.8,0.11,+0.2,+0.2
160,Josuha Guilavogui,fr  FRA,"MF,DF",Wolfsburg,30-183,1990,7.8,0,5,0,0.0,0.64,0.00,0.00,,16.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3
161,Péter Gulácsi,hu  HUN,GK,RB Leipzig,30-319,1990,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
162,Manuel Gulde,de  GER,DF,Freiburg,30-037,1991,14.8,1,7,4,57.1,0.47,0.27,0.14,0.25,8.6,0,0,0,0.9,0.9,0.12,+0.1,+0.1
163,Robert Gumny,pl  POL,DF,Augsburg,22-290,1998,8.1,0,3,2,66.7,0.37,0.25,0.00,0.00,17.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3
164,Christian Günter,de  GER,DF,Freiburg,28-021,1993,25.0,0,16,3,18.8,0.64,0.12,0.00,0.00,23.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6
165,Erling Haaland,no  NOR,FW,Dortmund,20-243,2000,19.8,21,66,35,53.0,3.34,1.77,0.30,0.57,12.9,0,1,2,15.3,13.7,0.21,+3.7,+4.3
166,Janik Haberer,de  GER,"MF,FW",Freiburg,26-353,1994,3.1,0,4,1,25.0,1.30,0.33,0.00,0.00,19.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3
167,Alexander Hack,de  GER,DF,Mainz 05,27-194,1993,11.4,1,6,1,16.7,0.52,0.09,0.17,1.00,10.8,0,0,0,0.2,0.2,0.04,+0.8,+0.8
168,André Hahn,de  GER,"FW,MF",Augsburg,30-220,1990,14.9,6,28,10,35.7,1.88,0.67,0.21,0.60,15.2,0,0,0,4.5,4.5,0.16,+1.5,+1.5
169,Amadou Haidara,ml  MLI,"MF,FW",RB Leipzig,23-049,1998,15.8,1,29,8,27.6,1.83,0.50,0.03,0.13,20.2,0,0,0,3.0,3.0,0.10,-2.0,-2.0
170,Marcel Halstenberg,de  GER,DF,RB Leipzig,29-175,1991,15.6,2,10,3,30.0,0.64,0.19,0.10,0.33,17.6,0,1,1,1.8,1.0,0.10,+0.2,0.0
171,Amine Harit,ma  MAR,"FW,MF",Schalke 04,23-276,1997,15.8,1,16,4,25.0,1.01,0.25,0.06,0.25,21.5,1,0,0,0.9,0.9,0.06,+0.1,+0.1
172,Marcel Hartel,de  GER,MF,Arminia,25-061,1996,18.5,0,21,6,28.6,1.13,0.32,0.00,0.00,22.7,2,0,0,1.2,1.2,0.06,-1.2,-1.2
173,Makoto Hasebe,jp  JPN,"DF,MF",Eint Frankfurt,37-062,1984,20.8,0,2,1,50.0,0.10,0.05,0.00,0.00,21.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2
174,Thorgan Hazard,be  BEL,"FW,DF",Dortmund,27-357,1993,4.5,1,7,2,28.6,1.56,0.44,0.14,0.50,14.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6
175,Jonas Hector,de  GER,MF,Köln,30-298,1990,7.5,1,12,3,25.0,1.60,0.40,0.08,0.33,17.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1
176,Hwang Hee-chan,kr  KOR,"FW,MF",RB Leipzig,25-054,1996,2.9,0,7,3,42.9,2.39,1.02,0.00,0.00,13.5,0,0,0,1.1,1.1,0.15,-1.1,-1.1
177,Dominique Heintz,de  GER,DF,Freiburg,27-218,1993,12.7,0,3,1,33.3,0.24,0.08,0.00,0.00,13.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2
178,Benjamin Henrichs,de  GER,"MF,DF",RB Leipzig,24-026,1997,4.1,0,4,1,25.0,0.98,0.24,0.00,0.00,23.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
179,Lucas Hernández,fr  FRA,DF,Bayern Munich,25-035,1996,12.1,0,4,1,25.0,0.33,0.08,0.00,0.00,14.4,0,0,0,0.7,0.7,0.19,-0.7,-0.7
180,Patrick Herrmann,de  GER,FW,M'Gladbach,30-037,1991,9.1,0,18,7,38.9,1.97,0.77,0.00,0.00,15.8,1,0,0,2.5,2.5,0.14,-2.5,-2.5
181,Martin Hinteregger,at  AUT,DF,Eint Frankfurt,28-195,1992,23.6,1,19,5,26.3,0.81,0.21,0.05,0.20,14.1,0,0,0,1.4,1.4,0.08,-0.4,-0.4
182,Marwin Hitz,ch  SUI,GK,Dortmund,33-184,1987,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
183,Nicolas Höfler,de  GER,MF,Freiburg,31-012,1990,23.3,1,10,4,40.0,0.43,0.17,0.10,0.25,19.1,0,0,0,1.0,1.0,0.10,0.0,0.0
184,Jonas Hofmann,de  GER,"FW,MF",M'Gladbach,28-250,1992,16.6,5,18,7,38.9,1.08,0.42,0.11,0.29,21.3,0,3,3,4.6,2.3,0.13,+0.4,-0.3
185,Marco Höger,de  GER,DF,Köln,31-186,1989,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
186,Lucas Höler,de  GER,"FW,MF",Freiburg,26-254,1994,17.3,3,32,8,25.0,1.85,0.46,0.09,0.38,12.3,0,0,0,5.6,5.6,0.19,-2.6,-2.6
187,Matthew Hoppe,us  USA,FW,Schalke 04,20-008,2001,11.8,5,17,7,41.2,1.44,0.59,0.29,0.71,13.3,0,0,0,2.6,2.6,0.15,+2.4,+2.4
188,Jannes Horn,de  GER,DF,Köln,24-043,1997,15.3,0,2,1,50.0,0.13,0.07,0.00,0.00,18.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
189,Timo Horn,de  GER,GK,Köln,27-313,1993,25.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
190,Lukáš Hrádecký,fi  FIN,GK,Leverkusen,31-117,1989,20.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
191,Ajdin Hrustic,au  AUS,"MF,FW",Eint Frankfurt,24-259,1996,1.2,0,1,1,100.0,0.83,0.83,0.00,0.00,27.3,0,0,0,0.0,0.0,0.03,0.0,0.0
192,Florian Hübner,de  GER,DF,Union Berlin,30-020,1991,5.8,0,3,1,33.3,0.51,0.17,0.00,0.00,15.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
193,Mats Hummels,de  GER,DF,Dortmund,32-095,1988,25.4,3,22,10,45.5,0.86,0.39,0.14,0.30,10.2,0,0,0,2.9,2.9,0.13,+0.1,+0.1
194,Klaas-Jan Huntelaar,nl  NED,FW,Schalke 04,37-221,1983,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
195,Iago,br  BRA,DF,Augsburg,23-363,1997,13.4,1,5,1,20.0,0.37,0.07,0.20,1.00,17.8,0,0,0,0.8,0.8,0.16,+0.2,+0.2
196,Vedad Ibišević,ba  BIH,FW,Schalke 04,36-227,1984,1.7,0,2,0,0.0,1.15,0.00,0.00,,6.0,0,0,0,0.5,0.5,0.27,-0.5,-0.5
197,Stefan Ilsanker,at  AUT,"MF,DF",Eint Frankfurt,31-307,1989,12.5,1,9,2,22.2,0.72,0.16,0.11,0.50,15.7,0,0,0,0.5,0.5,0.06,+0.5,+0.5
198,Marcus Ingvartsen,dk  DEN,"MF,FW",Union Berlin,25-076,1996,17.4,2,31,10,32.3,1.78,0.57,0.06,0.20,18.0,3,0,1,3.2,2.4,0.08,-1.2,-0.4
199,Ismail Jakobs,de  GER,"DF,MF",Köln,21-216,1999,16.2,1,21,5,23.8,1.30,0.31,0.05,0.20,15.3,0,0,0,1.9,1.9,0.09,-1.9,-1.9
200,Tony Jantschke,de  GER,DF,M'Gladbach,30-348,1990,2.8,0,2,1,50.0,0.70,0.35,0.00,0.00,10.8,0,0,0,0.2,0.2,0.11,-0.2,-0.2
201,Rune Jarstein,no  NOR,GK,Hertha BSC,36-173,1984,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
202,Tin Jedvaj,hr  CRO,DF,Leverkusen,25-113,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
203,Fredrik Jensen,fi  FIN,"FW,MF",Augsburg,23-193,1997,2.9,0,2,0,0.0,0.69,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
204,Marco John,de  GER,DF,Hoffenheim,18-353,2002,9.3,0,4,0,0.0,0.43,0.00,0.00,,22.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2
205,Luka Jović,rs  SRB,"FW,MF",Eint Frankfurt,23-088,1997,4.7,3,13,4,30.8,2.75,0.85,0.23,0.75,13.0,0,0,0,1.3,1.3,0.10,+1.7,+1.7
206,Ozan Kabak,tr  TUR,DF,Schalke 04,20-361,2000,13.8,0,12,1,8.3,0.87,0.07,0.00,0.00,12.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0
207,Pavel Kadeřábek,cz  CZE,DF,Hoffenheim,28-330,1992,8.6,0,6,3,50.0,0.69,0.35,0.00,0.00,12.1,0,0,0,0.8,0.8,0.13,-0.8,-0.8
208,Sasa Kalajdzic,at  AUT,FW,Stuttgart,23-257,1997,16.1,13,52,21,40.4,3.22,1.30,0.25,0.62,12.3,0,0,0,7.0,7.0,0.13,+6.0,+6.0
209,Daichi Kamada,jp  JPN,"MF,FW",Eint Frankfurt,24-228,1996,19.6,4,29,8,27.6,1.48,0.41,0.14,0.50,16.8,2,0,0,4.2,4.2,0.15,-0.2,-0.2
210,Marcin Kamiński,pl  POL,DF,Stuttgart,29-065,1992,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
211,Kevin Kampl,si  SVN,MF,RB Leipzig,30-163,1990,16.2,0,9,1,11.1,0.56,0.06,0.00,0.00,21.3,0,0,0,1.0,1.0,0.11,-1.0,-1.0
212,Atakan Karazor,de  GER,DF,Stuttgart,24-159,1996,5.8,0,2,1,50.0,0.35,0.17,0.00,0.00,14.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
213,Loris Karius,de  GER,GK,Union Berlin,27-272,1993,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
214,Noah Katterbach,de  GER,DF,Köln,19-342,2001,9.5,0,7,2,28.6,0.74,0.21,0.00,0.00,23.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
215,Yannik Keitel,de  GER,MF,Freiburg,21-034,2000,0.8,0,2,0,0.0,2.54,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
216,Marc-Oliver Kempf,de  GER,DF,Stuttgart,26-052,1995,23.5,2,14,6,42.9,0.60,0.26,0.14,0.33,16.9,0,0,0,1.2,1.2,0.08,+0.8,+0.8
217,Rani Khedira,de  GER,MF,Augsburg,27-053,1994,15.3,0,6,1,16.7,0.39,0.07,0.00,0.00,18.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6
218,Sami Khedira,de  GER,MF,Hertha BSC,33-351,1987,1.8,0,1,0,0.0,0.55,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.03,0.0,0.0
219,Luca Kilian,de  GER,DF,Mainz 05,21-201,1999,4.2,0,1,0,0.0,0.24,0.00,0.00,,12.0,0,0,0,0.0,0.0,0.05,0.0,0.0
220,Joshua Kimmich,de  GER,MF,Bayern Munich,26-041,1995,16.4,2,26,11,42.3,1.59,0.67,0.08,0.18,21.2,1,0,0,2.0,2.0,0.08,0.0,0.0
221,Davy Klaassen,nl  NED,MF,Werder Bremen,28-028,1993,2.5,0,4,0,0.0,1.62,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
222,Felix Klaus,de  GER,"DF,MF",Wolfsburg,28-189,1992,1.5,0,1,0,0.0,0.66,0.00,0.00,,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0
223,Klauss,br  BRA,FW,Hoffenheim,24-020,1997,0.6,0,1,1,100.0,1.76,1.76,0.00,0.00,8.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1
224,Philipp Klement,de  GER,"MF,FW",Stuttgart,28-193,1992,3.0,1,6,3,50.0,1.97,0.99,0.17,0.33,22.3,1,0,0,0.2,0.2,0.04,+0.8,+0.8
225,Mateo Klimowicz,de  GER,"FW,MF",Stuttgart,20-258,2000,10.6,1,30,9,30.0,2.83,0.85,0.03,0.11,17.3,0,0,0,3.6,3.6,0.12,-2.6,-2.6
226,Fabian Klos,de  GER,FW,Arminia,33-109,1987,23.8,3,36,14,38.9,1.51,0.59,0.08,0.21,13.3,0,0,0,5.2,5.2,0.14,-2.2,-2.2
227,Lukas Klostermann,de  GER,DF,RB Leipzig,24-292,1996,10.3,0,7,0,0.0,0.68,0.00,0.00,,9.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5
228,Justin Kluivert,nl  NED,FW,RB Leipzig,21-320,1999,5.6,1,9,5,55.6,1.60,0.89,0.11,0.20,15.7,0,0,0,2.1,2.1,0.23,-1.1,-1.1
229,Lukas Klünter,de  GER,DF,Hertha BSC,24-299,1996,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
230,Ansgar Knauff,de  GER,FW,Dortmund,19-070,2002,0.1,0,0,0,,0.00,0.00,,,,,0,0,,,,,
231,Robin Knoche,de  GER,DF,Union Berlin,28-303,1992,26.0,1,9,4,44.4,0.35,0.15,0.11,0.25,12.4,0,0,0,0.3,0.3,0.03,+0.7,+0.7
232,Gregor Kobel,ch  SUI,GK,Stuttgart,23-105,1997,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
233,Sead Kolašinac,ba  BIH,"DF,MF",Schalke 04,27-274,1993,10.7,1,4,1,25.0,0.38,0.09,0.25,1.00,18.2,0,0,0,0.3,0.3,0.07,+0.7,+0.7
234,Ibrahima Konaté,fr  FRA,DF,RB Leipzig,21-300,1999,4.6,1,3,1,33.3,0.65,0.22,0.33,1.00,6.4,0,0,0,0.4,0.4,0.12,+0.6,+0.6
235,Filip Kostić,rs  SRB,DF,Eint Frankfurt,28-140,1992,20.2,4,37,17,45.9,1.83,0.84,0.11,0.24,20.2,3,0,0,2.8,2.8,0.07,+0.2,+0.2
236,Nianzou Kouassi,fr  FRA,DF,Bayern Munich,18-287,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
237,Andrej Kramarić,hr  CRO,"FW,MF",Hoffenheim,29-275,1991,18.9,14,66,28,42.4,3.50,1.48,0.14,0.32,17.0,5,5,5,12.8,9.0,0.14,+1.2,0.0
238,Christoph Kramer,de  GER,MF,M'Gladbach,30-030,1991,18.7,0,7,1,14.3,0.37,0.05,0.00,0.00,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
239,Max Kruse,de  GER,"FW,MF",Union Berlin,33-002,1988,11.8,10,15,8,53.3,1.28,0.68,0.33,0.63,21.0,0,5,6,5.4,0.8,0.05,+2.6,+2.2
240,Lukas Kübler,de  GER,DF,Freiburg,28-203,1992,6.7,0,1,1,100.0,0.15,0.15,0.00,0.00,11.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
241,Pierre Kunde,cm  CMR,MF,Mainz 05,25-238,1995,5.7,0,7,0,0.0,1.23,0.00,0.00,,25.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
242,Fabian Kunze,de  GER,MF,Arminia,22-280,1998,12.0,0,5,1,20.0,0.42,0.08,0.00,0.00,16.6,0,0,0,0.5,0.5,0.09,-0.5,-0.5
243,Ahmed Kutucu,tr  TUR,"FW,MF",Schalke 04,21-020,2000,1.2,0,2,0,0.0,1.67,0.00,0.00,,14.0,0,0,0,0.3,0.3,0.13,-0.3,-0.3
244,Maxence Lacroix,fr  FRA,DF,Wolfsburg,20-349,2000,22.1,1,16,2,12.5,0.73,0.09,0.06,0.50,8.5,0,0,0,1.1,1.1,0.07,-0.1,-0.1
245,Stefan Lainer,at  AUT,DF,M'Gladbach,28-206,1992,22.9,2,17,5,29.4,0.74,0.22,0.12,0.40,17.0,0,0,0,1.1,1.1,0.06,-0.1,-0.1
246,Michael Langer,at  AUT,GK,Schalke 04,36-074,1985,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
247,Danny Latza,de  GER,MF,Mainz 05,31-104,1989,16.8,0,19,7,36.8,1.13,0.42,0.00,0.00,18.1,0,0,0,1.8,1.8,0.10,-1.8,-1.8
248,Valentino Lazaro,at  AUT,"DF,FW",M'Gladbach,24-362,1996,8.9,1,10,3,30.0,1.12,0.34,0.10,0.33,16.1,0,0,0,1.1,1.1,0.11,-0.1,-0.1
249,Mathew Leckie,au  AUS,"FW,DF",Hertha BSC,30-045,1991,3.3,0,1,1,100.0,0.30,0.30,0.00,0.00,12.8,0,0,0,0.0,0.0,0.01,0.0,0.0
250,Christopher Lenz,de  GER,DF,Union Berlin,26-180,1994,18.9,0,13,4,30.8,0.69,0.21,0.00,0.00,21.4,0,0,0,0.7,0.7,0.05,-0.7,-0.7
251,Robert Lewandowski,pl  POL,FW,Bayern Munich,32-212,1988,23.3,35,105,45,42.9,4.50,1.93,0.28,0.64,14.0,4,6,7,23.0,17.7,0.17,+9.0,+8.3
252,Philipp Lienhart,at  AUT,DF,Freiburg,24-253,1996,24.5,3,8,3,37.5,0.33,0.12,0.38,1.00,7.2,0,0,0,1.6,1.6,0.21,+1.4,+1.4
253,Dimitris Limnios,gr  GRE,"MF,FW",Köln,22-298,1998,4.1,0,6,3,50.0,1.45,0.73,0.00,0.00,17.3,1,0,0,0.6,0.6,0.10,-0.6,-0.6
254,Niklas Lomb,de  GER,GK,Leverkusen,27-236,1993,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
255,Eduard Löwen,de  GER,"MF,DF",Hertha BSC,24-052,1997,0.5,0,1,0,0.0,2.20,0.00,0.00,,19.1,0,0,0,0.0,0.0,0.04,0.0,0.0
256,Jan Luca Schuler,de  GER,FW,Schalke 04,21-364,1999,0.4,0,1,0,0.0,2.25,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
257,Anderson Lucoqui,ao  ANG,DF,Arminia,23-258,1997,10.9,0,4,1,25.0,0.37,0.09,0.00,0.00,32.5,0,0,0,0.0,0.0,0.01,0.0,0.0
258,Kilian Ludewig,de  GER,DF,Schalke 04,21-016,2000,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
259,Dodi Lukebakio,be  BEL,"FW,MF",Hertha BSC,23-178,1997,17.8,4,32,14,43.8,1.80,0.79,0.09,0.21,14.6,1,1,1,5.7,4.9,0.15,-1.7,-1.9
260,Andreas Luthe,de  GER,GK,Union Berlin,34-011,1987,22.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
261,Tim Maciejewski,de  GER,MF,Union Berlin,20-016,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
262,Mikail Maden,no  NOR,FW,Schalke 04,19-063,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
263,Yunus Mallı,tr  TUR,MF,Wolfsburg,29-025,1992,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
264,Orel Mangala,be  BEL,MF,Stuttgart,23-003,1998,23.4,1,26,8,30.8,1.11,0.34,0.04,0.13,20.7,0,0,0,1.4,1.4,0.05,-0.4,-0.4
265,Omar Marmoush,eg  EGY,FW,Wolfsburg,22-042,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
266,Aarón Martín,es  ESP,DF,Mainz 05,23-333,1997,2.9,0,1,0,0.0,0.34,0.00,0.00,,23.0,0,0,0,0.0,0.0,0.04,0.0,0.0
267,Javi Martínez,es  ESP,"MF,DF",Bayern Munich,32-200,1988,3.5,0,2,0,0.0,0.58,0.00,0.00,,9.7,0,0,0,0.3,0.3,0.14,-0.3,-0.3
268,Omar Mascarell,es  ESP,MF,Schalke 04,28-047,1993,15.6,1,9,3,33.3,0.58,0.19,0.11,0.33,23.7,1,0,0,0.3,0.3,0.04,+0.7,+0.7
269,Roberto Massimo,de  GER,"DF,FW",Stuttgart,20-160,2000,3.9,0,8,2,25.0,2.06,0.52,0.00,0.00,14.2,0,0,0,1.1,1.1,0.13,-1.1,-1.1
270,Jean-Philippe Mateta,fr  FRA,FW,Mainz 05,23-266,1997,11.1,7,27,13,48.1,2.44,1.17,0.22,0.46,11.9,1,1,1,7.4,6.7,0.25,-0.4,-0.7
271,Rabbi Matondo,wal  WAL,"FW,MF",Schalke 04,20-193,2000,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
272,Konstantinos Mavropanos,gr  GRE,DF,Stuttgart,23-100,1997,11.7,0,13,4,30.8,1.11,0.34,0.00,0.00,9.8,0,0,0,1.2,1.2,0.09,-1.2,-1.2
273,Eric Maxim Choupo-Moting,cm  CMR,"MF,FW",Bayern Munich,31-363,1989,4.8,1,8,5,62.5,1.68,1.05,0.13,0.20,10.3,0,0,0,1.5,1.5,0.18,-0.5,-0.5
274,Kevin Mbabu,ch  SUI,DF,Wolfsburg,25-336,1995,12.1,0,7,4,57.1,0.58,0.33,0.00,0.00,11.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
275,Jean-Manuel Mbom,de  GER,"MF,DF",Werder Bremen,21-025,2000,11.8,0,6,1,16.7,0.51,0.09,0.00,0.00,17.9,0,0,0,0.4,0.4,0.07,-0.4,-0.4
276,Nathan de Medina,be  BEL,DF,Arminia,23-164,1997,5.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
277,Joshua Mees,de  GER,FW,Union Berlin,24-340,1996,0.1,0,2,0,0.0,36.00,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
278,Admir Mehmedi,ch  SUI,"MF,FW",Wolfsburg,30-005,1991,8.7,0,7,2,28.6,0.80,0.23,0.00,0.00,15.0,0,0,0,0.6,0.6,0.09,-0.6,-0.6
279,Hamza Mendyl,ma  MAR,FW,Schalke 04,23-151,1997,1.1,0,2,0,0.0,1.89,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
280,Jorge Meré,es  ESP,DF,Köln,23-338,1997,12.6,0,1,0,0.0,0.08,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.01,0.0,0.0
281,Thomas Meunier,be  BEL,DF,Dortmund,29-190,1991,15.2,1,11,2,18.2,0.72,0.13,0.09,0.50,17.3,0,0,0,0.9,0.9,0.08,+0.1,+0.1
282,Max Meyer,de  GER,MF,Köln,25-184,1995,2.5,0,4,2,50.0,1.61,0.81,0.00,0.00,15.6,0,0,0,0.5,0.5,0.12,-0.5,-0.5
283,Maximilian Mittelstädt,de  GER,"DF,MF",Hertha BSC,24-003,1997,16.2,0,15,4,26.7,0.92,0.25,0.00,0.00,23.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7
284,Anthony Modeste,fr  FRA,"FW,MF",Köln,32-341,1988,2.5,0,7,0,0.0,2.85,0.00,0.00,,16.0,0,0,1,1.8,1.0,0.15,-1.8,-1.0
285,Kevin Möhwald,de  GER,MF,Werder Bremen,27-261,1993,13.3,5,18,6,33.3,1.35,0.45,0.28,0.83,22.0,1,0,0,1.0,1.0,0.06,+3.0,+3.0
286,Niklas Moisander,fi  FIN,DF,Werder Bremen,35-173,1985,6.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
287,Alkhaly Momo Cissé,gn  GUI,"DF,FW",Stuttgart,18-155,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
288,Jan Morávek,cz  CZE,MF,Augsburg,31-140,1989,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
289,Mateu Morey,es  ESP,DF,Dortmund,21-019,2000,7.8,0,2,0,0.0,0.26,0.00,0.00,,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
290,Youssoufa Moukoko,de  GER,"FW,MF",Dortmund,16-121,2004,4.7,3,20,8,40.0,4.27,1.71,0.15,0.38,15.2,0,0,0,2.8,2.8,0.14,+0.2,+0.2
