,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Martin Braithwaite,9.0,dk  DEN,FW,29-183,90,13,0,0,4,9,1,11,1,1,100.0,1,0,11,26,8,1,0,0,0,0,31,11,35.5,3
1,Philippe Coutinho,14.0,br  BRA,LW,28-176,45,56,0,1,21,37,5,50,0,0,,0,0,45,246,92,8,3,1,0,1,54,48,88.9,6
2,Ousmane Dembélé,11.0,fr  FRA,LW,23-204,45,40,0,2,9,31,5,38,2,2,100.0,2,0,36,186,131,10,2,1,1,1,44,35,79.5,6
3,Lionel Messi,10.0,ar  ARG,RW,33-164,90,108,0,0,33,87,12,101,7,10,70.0,8,0,96,497,286,26,9,4,3,4,114,96,84.2,16
4,Antoine Griezmann,7.0,fr  FRA,AM,29-259,90,57,1,3,15,44,11,55,0,0,,0,0,44,229,74,4,2,0,1,0,62,45,72.6,11
5,Frenkie de Jong,21.0,nl  NED,"DM,CB",23-207,90,123,5,15,67,49,4,118,0,1,0.0,0,1,88,456,279,21,5,0,1,1,105,96,91.4,10
6,Sergio Busquets,5.0,es  ESP,DM,32-142,77,133,1,13,86,59,1,132,0,0,,0,0,104,615,345,19,15,0,0,0,109,106,97.2,2
7,Miralem Pjanić,8.0,ba  BIH,DM,30-247,13,36,0,7,13,24,1,36,0,0,,0,0,30,305,251,8,3,0,0,0,28,28,100.0,0
8,Jordi Alba,18.0,es  ESP,LB,31-259,90,134,2,17,60,70,4,128,1,1,100.0,1,0,107,524,274,13,5,0,2,0,115,110,95.7,8
9,Clément Lenglet,15.0,fr  FRA,CB,25-171,90,105,8,34,65,21,1,101,0,0,,0,0,77,577,337,12,7,0,1,0,82,79,96.3,1
10,Óscar Mingueza,28.0,es  ESP,CB,21-206,45,45,2,15,28,7,0,45,0,0,,0,0,38,257,117,6,2,0,0,0,39,39,100.0,0
11,Pedri,16.0,es  ESP,"DM,CB",18-010,45,65,1,5,31,37,2,58,2,2,100.0,2,0,52,292,148,6,3,0,0,0,53,50,94.3,3
12,Sergiño Dest,2.0,us  USA,RB,20-032,76,60,4,16,13,33,6,55,3,6,50.0,4,0,43,159,79,4,0,2,1,1,45,39,86.7,5
13,Francisco Trincão,17.0,pt  POR,RB,20-342,14,16,0,2,3,13,6,15,1,1,100.0,1,0,13,123,74,3,0,0,0,0,13,13,100.0,4
14,Marc-André ter Stegen,1.0,de  GER,GK,28-219,90,25,18,24,1,0,0,21,0,0,,0,0,12,74,49,0,0,0,0,0,6,6,100.0,0
15,15 Players,,,,,990,1016,42,154,449,521,59,964,17,24,70.8,19,1,796,4566,2544,141,56,8,10,8,900,801,89.0,75
