,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Álvaro Giménez,21.0,es  ESP,FW,29-200,61,1,0,0,0,1,1,0,0,22,5,0,1,2,0.8,0.8,0.0,0,0,6,13,46.2,2,10,0,0,0
1,Álvaro Negredo,18.0,es  ESP,FW,35-107,29,1,0,0,0,2,1,0,0,7,3,0,1,0,0.8,0.8,0.3,1,0,2,3,66.7,1,5,2,0,0
2,Alberto Perea,10.0,es  ESP,LM,29-352,79,0,0,0,0,2,0,0,0,33,14,1,1,4,0.1,0.1,0.0,2,0,13,18,72.2,4,29,6,6,8
3,Bobby Adekanye,32.0,nl  NED,LM,21-295,11,0,0,0,0,1,0,0,0,3,2,0,0,1,0.2,0.2,0.0,0,0,0,0,,0,2,1,0,0
4,Álex Fernández,8.0,es  ESP,CM,28-051,90,0,0,0,0,0,0,0,0,50,18,1,1,1,0.0,0.0,0.0,1,0,27,40,67.5,4,30,5,0,1
5,Yann Bodiger,12.0,fr  FRA,CM,25-300,90,0,0,0,0,0,0,0,0,24,13,1,4,3,0.0,0.0,0.0,2,0,9,11,81.8,1,11,0,0,1
6,Jairo Izquierdo,25.0,es  ESP,RM,27-044,80,0,0,0,0,1,0,0,0,26,10,0,2,2,0.0,0.0,0.0,0,0,9,16,56.3,2,13,3,0,1
7,Iván Alejo,14.0,es  ESP,RM,25-299,10,0,0,0,0,1,1,0,0,12,5,1,0,1,0.3,0.3,0.2,2,0,2,5,40.0,1,5,1,0,0
8,Jens Jønsson,2.0,dk  DEN,DM,27-330,79,0,0,0,0,0,0,0,0,21,11,2,4,5,0.0,0.0,0.0,0,0,7,9,77.8,0,3,0,0,0
9,Augusto Fernández,17.0,ar  ARG,DM,34-239,11,0,0,0,0,0,0,0,0,1,5,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0
10,Alfonso Espino,22.0,uy  URU,LB,28-335,90,0,0,0,0,0,0,0,0,46,16,5,5,3,0.0,0.0,0.0,0,0,18,30,60.0,1,17,0,0,3
11,Marcos Mauro López Gutiérrez,4.0,ar  ARG,CB,29-331,30,0,0,0,0,0,0,0,0,6,0,0,1,1,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0
12,Pedro Alcalá,19.0,es  ESP,CB,31-261,60,0,0,0,0,0,0,0,0,14,2,0,0,4,0.0,0.0,0.0,0,0,2,4,50.0,0,1,0,0,0
13,Fali,3.0,es  ESP,CB,27-115,90,0,0,0,0,0,0,0,0,18,8,1,0,4,0.0,0.0,0.0,0,0,3,6,50.0,0,2,0,0,0
14,Isaac Carcelen,20.0,es  ESP,RB,27-226,90,0,0,0,0,0,0,0,0,32,7,1,0,9,0.0,0.0,0.0,0,0,8,13,61.5,1,7,0,0,0
15,Jeremías Ledesma,1.0,ar  ARG,GK,27-296,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,11,26,42.3,0,9,0,0,0
16,16 Players,,,,,990,2,0,0,0,8,3,0,0,348,119,13,20,40,2.3,2.3,0.5,8,0,120,198,60.6,17,146,18,6,14
