,minute,team,player,x,y,xG,result,shotType,assist
0,10,Real Betis,Nabil Fekir,0.749000015258789,0.23600000381469727,0.0391988679766655,SavedShot,LeftFoot,None
1,20,Real Betis,Guido Rodríguez,0.76,0.40900001525878904,0.022661922499537468,SavedShot,RightFoot,Sergio Canales
2,30,Real Betis,Nabil Fekir,0.7559999847412109,0.5120000076293946,0.02578043006360531,MissedShots,RightFoot,Andrés Guardado
3,35,Real Betis,Martín Montoya,0.805,0.28399999618530275,0.024953028187155724,MissedShots,LeftFoot,Sergio Canales
4,40,Real Betis,Juanmi,0.7719999694824219,0.3029999923706055,0.019759133458137512,SavedShot,RightFoot,Sergio Canales
5,62,Real Betis,Nabil Fekir,0.799000015258789,0.6619999694824219,0.02599579282104969,BlockedShot,LeftFoot,Víctor Ruiz
6,63,Real Betis,Juanmi,0.909000015258789,0.48200000762939454,0.09513796865940094,MissedShots,Head,Nabil Fekir
7,67,Real Betis,Martín Montoya,0.8480000305175781,0.26299999237060545,0.029286973178386688,SavedShot,LeftFoot,Nabil Fekir
8,68,Real Betis,Aitor Ruibal,0.775,0.644000015258789,0.02262577973306179,SavedShot,RightFoot,Sergio Canales
9,73,Real Betis,Víctor Camarasa,0.7090000152587891,0.55,0.012270641513168812,MissedShots,RightFoot,None
10,96,Real Betis,Martín Montoya,0.8809999847412109,0.46099998474121096,0.10301655530929565,SavedShot,LeftFoot,Cristian Tello
11,4,Real Madrid,Karim Benzema,0.8469999694824218,0.5279999923706055,0.06869547069072723,MissedShots,RightFoot,None
12,6,Real Madrid,Eder Militão,0.8969999694824219,0.59,0.07220907509326935,SavedShot,LeftFoot,None
13,33,Real Madrid,Isco,0.84,0.49700000762939456,0.0755675882101059,BlockedShot,RightFoot,Gareth Bale
14,36,Real Madrid,Eder Militão,0.8780000305175781,0.54,0.03712840750813484,BlockedShot,Head,Isco
15,37,Real Madrid,Isco,0.794000015258789,0.6609999847412109,0.024989834055304527,MissedShots,RightFoot,Vinícius Júnior
16,46,Real Madrid,Karim Benzema,0.860999984741211,0.7180000305175781,0.03187814727425575,MissedShots,RightFoot,Miguel Gutiérrez
17,53,Real Madrid,Vinícius Júnior,0.8880000305175781,0.46299999237060546,0.29816579818725586,MissedShots,RightFoot,Miguel Gutiérrez
18,57,Real Madrid,Vinícius Júnior,0.885,0.6669999694824219,0.06031578406691551,BlockedShot,RightFoot,Karim Benzema
19,60,Real Madrid,Daniel Carvajal,0.8869999694824219,0.34599998474121096,0.03379211574792862,Goal,RightFoot,Karim Benzema
20,72,Real Madrid,Marco Asensio,0.775,0.504000015258789,0.12987469136714935,MissedShots,LeftFoot,None
21,89,Real Madrid,Marco Asensio,0.74,0.590999984741211,0.025128638371825218,MissedShots,LeftFoot,Eden Hazard
22,89,Real Madrid,Eden Hazard,0.8669999694824219,0.6509999847412109,0.07038991898298264,SavedShot,LeftFoot,Karim Benzema
23,90,Real Madrid,Federico Valverde,0.7280000305175781,0.4,0.012834569439291954,MissedShots,RightFoot,None
