,minute,team,player,x,y,xG,result,shotType,assist
0,2,Real Madrid,Karim Benzema,0.8640000152587891,0.355,0.06507635116577148,Goal,RightFoot,None
1,8,Real Madrid,Nacho,0.795,0.28399999618530275,0.01785816065967083,BlockedShot,RightFoot,Vinícius Júnior
2,18,Real Madrid,Karim Benzema,0.774000015258789,0.4179999923706055,0.04114739969372749,MissedShots,RightFoot,None
3,23,Real Madrid,Marco Asensio,0.96,0.5820000076293945,0.5388553738594055,Goal,LeftFoot,None
4,28,Real Madrid,Marco Asensio,0.889000015258789,0.41900001525878905,0.42231810092926025,Goal,LeftFoot,Karim Benzema
5,33,Real Madrid,Vinícius Júnior,0.7669999694824219,0.5690000152587891,0.04133908078074455,MissedShots,RightFoot,Federico Valverde
6,35,Real Madrid,Marco Asensio,0.9580000305175781,0.4640000152587891,0.13970522582530975,BlockedShot,LeftFoot,Karim Benzema
7,42,Real Madrid,Marco Asensio,0.735,0.48,0.025881191715598106,SavedShot,LeftFoot,Karim Benzema
8,44,Real Madrid,Vinícius Júnior,0.8780000305175781,0.435,0.13276392221450806,SavedShot,RightFoot,Marco Asensio
9,46,Real Madrid,Karim Benzema,0.81,0.5459999847412109,0.07699815928936005,SavedShot,LeftFoot,Marco Asensio
10,47,Real Madrid,Vinícius Júnior,0.899000015258789,0.575,0.173828125,SavedShot,RightFoot,Karim Benzema
11,53,Real Madrid,Rodrygo,0.9330000305175781,0.4109999847412109,0.06507871299982071,MissedShots,RightFoot,Nacho
12,54,Real Madrid,Marco Asensio,0.785,0.580999984741211,0.04195940122008324,Goal,LeftFoot,Karim Benzema
13,77,Real Madrid,Karim Benzema,0.8980000305175782,0.3579999923706055,0.13210561871528625,Goal,RightFoot,David Alaba
14,83,Real Madrid,Isco,0.909000015258789,0.4540000152587891,0.14212071895599365,Goal,RightFoot,Vinícius Júnior
15,86,Real Madrid,Vinícius Júnior,0.9069999694824219,0.6480000305175782,0.12926262617111206,BlockedShot,RightFoot,Isco
16,88,Real Madrid,Luka Jovic,0.895,0.43900001525878907,0.121128611266613,SavedShot,RightFoot,Sergio Santos
17,89,Real Madrid,Luka Jovic,0.9059999847412109,0.4520000076293945,0.06717813014984131,MissedShots,Head,Vinícius Júnior
18,4,Mallorca,Takefusa Kubo,0.885,0.27,0.026712477207183838,MissedShots,LeftFoot,Brian Oliván
19,12,Mallorca,Takefusa Kubo,0.8330000305175781,0.4329999923706055,0.053288958966732025,MissedShots,LeftFoot,None
20,17,Mallorca,Lago Junior,0.8580000305175781,0.33299999237060546,0.09217818081378937,BlockedShot,RightFoot,Aleix Febas
21,19,Mallorca,Lago Junior,0.860999984741211,0.345,0.09223943203687668,MissedShots,RightFoot,Lee Kang-In
22,24,Mallorca,Lee Kang-In,0.8330000305175781,0.4929999923706055,0.08595062792301178,Goal,LeftFoot,Matthew Hoppe
23,46,Mallorca,Lago Junior,0.865999984741211,0.7469999694824219,0.028318976983428,MissedShots,RightFoot,Brian Oliván
24,52,Mallorca,Iddrisu Baba,0.7280000305175781,0.6229999923706054,0.012048185802996159,BlockedShot,RightFoot,None
25,52,Mallorca,Matthew Hoppe,0.8859999847412109,0.40799999237060547,0.04471639543771744,MissedShots,RightFoot,Lee Kang-In
26,61,Mallorca,Lago Junior,0.870999984741211,0.6730000305175782,0.022086791694164276,SavedShot,RightFoot,None
27,63,Mallorca,Lee Kang-In,0.745,0.555,0.01753266714513302,SavedShot,LeftFoot,Antonio Sánchez
28,67,Mallorca,Brian Oliván,0.8040000152587891,0.6909999847412109,0.022465795278549194,BlockedShot,LeftFoot,Lee Kang-In
29,67,Mallorca,Lago Junior,0.9180000305175782,0.62,0.383872389793396,MissedShots,LeftFoot,None
30,73,Mallorca,Abdón Prats,0.7559999847412109,0.639000015258789,0.017886970192193985,BlockedShot,LeftFoot,Lee Kang-In
31,74,Mallorca,Abdón Prats,0.75,0.6580000305175782,0.015431816689670086,MissedShots,LeftFoot,Antonio Sánchez
32,77,Mallorca,Iddrisu Baba,0.8780000305175781,0.34900001525878904,0.050480570644140244,BlockedShot,RightFoot,Martin Valjent
33,89,Mallorca,Antonio Sánchez,0.9069999694824219,0.68,0.21227781474590302,SavedShot,LeftFoot,Abdón Prats
34,91,Mallorca,Iddrisu Baba,0.7780000305175782,0.49900001525878906,0.014158562757074833,SavedShot,RightFoot,Lee Kang-In
