,minute,team,player,x,y,xG,result,shotType,assist
0,3,Levante,Morales,0.79,0.725,0.026240957900881767,MissedShots,RightFoot,José Campaña
1,10,Levante,Roger,0.9109999847412109,0.42400001525878905,0.07329924404621124,MissedShots,Head,Jorge Miramón
2,45,Levante,Roger,0.885,0.42700000762939455,0.40822115540504456,Goal,RightFoot,Gonzalo Melero
3,49,Levante,Gonzalo Melero,0.8140000152587891,0.4370000076293945,0.05589091032743454,BlockedShot,RightFoot,Jorge De Frutos
4,51,Levante,Roger,0.860999984741211,0.37200000762939456,0.036703746765851974,SavedShot,RightFoot,Jorge De Frutos
5,56,Levante,José Campaña,0.8719999694824219,0.625,0.033264078199863434,Goal,RightFoot,Jorge De Frutos
6,78,Levante,Rober,0.9519999694824218,0.514000015258789,0.5792292952537537,Goal,LeftFoot,None
7,81,Levante,Alejandro Cantero,0.8859999847412109,0.27700000762939453,0.4255219101905823,ShotOnPost,RightFoot,Mickaël Malsa
8,4,Real Madrid,Gareth Bale,0.8630000305175781,0.580999984741211,0.35068759322166443,Goal,LeftFoot,Karim Benzema
9,19,Real Madrid,Federico Valverde,0.750999984741211,0.49400001525878906,0.030600685626268387,MissedShots,RightFoot,Casemiro
10,21,Real Madrid,Gareth Bale,0.9259999847412109,0.475,0.117315873503685,MissedShots,LeftFoot,None
11,29,Real Madrid,David Alaba,0.730999984741211,0.3920000076293945,0.022250253707170486,MissedShots,LeftFoot,Eden Hazard
12,34,Real Madrid,Isco,0.815,0.6909999847412109,0.03898711875081062,BlockedShot,RightFoot,Gareth Bale
13,37,Real Madrid,Gareth Bale,0.67,0.5220000076293946,0.0330294631421566,MissedShots,LeftFoot,None
14,38,Real Madrid,Federico Valverde,0.7,0.44799999237060545,0.023234276100993156,MissedShots,RightFoot,David Alaba
15,38,Real Madrid,Federico Valverde,0.7340000152587891,0.42400001525878905,0.020607978105545044,BlockedShot,RightFoot,None
16,39,Real Madrid,Isco,0.8490000152587891,0.41900001525878905,0.025351006537675858,MissedShots,RightFoot,None
17,43,Real Madrid,Karim Benzema,0.899000015258789,0.3270000076293945,0.07642460614442825,BlockedShot,RightFoot,None
18,44,Real Madrid,Casemiro,0.7380000305175781,0.509000015258789,0.024321317672729492,BlockedShot,RightFoot,Isco
19,52,Real Madrid,Eden Hazard,0.7319999694824219,0.5520000076293945,0.01864435337483883,SavedShot,RightFoot,David Alaba
20,54,Real Madrid,Casemiro,0.7480000305175781,0.6079999923706054,0.019623592495918274,MissedShots,RightFoot,Eden Hazard
21,72,Real Madrid,Vinícius Júnior,0.9330000305175781,0.6329999923706054,0.5257598161697388,Goal,LeftFoot,Casemiro
22,83,Real Madrid,Luka Jovic,0.9330000305175781,0.5159999847412109,0.4512841999530792,SavedShot,Head,Rodrygo
23,83,Real Madrid,Daniel Carvajal,0.960999984741211,0.37099998474121093,0.34459829330444336,BlockedShot,RightFoot,None
24,84,Real Madrid,Vinícius Júnior,0.9540000152587891,0.7080000305175781,0.04375321790575981,Goal,RightFoot,Karim Benzema
25,94,Real Madrid,Marco Asensio,0.7559999847412109,0.3770000076293945,0.021146880462765694,BlockedShot,LeftFoot,Daniel Carvajal
26,94,Real Madrid,Nacho,0.9469999694824218,0.6090000152587891,0.02786916308104992,BlockedShot,Head,Rodrygo
27,94,Real Madrid,Luka Jovic,0.8859999847412109,0.4540000152587891,0.0817500576376915,BlockedShot,LeftFoot,None
