,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Santi Mina,22.0,es  ESP,FW,25-160,90,3,2,2,0,1,0,2,0.0,2,37,4,10.8,12,19,6,1,0,0,1,0,3,3,0
1,Iago Aspas,10.0,es  ESP,FW,33-288,77,1,1,1,0,0,0,0,,0,17,3,17.6,4,12,1,0,0,0,0,0,1,0,0
2,Miguel Baeza,27.0,es  ESP,FW,21-050,13,0,0,0,0,0,0,1,0.0,1,6,0,0.0,2,3,1,0,0,0,0,0,0,0,0
3,Nolito,9.0,es  ESP,LM,34-213,68,4,2,2,2,0,0,7,0.0,7,23,9,39.1,9,9,5,3,0,0,3,1,5,0,0
4,Augusto Solari,21.0,ar  ARG,LM,29-133,22,3,1,2,1,0,2,2,100.0,0,10,1,10.0,4,6,0,0,0,0,0,0,3,0,0
5,Denis Suárez,6.0,es  ESP,CM,27-130,90,5,3,1,3,1,1,7,14.3,6,32,8,25.0,17,13,2,3,0,0,3,1,6,1,0
6,Fran Beltrán,8.0,es  ESP,CM,22-102,89,3,2,2,1,0,0,3,0.0,3,35,8,22.9,19,13,3,1,0,0,1,2,5,2,0
7,Hugo Sotelo,44.0,es  ESP,CM,17-148,1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
8,Brais Méndez,23.0,es  ESP,RM,24-129,90,4,3,3,1,0,3,10,30.0,7,39,11,28.2,21,18,0,1,0,0,1,4,8,1,0
9,Aarón Martín,19.0,es  ESP,LB,24-024,90,3,1,1,2,0,1,4,25.0,3,19,3,15.8,7,11,1,0,0,0,0,0,3,2,0
10,Carlos Dominguez,40.0,es  ESP,CB,20-135,90,1,1,0,1,0,0,0,,0,11,1,9.1,5,6,0,3,3,0,0,4,5,6,0
11,Néstor Araujo,4.0,mx  MEX,CB,29-260,90,2,1,2,0,0,0,1,0.0,1,5,2,40.0,3,2,0,2,2,0,0,1,3,8,0
12,Kevin Vázquez,20.0,es  ESP,RB,28-054,90,2,1,1,1,0,0,0,,0,17,5,29.4,12,4,1,4,0,0,4,2,4,3,0
13,Iván Villar,1.0,es  ESP,GK,23-311,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0
14,14 Players,,,,,990,31,18,17,12,2,7,37,18.9,30,252,55,21.8,116,116,20,19,5,0,14,15,46,26,0
