,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Santi Mina,22.0,es  ESP,FW,25-160,90,0,0,0,4,2,0,0,0,2,0,0,0,1,4,1,80.0
1,Iago Aspas,10.0,es  ESP,FW,33-288,77,0,0,0,2,1,0,0,0,1,0,0,0,3,1,3,25.0
2,Miguel Baeza,27.0,es  ESP,FW,21-050,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
3,Nolito,9.0,es  ESP,LM,34-213,68,0,0,0,4,0,0,0,1,2,0,0,0,2,1,0,100.0
4,Augusto Solari,21.0,ar  ARG,LM,29-133,22,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,
5,Denis Suárez,6.0,es  ESP,CM,27-130,90,0,0,0,3,1,0,0,1,3,0,0,0,5,0,0,
6,Fran Beltrán,8.0,es  ESP,CM,22-102,89,0,0,0,0,0,0,0,2,2,0,0,0,8,0,0,
7,Hugo Sotelo,44.0,es  ESP,CM,17-148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,Brais Méndez,23.0,es  ESP,RM,24-129,90,1,0,0,4,2,0,2,4,3,0,0,0,8,0,1,0.0
9,Aarón Martín,19.0,es  ESP,LB,24-024,90,0,0,0,2,0,1,1,0,1,0,0,0,0,1,1,50.0
10,Carlos Dominguez,40.0,es  ESP,CB,20-135,90,1,0,0,3,0,0,0,4,1,0,0,0,4,0,0,
11,Néstor Araujo,4.0,mx  MEX,CB,29-260,90,0,0,0,0,0,0,0,1,1,0,0,0,7,1,2,33.3
12,Kevin Vázquez,20.0,es  ESP,RB,28-054,90,0,0,0,1,2,0,1,2,1,0,0,0,5,0,1,0.0
13,Iván Villar,1.0,es  ESP,GK,23-311,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
14,14 Players,,,,,990,2,0,0,25,8,1,5,15,18,0,0,0,50,8,10,44.4
