,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Lionel Messi,10.0,ar  ARG,FW,33-326,90,71,60,11,4,0,12,5,3,4,2,0,0,55,3,13,58,13,0,0,0,59,0,1,0,4
1,Antoine Griezmann,7.0,fr  FRA,FW,30-056,69,36,34,2,0,0,8,1,0,1,0,0,0,31,2,3,27,8,0,1,0,33,0,0,0,2
2,Martin Braithwaite,9.0,dk  DEN,FW,29-345,21,4,4,0,0,0,3,0,0,0,0,0,0,3,1,0,1,2,0,0,1,3,0,0,0,0
3,Pedri,16.0,es  ESP,CM,18-172,45,23,23,0,0,0,7,1,0,0,0,0,0,21,1,1,5,18,0,0,0,19,0,1,1,1
4,Riqui Puig,12.0,es  ESP,CM,21-276,45,27,27,0,0,0,12,0,0,0,0,0,0,24,2,1,1,26,0,0,0,26,0,0,1,0
5,Ilaix,27.0,es  ESP,CM,18-117,85,60,59,1,1,0,15,1,0,0,0,0,0,53,1,6,10,47,3,0,0,54,0,0,1,0
6,Miralem Pjanić,8.0,ba  BIH,CM,31-044,5,12,12,0,0,0,0,0,0,0,0,0,0,11,0,1,0,12,0,0,0,12,0,0,0,0
7,Sergio Busquets,5.0,es  ESP,DM,32-304,90,93,89,4,4,1,14,2,0,0,0,0,0,78,3,12,16,75,1,0,1,86,0,0,2,1
8,Jordi Alba,18.0,es  ESP,WB,32-056,90,91,82,9,1,0,9,1,4,0,0,0,0,73,13,5,64,18,0,8,0,79,0,1,1,3
9,Ousmane Dembélé,11.0,fr  FRA,WB,24-001,69,52,44,8,0,0,8,2,8,2,0,0,0,34,9,9,15,29,0,6,1,42,0,1,2,1
10,Francisco Trincão,17.0,pt  POR,WB,21-138,21,15,15,0,0,0,7,0,0,0,0,0,0,14,1,0,10,4,0,0,1,14,0,0,0,0
11,Clément Lenglet,15.0,fr  FRA,CB,25-333,82,79,79,0,0,0,7,1,0,0,0,0,0,75,2,2,67,11,0,0,0,77,0,0,2,0
12,Gerard Piqué,3.0,es  ESP,CB,34-103,63,61,58,3,3,0,4,3,1,0,0,0,0,56,0,5,3,56,2,0,0,60,0,0,0,0
13,Sergiño Dest,2.0,us  USA,CB,20-194,27,22,17,5,1,0,1,1,1,0,0,0,0,15,4,3,2,15,1,4,0,20,0,0,0,0
14,Ronald Araújo,4.0,uy  URU,CB,22-070,90,80,72,8,2,0,7,1,0,0,0,0,0,69,7,4,12,61,0,6,1,73,0,1,3,1
15,Marc-André ter Stegen,1.0,de  GER,GK,29-016,90,35,35,0,0,0,2,0,0,0,0,0,0,28,3,4,11,20,0,0,4,31,0,1,1,0
16,16 Players,,,,,982,761,710,51,16,1,116,19,17,7,2,0,0,640,52,69,302,415,7,25,9,688,0,6,14,13
