,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Santi Mina,22.0,es  ESP,FW,25-160,90,28,27,1,0,0,11,0,0,0,0,0,0,18,5,5,2,21,1,0,1,22,0,1,1,0
1,Iago Aspas,10.0,es  ESP,FW,33-288,77,28,28,0,0,0,13,1,0,0,0,0,0,25,2,1,19,8,1,0,0,26,0,0,2,0
2,Miguel Baeza,27.0,es  ESP,FW,21-050,13,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,1
3,Nolito,9.0,es  ESP,LM,34-213,68,25,25,0,0,0,8,0,0,0,0,0,0,21,0,4,2,22,1,0,0,19,1,0,2,1
4,Augusto Solari,21.0,ar  ARG,LM,29-133,22,13,13,0,0,0,2,0,1,0,0,0,0,8,1,4,0,12,1,0,0,7,0,0,2,1
5,Denis Suárez,6.0,es  ESP,CM,27-130,90,44,40,4,2,0,17,1,0,1,0,1,0,28,10,6,4,39,0,1,0,33,0,1,0,4
6,Fran Beltrán,8.0,es  ESP,CM,22-102,89,53,51,2,1,0,12,0,0,0,0,0,0,45,5,3,6,45,2,0,0,48,0,0,2,0
7,Hugo Sotelo,44.0,es  ESP,CM,17-148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Brais Méndez,23.0,es  ESP,RM,24-129,90,45,44,1,1,0,9,0,2,0,0,0,0,38,1,6,37,7,1,0,0,39,0,0,2,0
9,Aarón Martín,19.0,es  ESP,LB,24-024,90,28,20,8,1,0,0,0,1,0,0,0,0,14,9,5,19,1,1,7,0,24,0,0,1,1
10,Carlos Dominguez,40.0,es  ESP,CB,20-135,90,35,35,0,0,0,5,0,0,0,0,0,0,26,3,6,26,8,1,0,0,26,0,4,0,1
11,Néstor Araujo,4.0,mx  MEX,CB,29-260,90,46,44,2,2,0,6,0,0,0,0,0,0,40,4,2,5,39,1,0,0,43,0,1,0,1
12,Kevin Vázquez,20.0,es  ESP,RB,28-054,90,55,45,10,1,0,4,0,1,0,0,0,0,30,14,11,6,38,2,9,0,41,0,3,1,6
13,Iván Villar,1.0,es  ESP,GK,23-311,90,38,22,16,0,0,7,1,0,0,0,0,0,21,0,17,1,32,0,0,2,27,0,2,0,0
14,14 Players,,,,,990,440,396,44,8,0,94,3,5,1,0,1,0,316,54,70,128,273,12,17,3,356,1,12,13,16
