,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Lionel Messi,10.0,ar  ARG,FW,33-326,90,59,71,83.1,1054,302,35,38,92.1,12,14,85.7,11,16,68.8,0,0.3,2,8,3,0,9
1,Antoine Griezmann,7.0,fr  FRA,FW,30-056,69,33,36,91.7,565,89,18,19,94.7,12,12,100.0,3,3,100.0,0,0.2,3,4,1,0,1
2,Martin Braithwaite,9.0,dk  DEN,FW,29-345,21,3,4,75.0,34,10,2,3,66.7,1,1,100.0,0,0,,0,0.0,0,0,0,0,0
3,Pedri,16.0,es  ESP,CM,18-172,45,19,23,82.6,364,48,7,7,100.0,9,11,81.8,3,4,75.0,0,0.0,0,2,0,0,1
4,Riqui Puig,12.0,es  ESP,CM,21-276,45,26,27,96.3,437,44,15,16,93.8,8,8,100.0,3,3,100.0,0,0.0,1,0,0,0,1
5,Ilaix,27.0,es  ESP,CM,18-117,85,54,60,90.0,967,158,23,25,92.0,26,29,89.7,4,5,80.0,0,0.1,3,3,1,0,3
6,Miralem Pjanić,8.0,ba  BIH,CM,31-044,5,12,12,100.0,178,62,7,7,100.0,5,5,100.0,0,0,,0,0.1,2,1,0,0,3
7,Sergio Busquets,5.0,es  ESP,DM,32-304,90,86,93,92.5,1603,530,37,40,92.5,33,34,97.1,14,17,82.4,1,0.3,2,11,3,0,13
8,Jordi Alba,18.0,es  ESP,WB,32-056,90,79,91,86.8,1300,349,50,52,96.2,23,29,79.3,6,7,85.7,0,0.3,2,2,5,0,9
9,Ousmane Dembélé,11.0,fr  FRA,WB,24-001,69,42,52,80.8,749,114,23,25,92.0,12,18,66.7,6,6,100.0,0,0.2,3,1,1,1,1
10,Francisco Trincão,17.0,pt  POR,WB,21-138,21,14,15,93.3,164,53,10,11,90.9,3,3,100.0,0,0,,0,0.0,0,2,0,0,0
11,Clément Lenglet,15.0,fr  FRA,CB,25-333,82,77,79,97.5,1526,490,23,23,100.0,43,45,95.6,10,10,100.0,0,0.0,0,8,0,0,2
12,Gerard Piqué,3.0,es  ESP,CB,34-103,63,60,61,98.4,1435,349,12,12,100.0,38,39,97.4,10,10,100.0,0,0.4,1,5,0,0,0
13,Sergiño Dest,2.0,us  USA,CB,20-194,27,20,22,90.9,288,95,14,14,100.0,4,5,80.0,2,3,66.7,0,0.0,1,0,1,1,0
14,Ronald Araújo,4.0,uy  URU,CB,22-070,90,73,80,91.3,1603,299,18,20,90.0,43,44,97.7,12,16,75.0,0,0.0,0,9,0,0,3
15,Marc-André ter Stegen,1.0,de  GER,GK,29-016,90,31,35,88.6,878,524,1,1,100.0,18,18,100.0,12,16,75.0,0,0.0,0,0,0,0,0
16,16 Players,,,,,982,688,761,90.4,13145,3516,295,313,94.2,290,315,92.1,96,116,82.8,1,1.8,20,56,15,2,46
