,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,7,Pedri,Barcelona,Off Target,21.0,Left Foot,,Pedri,Dribble,Ousmane Dembélé,Pass (Live)
1,,,,,,,,,,,
2,71,Denis Suárez,Celta Vigo,Saved,19.0,Right Foot,,Brais Méndez,Pass (Live),Santi Mina,Pass (Live)
3,81,Jordi Alba,Barcelona,Off Target,13.0,Left Foot,,Lionel Messi,Pass (Live),Ilaix,Pass (Live)
4,87,Augusto Solari,Celta Vigo,Saved,13.0,Right Foot,,Denis Suárez,Pass (Live),Santi Mina,Pass (Live)
5,87,Martin Braithwaite,Barcelona,Off Target,7.0,Right Foot,Half volley,Jordi Alba,Pass (Live),Lionel Messi,Pass (Live)
6,90+2,Sergiño Dest,Barcelona,Off Target,20.0,Right Foot,,Miralem Pjanić,Pass (Live),Sergio Busquets,Pass (Live)
