,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Santi Mina,22.0,es  ESP,FW,25-160,90,22,28,78.6,286,73,10,13,76.9,7,9,77.8,1,1,100.0,0,0.0,0,0,0,0,1
1,Iago Aspas,10.0,es  ESP,FW,33-288,77,26,28,92.9,400,103,11,12,91.7,9,10,90.0,2,2,100.0,1,0.0,1,1,0,0,6
2,Miguel Baeza,27.0,es  ESP,FW,21-050,13,1,2,50.0,8,1,1,2,50.0,0,0,,0,0,,0,0.0,0,0,0,0,0
3,Nolito,9.0,es  ESP,LM,34-213,68,19,25,76.0,372,97,8,8,100.0,10,14,71.4,1,2,50.0,0,0.0,0,1,0,0,0
4,Augusto Solari,21.0,ar  ARG,LM,29-133,22,7,13,53.8,132,61,1,3,33.3,5,6,83.3,1,3,33.3,0,0.0,0,1,0,0,2
5,Denis Suárez,6.0,es  ESP,CM,27-130,90,33,44,75.0,411,47,20,20,100.0,8,9,88.9,2,7,28.6,0,0.4,1,1,1,0,1
6,Fran Beltrán,8.0,es  ESP,CM,22-102,89,48,53,90.6,970,213,16,19,84.2,27,28,96.4,5,5,100.0,0,0.0,0,1,0,0,0
7,Hugo Sotelo,44.0,es  ESP,CM,17-148,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0
8,Brais Méndez,23.0,es  ESP,RM,24-129,90,39,45,86.7,633,226,23,25,92.0,11,12,91.7,5,8,62.5,0,0.1,1,2,2,1,4
9,Aarón Martín,19.0,es  ESP,LB,24-024,90,24,28,85.7,419,203,11,11,100.0,11,13,84.6,2,3,66.7,0,0.0,0,0,0,0,1
10,Carlos Dominguez,40.0,es  ESP,CB,20-135,90,26,35,74.3,556,239,6,6,100.0,16,20,80.0,4,8,50.0,0,0.0,0,0,0,0,0
11,Néstor Araujo,4.0,mx  MEX,CB,29-260,90,43,46,93.5,847,254,15,15,100.0,23,24,95.8,5,6,83.3,0,0.0,0,1,0,0,2
12,Kevin Vázquez,20.0,es  ESP,RB,28-054,90,41,55,74.5,664,347,19,19,100.0,20,24,83.3,1,5,20.0,0,0.0,0,1,0,0,1
13,Iván Villar,1.0,es  ESP,GK,23-311,90,27,38,71.1,728,415,8,8,100.0,10,10,100.0,9,20,45.0,0,0.0,0,0,0,0,0
14,14 Players,,,,,990,356,440,80.9,6426,2279,149,161,92.5,157,179,87.7,38,70,54.3,1,0.5,3,9,3,1,18
