,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Ousmane Dembélé,11.0,fr  FRA,FW,23-310,78,1,0,0,0,3,3,0,0,31,9,0,0,0,0.8,0.8,0.0,1,1,18,21,85.7,0,21,3,2,2
1,Martin Braithwaite,9.0,dk  DEN,FW,29-289,12,0,0,0,0,0,0,1,0,4,1,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,3,0,0,2
2,Antoine Griezmann,7.0,fr  FRA,AM,30-000,84,1,0,0,0,1,1,0,0,71,20,4,0,1,0.4,0.4,0.0,2,0,53,59,89.8,2,43,7,2,3
3,Riqui Puig,12.0,es  ESP,CM,21-220,6,0,0,0,0,0,0,0,0,6,1,0,0,0,0.0,0.0,0.0,1,1,5,5,100.0,0,2,0,0,0
4,Lionel Messi,10.0,ar  ARG,"AM,FW",33-270,90,2,1,0,0,5,3,0,0,93,8,1,0,0,0.8,0.8,0.5,5,1,63,74,85.1,16,85,10,7,15
5,Pedri,16.0,es  ESP,DM,18-116,67,0,0,0,0,1,0,0,0,54,29,1,2,3,0.1,0.1,0.0,0,0,42,44,95.5,2,39,2,1,1
6,Ilaix Moriba,27.0,es  ESP,"DM,CM",18-061,23,0,1,0,0,0,0,0,0,25,8,2,0,1,0.0,0.0,0.1,2,1,22,22,100.0,0,24,3,3,3
7,Sergio Busquets,5.0,es  ESP,DM,32-248,66,0,1,0,0,0,0,1,0,82,18,0,0,3,0.0,0.0,0.4,4,2,70,75,93.3,5,57,5,0,0
8,Ronald Araújo,4.0,uy  URU,CB,22-014,24,0,0,0,0,0,0,0,0,28,3,0,0,0,0.0,0.0,0.0,0,0,28,28,100.0,0,25,1,0,0
9,Jordi Alba,18.0,es  ESP,WB,32-000,90,0,1,0,0,1,1,0,0,84,12,1,3,1,0.0,0.0,0.8,6,2,65,75,86.7,3,52,5,2,4
10,Sergiño Dest,2.0,us  USA,WB,20-138,83,2,0,0,0,2,2,0,0,65,15,0,2,3,0.9,0.9,0.3,1,0,47,51,92.2,2,44,9,3,6
11,Francisco Trincão,17.0,pt  POR,WB,21-082,7,0,0,0,0,0,0,0,0,3,2,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,3,2,0,0
12,Clément Lenglet,15.0,fr  FRA,CB,25-277,90,0,0,0,0,1,0,0,0,91,14,1,2,1,0.0,0.0,0.0,0,0,80,84,95.2,2,73,3,0,0
13,Frenkie de Jong,21.0,nl  NED,"CB,DM",23-313,90,0,0,0,0,0,0,0,0,104,16,2,1,3,0.0,0.0,0.0,1,1,95,97,97.9,3,79,9,0,0
14,Óscar Mingueza,28.0,es  ESP,CB,21-312,90,0,0,0,0,0,0,0,0,91,12,4,0,2,0.0,0.0,0.0,1,0,79,87,90.8,2,69,3,0,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-325,90,0,0,0,0,0,0,0,0,53,0,0,0,0,0.0,0.0,0.0,0,0,39,51,76.5,0,39,0,0,0
16,16 Players,,,,,990,6,4,0,0,14,10,2,0,885,168,16,10,18,3.1,3.1,2.2,24,9,710,778,91.3,37,658,62,20,36
