,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Alexander Isak,19.0,se  SWE,"FW,RW",21-181,82,41,0,3,29,12,8,36,3,6,50.0,4,1,31,217,95,3,1,2,3,2,48,29,60.4,7
1,Jon Bautista,25.0,es  ESP,RW,25-261,8,5,0,0,1,4,2,4,0,0,,0,0,3,9,7,1,0,1,1,0,6,4,66.7,2
2,Mikel Oyarzabal,10.0,es  ESP,LW,23-334,90,41,3,13,15,14,3,39,2,5,40.0,2,0,28,151,43,1,1,0,1,1,43,28,65.1,2
3,Portu,7.0,es  ESP,RW,28-304,60,14,0,2,8,6,0,14,1,1,100.0,1,0,10,81,63,2,1,0,1,1,19,9,47.4,0
4,Adnan Januzaj,11.0,be  BEL,"WB,RW",26-044,30,14,0,2,8,6,1,13,0,0,,0,0,12,82,43,2,0,0,3,0,12,11,91.7,2
5,Mikel Merino,8.0,es  ESP,DM,24-272,90,60,1,18,36,8,0,56,4,4,100.0,4,0,39,161,49,2,0,0,1,2,44,37,84.1,1
6,Ander Guevara,16.0,es  ESP,DM,23-257,90,55,3,15,33,11,2,55,2,2,100.0,2,0,47,194,69,3,1,1,1,2,41,39,95.1,1
7,Martín Merquelanz,17.0,es  ESP,WB,25-282,90,43,6,22,18,5,0,38,0,1,0.0,0,0,29,111,59,2,0,0,1,0,28,25,89.3,1
8,Andoni Gorosabel,18.0,es  ESP,WB,24-229,60,26,2,11,15,4,0,19,0,0,,0,0,15,69,49,1,1,0,3,0,14,12,85.7,0
9,Ander Barrenetxea,22.0,es  ESP,"CB,WB",19-084,30,17,1,1,9,8,2,14,2,3,66.7,2,0,12,59,48,2,1,1,1,0,11,11,100.0,1
10,Robin Le Normand,24.0,fr  FRA,CB,24-130,90,47,6,32,18,3,2,47,0,0,,0,0,32,166,58,1,1,0,0,0,35,34,97.1,0
11,Martín Zubimendi,36.0,es  ESP,CB,22-047,71,32,8,20,15,1,0,32,0,0,,0,0,12,127,54,1,0,0,0,0,11,11,100.0,0
12,Carlos Fernández,9.0,es  ESP,"FW,CB",24-303,19,5,0,0,0,5,1,5,0,0,,0,0,3,7,2,1,0,1,0,0,2,2,100.0,1
13,Igor Zubeldia,5.0,es  ESP,CB,23-356,82,31,7,26,6,0,0,31,0,1,0.0,0,0,17,112,38,0,0,0,0,0,14,14,100.0,0
14,Modibo Sagnan,15.0,ml  MLI,CB,21-341,8,4,0,2,2,0,0,4,0,0,,0,0,4,26,5,0,0,0,0,0,3,3,100.0,0
15,Álex Remiro,1.0,es  ESP,GK,25-362,90,28,25,28,0,0,0,21,0,0,,0,0,12,50,33,0,0,0,0,0,13,13,100.0,0
16,16 Players,,,,,990,463,62,195,213,87,21,428,14,23,60.9,15,1,306,1622,715,22,7,6,16,8,344,282,82.0,18
