,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Ousmane Dembélé,11.0,fr  FRA,FW,23-310,78,0,0,0,0,0,0,0,,0,9,2,22.2,0,2,7,0,0,0,0,0,0,0,0
1,Martin Braithwaite,9.0,dk  DEN,FW,29-289,12,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0
2,Antoine Griezmann,7.0,fr  FRA,AM,30-000,84,4,2,0,1,3,2,6,33.3,4,20,7,35.0,4,6,10,1,1,0,0,0,4,0,0
3,Riqui Puig,12.0,es  ESP,CM,21-220,6,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0
4,Lionel Messi,10.0,ar  ARG,"AM,FW",33-270,90,1,1,0,1,0,1,2,50.0,1,8,2,25.0,0,4,4,0,0,0,0,0,1,0,0
5,Pedri,16.0,es  ESP,DM,18-116,67,1,0,1,0,0,0,2,0.0,2,29,11,37.9,8,15,6,3,0,0,3,2,3,0,0
6,Ilaix Moriba,27.0,es  ESP,"DM,CM",18-061,23,2,2,2,0,0,2,2,100.0,0,8,3,37.5,3,4,1,1,0,0,1,0,2,0,0
7,Sergio Busquets,5.0,es  ESP,DM,32-248,66,0,0,0,0,0,0,4,0.0,4,18,6,33.3,2,14,2,3,0,0,3,0,0,1,0
8,Ronald Araújo,4.0,uy  URU,CB,22-014,24,0,0,0,0,0,0,0,,0,3,1,33.3,1,2,0,0,0,0,0,0,0,0,0
9,Jordi Alba,18.0,es  ESP,WB,32-000,90,1,0,0,0,1,0,0,,0,12,2,16.7,4,4,4,1,0,0,1,3,4,0,0
10,Sergiño Dest,2.0,us  USA,WB,20-138,83,0,0,0,0,0,0,0,,0,15,5,33.3,4,2,9,3,1,0,2,2,2,0,0
11,Francisco Trincão,17.0,pt  POR,WB,21-082,7,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,0,0,0,0,0,0,0,0
12,Clément Lenglet,15.0,fr  FRA,CB,25-277,90,1,1,0,1,0,0,2,0.0,2,14,3,21.4,6,5,3,1,1,0,0,2,3,4,0
13,Frenkie de Jong,21.0,nl  NED,"CB,DM",23-313,90,2,1,0,2,0,0,0,,0,16,6,37.5,6,10,0,3,0,0,3,1,3,1,0
14,Óscar Mingueza,28.0,es  ESP,CB,21-312,90,4,4,1,3,0,3,4,75.0,1,12,5,41.7,1,8,3,2,1,0,1,0,4,1,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-325,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
16,16 Players,,,,,990,16,11,4,8,4,8,23,34.8,15,168,54,32.1,41,78,49,18,4,0,14,10,26,7,1
