,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Alexander Isak,19.0,se  SWE,"FW,RW",21-181,82,0,0,0,0,1,0,3,1,0,0,0,0,5,0,2,0.0
1,Jon Bautista,25.0,es  ESP,RW,25-261,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,Mikel Oyarzabal,10.0,es  ESP,LW,23-334,90,0,0,0,0,2,0,1,3,0,0,0,0,4,1,0,100.0
3,Portu,7.0,es  ESP,RW,28-304,60,0,0,0,1,1,1,0,1,0,0,0,0,3,0,0,
4,Adnan Januzaj,11.0,be  BEL,"WB,RW",26-044,30,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,
5,Mikel Merino,8.0,es  ESP,DM,24-272,90,0,0,0,0,2,0,1,5,4,0,0,0,5,2,2,50.0
6,Ander Guevara,16.0,es  ESP,DM,23-257,90,0,0,0,1,0,0,0,0,3,0,0,0,10,0,0,
7,Martín Merquelanz,17.0,es  ESP,WB,25-282,90,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,
8,Andoni Gorosabel,18.0,es  ESP,WB,24-229,60,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,
9,Ander Barrenetxea,22.0,es  ESP,"CB,WB",19-084,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
10,Robin Le Normand,24.0,fr  FRA,CB,24-130,90,0,0,0,2,1,0,0,1,0,0,0,0,7,2,0,100.0
11,Martín Zubimendi,36.0,es  ESP,CB,22-047,71,1,0,0,1,0,0,0,4,0,0,0,0,6,1,0,100.0
12,Carlos Fernández,9.0,es  ESP,"FW,CB",24-303,19,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,
13,Igor Zubeldia,5.0,es  ESP,CB,23-356,82,1,0,0,2,0,0,0,0,4,0,0,0,9,2,0,100.0
14,Modibo Sagnan,15.0,ml  MLI,CB,21-341,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
15,Álex Remiro,1.0,es  ESP,GK,25-362,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
16,16 Players,,,,,990,3,0,0,12,9,1,5,20,12,0,0,0,62,8,4,66.7
