,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,6,Mikel Oyarzabal,Real Sociedad,Blocked,28.0,Left Foot,Half volley,Alexander Isak,Pass (Live),,
1,34,Pedri,Barcelona,Blocked,21.0,Right Foot,,Jordi Alba,Pass (Live),Lionel Messi,Pass (Live)
2,37,Antoine Griezmann,Barcelona,Goal,7.0,Left Foot,,Ousmane Dembélé,Shot,,
3,,,,,,,,,,,
4,48,Clément Lenglet,Barcelona,Blocked,24.0,Left Foot,,Antoine Griezmann,Pass (Live),Sergio Busquets,Pass (Live)
5,49,Martín Merquelanz,Real Sociedad,Blocked,24.0,Left Foot,,Mikel Oyarzabal,Pass (Live),Mikel Oyarzabal,Dribble
6,60,Jordi Alba,Barcelona,Saved,25.0,Left Foot,,Jordi Alba,Dribble,Lionel Messi,Pass (Live)
7,77,Ander Barrenetxea,Real Sociedad,Goal,19.0,Right Foot,,Carlos Fernández,Pass (Live),Ander Barrenetxea,Pass (Live)
8,87,Carlos Fernández,Real Sociedad,Saved,18.0,Left Foot,,Jon Bautista,Pass (Live),Adnan Januzaj,Pass (Live)
