,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Alexander Isak,19.0,se  SWE,"FW,RW",21-181,82,29,24,5,0,0,3,1,3,0,0,0,0,23,5,1,6,20,2,0,1,21,0,0,3,2
1,Jon Bautista,25.0,es  ESP,RW,25-261,8,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0
2,Mikel Oyarzabal,10.0,es  ESP,LW,23-334,90,28,25,3,2,0,6,2,1,1,1,0,0,20,3,5,25,1,1,0,0,21,1,0,0,1
3,Portu,7.0,es  ESP,RW,28-304,60,9,9,0,0,0,4,0,0,0,0,0,0,5,2,2,1,8,0,0,0,5,0,0,1,2
4,Adnan Januzaj,11.0,be  BEL,"WB,RW",26-044,30,7,6,1,0,0,1,0,0,0,0,0,0,5,1,1,5,2,0,0,0,7,0,0,0,0
5,Mikel Merino,8.0,es  ESP,DM,24-272,90,47,42,5,5,0,8,2,1,0,0,0,0,36,5,6,37,7,1,0,0,37,0,1,2,1
6,Ander Guevara,16.0,es  ESP,DM,23-257,90,48,48,0,0,0,11,2,0,0,0,0,0,36,4,8,8,40,0,0,0,40,0,1,2,2
7,Martín Merquelanz,17.0,es  ESP,WB,25-282,90,32,27,5,0,0,5,0,0,0,0,0,0,23,9,0,24,3,0,5,0,26,0,0,0,2
8,Andoni Gorosabel,18.0,es  ESP,WB,24-229,60,19,12,7,1,0,0,0,0,0,0,0,0,11,3,5,2,11,0,6,0,16,0,0,0,1
9,Ander Barrenetxea,22.0,es  ESP,"CB,WB",19-084,30,12,9,3,2,0,2,0,0,0,0,0,0,10,2,0,0,11,0,1,0,11,0,0,1,0
10,Robin Le Normand,24.0,fr  FRA,CB,24-130,90,40,40,0,0,0,2,1,0,0,0,0,0,28,2,10,7,31,1,0,0,32,0,2,1,1
11,Martín Zubimendi,36.0,es  ESP,CB,22-047,71,22,22,0,0,0,3,0,0,0,0,0,0,16,2,4,3,15,4,0,0,20,0,0,0,0
12,Carlos Fernández,9.0,es  ESP,"FW,CB",24-303,19,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
13,Igor Zubeldia,5.0,es  ESP,CB,23-356,82,24,24,0,0,0,3,0,0,0,0,0,0,19,4,1,3,19,0,0,0,21,0,0,0,1
14,Modibo Sagnan,15.0,ml  MLI,CB,21-341,8,4,4,0,0,0,1,0,0,0,0,0,0,4,0,0,3,1,0,0,0,4,0,0,0,0
15,Álex Remiro,1.0,es  ESP,GK,25-362,90,24,17,7,5,0,1,0,0,0,0,0,0,10,1,13,1,18,0,0,3,16,0,1,0,1
16,16 Players,,,,,990,350,313,37,15,0,51,8,5,1,1,0,0,251,43,56,128,189,9,12,4,282,1,5,10,14
