,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Paco Alcácer,17.0,es  ESP,FW,27-028,45,15,10,5,0,0,0,0,0,0,0,0,0,11,3,1,1,13,1,0,0,13,0,0,1,0
1,Vicente Iborra,10.0,es  ESP,"DM,FW",32-255,45,35,34,1,1,0,4,0,0,0,0,0,0,34,0,1,8,27,0,0,0,33,1,0,1,0
2,Gerard Moreno,7.0,es  ESP,FW,28-173,83,32,32,0,0,0,6,2,1,0,0,0,0,22,3,7,25,4,1,0,0,22,0,1,0,1
3,Carlos Bacca,9.0,co  COL,FW,34-019,7,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0
4,Moi Gómez,23.0,es  ESP,"LM,LW",26-096,90,46,43,3,0,0,6,0,2,3,0,0,0,39,3,4,16,28,2,0,0,39,0,0,1,0
5,Francis Coquelin,19.0,fr  FRA,CM,29-137,45,28,28,0,0,0,5,0,1,0,0,0,0,23,3,2,5,21,0,0,1,24,0,0,1,1
6,Manu Trigueros,14.0,es  ESP,CM,28-346,45,37,36,1,1,0,2,1,0,0,0,0,0,30,0,7,13,23,1,0,0,30,0,3,0,1
7,Daniel Parejo,5.0,es  ESP,CM,31-164,90,86,83,3,2,0,4,2,1,1,0,1,0,78,3,5,10,75,0,0,1,77,0,1,0,2
8,Samuel Chukwueze,11.0,ng  NGA,"RM,RW",21-128,73,31,31,0,0,0,2,1,0,0,0,0,0,25,3,3,29,0,1,0,0,20,1,1,2,1
9,Takefusa Kubo,16.0,jp  JPN,RW,19-115,17,13,13,0,0,0,2,0,3,0,0,0,0,11,1,1,10,2,0,0,1,9,0,0,0,1
10,Pervis Estupiñán,15.0,ec  ECU,LB,22-250,90,59,56,3,0,0,6,2,9,0,0,0,0,41,10,8,45,7,4,3,0,41,0,0,2,4
11,Pau Torres,4.0,es  ESP,CB,23-255,90,54,53,1,1,0,4,4,0,0,0,0,0,38,6,10,51,3,0,0,0,50,0,0,0,1
12,Raúl Albiol,3.0,es  ESP,CB,35-023,83,56,55,1,1,0,2,2,0,0,0,0,0,47,2,7,9,46,1,0,0,51,0,1,0,0
13,Ramiro Funes Mori,6.0,ar  ARG,CB,29-206,7,5,5,0,0,0,1,0,0,0,0,0,0,5,0,0,3,2,0,0,0,5,0,0,0,0
14,Mario Gaspar,2.0,es  ESP,RB,29-308,90,46,39,7,1,0,3,1,3,0,0,0,0,32,8,6,2,37,1,6,0,37,1,1,0,3
15,Sergio Asenjo,1.0,es  ESP,GK,31-091,90,31,21,10,3,0,0,2,0,0,0,0,0,20,1,10,4,19,0,0,7,27,0,1,0,0
16,16 Players,,,,,990,577,542,35,10,0,48,17,20,4,0,1,0,459,46,72,231,310,12,9,10,480,3,9,8,15
