,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Lionel Messi,10.0,ar  ARG,FW,33-095,90,1,1,0,1,0,0,0,,0,14,4,28.6,0,7,7,0,0,0,0,0,1,0,0
1,Ansu Fati,22.0,es  ESP,LW,17-332,69,1,1,0,1,0,0,0,,0,7,2,28.6,3,4,0,2,0,0,2,0,1,0,0
2,Ousmane Dembélé,11.0,fr  FRA,LW,23-135,21,0,0,0,0,0,0,0,,0,3,2,66.7,1,1,1,1,0,0,1,0,0,0,0
3,Antoine Griezmann,7.0,fr  FRA,RW,29-190,77,0,0,0,0,0,0,3,0.0,3,13,2,15.4,3,5,5,0,0,0,0,0,0,1,0
4,Francisco Trincão,17.0,pt  POR,RW,20-273,13,0,0,0,0,0,0,1,0.0,1,5,1,20.0,1,2,2,0,0,0,0,0,0,0,0
5,Philippe Coutinho,14.0,br  BRA,AM,28-107,69,2,2,1,1,0,0,0,,0,11,5,45.5,2,4,5,1,0,0,1,0,2,0,0
6,Pedri,16.0,es  ESP,AM,17-307,21,0,0,0,0,0,0,1,0.0,1,7,0,0.0,1,5,1,1,0,0,1,0,0,0,0
7,Frenkie de Jong,21.0,nl  NED,DM,23-138,90,0,0,0,0,0,0,0,,0,7,0,0.0,3,4,0,0,0,0,0,0,0,0,1
8,Sergio Busquets,5.0,es  ESP,DM,32-073,77,1,1,0,0,1,1,3,33.3,2,14,6,42.9,2,8,4,3,0,0,3,2,3,0,0
9,Miralem Pjanić,8.0,ba  BIH,DM,30-178,13,0,0,0,0,0,0,0,,0,4,0,0.0,0,3,1,0,0,0,0,2,2,0,0
10,Jordi Alba,18.0,es  ESP,LB,31-190,90,2,0,2,0,0,2,2,100.0,0,7,1,14.3,5,2,0,4,1,0,3,0,2,2,0
11,Clément Lenglet,15.0,fr  FRA,CB,25-102,90,1,0,1,0,0,0,1,0.0,1,15,4,26.7,9,6,0,1,0,0,1,1,2,4,0
12,Gerard Piqué,3.0,es  ESP,CB,33-238,90,1,1,1,0,0,0,0,,0,4,1,25.0,1,3,0,0,0,0,0,3,4,6,0
13,Sergi Roberto,20.0,es  ESP,RB,28-233,90,1,1,1,0,0,1,1,100.0,0,5,3,60.0,1,2,2,4,1,0,3,0,1,0,0
14,Neto,13.0,br  BRA,GK,31-070,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
15,15 Players,,,,,990,10,7,6,3,1,4,12,33.3,8,116,31,26.7,32,56,28,17,2,0,15,8,18,14,1
