,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Paco Alcácer,17.0,es  ESP,FW,27-028,45,16,0,0,12,4,2,11,0,0,,0,0,7,31,20,1,0,0,1,0,16,10,62.5,4
1,Vicente Iborra,10.0,es  ESP,"DM,FW",32-255,45,37,2,9,25,4,1,36,0,0,,0,0,29,156,52,2,0,0,0,0,33,31,93.9,2
2,Gerard Moreno,7.0,es  ESP,FW,28-173,83,39,1,1,22,18,2,39,0,0,,0,0,26,85,20,1,1,0,1,2,45,33,73.3,10
3,Carlos Bacca,9.0,co  COL,FW,34-019,7,3,0,0,1,2,0,3,0,0,,0,0,1,0,0,0,0,0,0,0,5,3,60.0,1
4,Moi Gómez,23.0,es  ESP,"LM,LW",26-096,90,51,4,11,22,22,0,48,0,0,,0,0,32,246,150,10,3,0,0,0,45,39,86.7,6
5,Francis Coquelin,19.0,fr  FRA,CM,29-137,45,33,4,13,14,8,4,33,1,1,100.0,1,0,25,105,45,1,0,0,0,2,24,24,100.0,2
6,Manu Trigueros,14.0,es  ESP,CM,28-346,45,40,2,8,30,9,3,40,0,0,,0,0,31,138,49,1,2,0,2,0,37,34,91.9,2
7,Daniel Parejo,5.0,es  ESP,CM,31-164,90,93,2,20,60,20,1,90,1,1,100.0,1,0,66,353,134,5,2,1,0,0,78,74,94.9,0
8,Samuel Chukwueze,11.0,ng  NGA,"RM,RW",21-128,73,41,1,7,18,20,2,41,2,5,40.0,2,0,31,177,100,6,3,0,2,0,42,28,66.7,4
9,Takefusa Kubo,16.0,jp  JPN,RW,19-115,17,17,0,2,6,11,4,17,1,1,100.0,1,0,15,97,67,7,2,2,1,0,14,12,85.7,2
10,Pervis Estupiñán,15.0,ec  ECU,LB,22-250,90,65,5,16,28,25,4,62,0,1,0.0,0,0,51,344,197,6,2,1,1,1,54,48,88.9,10
11,Pau Torres,4.0,es  ESP,CB,23-255,90,60,14,45,23,0,0,59,1,1,100.0,1,0,51,417,300,3,0,0,0,1,47,46,97.9,0
12,Raúl Albiol,3.0,es  ESP,CB,35-023,83,60,11,33,34,1,0,59,1,1,100.0,1,0,49,388,305,6,1,0,0,0,49,49,100.0,0
13,Ramiro Funes Mori,6.0,ar  ARG,CB,29-206,7,5,1,3,2,0,0,5,0,0,,0,0,5,20,4,0,0,0,0,0,2,2,100.0,0
14,Mario Gaspar,2.0,es  ESP,RB,29-308,90,58,8,15,29,17,2,51,1,1,100.0,1,0,35,146,87,4,2,0,1,0,39,34,87.2,1
15,Sergio Asenjo,1.0,es  ESP,GK,31-091,90,37,37,37,0,0,0,27,0,0,,0,0,17,117,89,0,0,0,0,0,13,13,100.0,0
16,16 Players,,,,,990,655,92,220,326,161,25,621,8,12,66.7,8,0,471,2820,1619,53,18,4,9,6,543,480,88.4,44
