,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Paco Alcácer,17.0,es  ESP,FW,27-028,45,0,0,0,0,0,0,0,0,16,3,0,0,0,0.0,0.0,0.0,0,0,13,15,86.7,1,7,1,0,0
1,Vicente Iborra,10.0,es  ESP,"DM,FW",32-255,45,0,0,0,0,1,0,0,0,37,8,1,0,0,0.0,0.0,0.0,0,0,33,35,94.3,1,29,2,0,0
2,Gerard Moreno,7.0,es  ESP,FW,28-173,83,0,0,0,0,1,0,1,0,39,7,0,0,1,0.1,0.1,0.0,0,0,22,32,68.8,2,26,1,0,0
3,Carlos Bacca,9.0,co  COL,FW,34-019,7,0,0,0,0,0,0,0,0,3,2,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0
4,Moi Gómez,23.0,es  ESP,"LM,LW",26-096,90,0,0,0,0,0,0,0,0,51,15,1,0,3,0.0,0.0,0.0,2,0,39,46,84.8,2,32,10,0,0
5,Francis Coquelin,19.0,fr  FRA,CM,29-137,45,0,0,0,0,1,0,0,0,33,6,0,0,1,0.0,0.0,0.1,2,0,24,28,85.7,3,25,1,1,1
6,Manu Trigueros,14.0,es  ESP,CM,28-346,45,0,0,0,0,0,0,0,0,40,5,0,1,0,0.0,0.0,0.0,0,0,30,37,81.1,2,31,1,0,0
7,Daniel Parejo,5.0,es  ESP,CM,31-164,90,0,0,0,0,0,0,0,0,93,22,1,1,3,0.0,0.0,0.0,2,0,77,86,89.5,7,66,5,1,1
8,Samuel Chukwueze,11.0,ng  NGA,"RM,RW",21-128,73,0,0,0,0,0,0,0,0,41,10,1,1,0,0.0,0.0,0.0,0,0,20,31,64.5,3,31,6,2,5
9,Takefusa Kubo,16.0,jp  JPN,RW,19-115,17,0,0,0,0,1,1,0,0,17,5,2,0,0,0.0,0.0,0.0,0,0,9,13,69.2,0,15,7,1,1
10,Pervis Estupiñán,15.0,ec  ECU,LB,22-250,90,0,0,0,0,0,0,0,0,65,10,3,1,1,0.0,0.0,0.0,1,0,41,59,69.5,4,51,6,0,1
11,Pau Torres,4.0,es  ESP,CB,23-255,90,0,0,0,0,0,0,0,0,60,9,0,1,2,0.0,0.0,0.0,0,0,50,54,92.6,3,51,3,1,1
12,Raúl Albiol,3.0,es  ESP,CB,35-023,83,0,0,0,0,0,0,0,0,60,8,0,1,2,0.0,0.0,0.0,0,0,51,56,91.1,6,49,6,1,1
13,Ramiro Funes Mori,6.0,ar  ARG,CB,29-206,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,5,0,0,0
14,Mario Gaspar,2.0,es  ESP,RB,29-308,90,0,0,0,0,1,0,0,0,58,11,1,2,6,0.0,0.0,0.0,2,0,37,46,80.4,1,35,4,1,1
15,Sergio Asenjo,1.0,es  ESP,GK,31-091,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0.0,0.0,0.0,0,0,27,31,87.1,0,17,0,0,0
16,16 Players,,,,,990,0,0,0,0,5,1,1,0,655,121,10,8,19,0.2,0.2,0.1,9,0,480,577,83.2,35,471,53,8,12
