,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Paco Alcácer,17.0,es  ESP,FW,27-028,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.0
1,Vicente Iborra,10.0,es  ESP,"DM,FW",32-255,45,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,100.0
2,Gerard Moreno,7.0,es  ESP,FW,28-173,83,1,0,0,1,2,3,1,0,0,0,0,0,4,2,2,50.0
3,Carlos Bacca,9.0,co  COL,FW,34-019,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
4,Moi Gómez,23.0,es  ESP,"LM,LW",26-096,90,0,0,0,1,1,0,2,0,1,0,0,0,5,0,0,
5,Francis Coquelin,19.0,fr  FRA,CM,29-137,45,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,100.0
6,Manu Trigueros,14.0,es  ESP,CM,28-346,45,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,
7,Daniel Parejo,5.0,es  ESP,CM,31-164,90,0,0,0,1,1,0,1,1,1,0,0,0,9,0,0,
8,Samuel Chukwueze,11.0,ng  NGA,"RM,RW",21-128,73,0,0,0,0,1,0,0,1,0,0,0,0,7,1,1,50.0
9,Takefusa Kubo,16.0,jp  JPN,RW,19-115,17,0,0,0,1,0,0,3,0,1,0,0,0,2,0,0,
10,Pervis Estupiñán,15.0,ec  ECU,LB,22-250,90,0,0,0,1,0,0,9,1,2,0,0,0,10,0,2,0.0
11,Pau Torres,4.0,es  ESP,CB,23-255,90,0,0,0,1,0,0,0,1,0,0,0,1,8,0,0,
12,Raúl Albiol,3.0,es  ESP,CB,35-023,83,0,0,0,0,1,0,0,1,0,0,0,0,5,0,1,0.0
13,Ramiro Funes Mori,6.0,ar  ARG,CB,29-206,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
14,Mario Gaspar,2.0,es  ESP,RB,29-308,90,0,0,0,2,0,0,3,2,1,0,1,0,6,0,0,
15,Sergio Asenjo,1.0,es  ESP,GK,31-091,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
16,16 Players,,,,,990,1,0,0,11,7,4,20,8,7,0,1,1,79,6,7,46.2
