,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Paco Alcácer,17.0,es  ESP,FW,27-028,45,13,15,86.7,208,42,10,11,90.9,2,2,100.0,1,2,50.0,0,0.0,0,1,0,0,1
1,Vicente Iborra,10.0,es  ESP,"DM,FW",32-255,45,33,35,94.3,601,122,17,19,89.5,11,11,100.0,5,5,100.0,0,0.0,0,4,0,0,1
2,Gerard Moreno,7.0,es  ESP,FW,28-173,83,22,32,68.8,407,89,11,16,68.8,8,10,80.0,3,5,60.0,0,0.0,0,2,1,1,2
3,Carlos Bacca,9.0,co  COL,FW,34-019,7,2,3,66.7,23,0,2,2,100.0,0,1,0.0,0,0,,0,0.0,0,0,0,0,0
4,Moi Gómez,23.0,es  ESP,"LM,LW",26-096,90,39,46,84.8,583,149,27,30,90.0,10,13,76.9,2,3,66.7,0,0.0,1,5,2,1,2
5,Francis Coquelin,19.0,fr  FRA,CM,29-137,45,24,28,85.7,362,96,14,15,93.3,9,10,90.0,1,2,50.0,0,0.1,1,0,1,0,3
6,Manu Trigueros,14.0,es  ESP,CM,28-346,45,30,37,81.1,481,104,15,17,88.2,12,12,100.0,2,6,33.3,0,0.0,0,2,0,0,2
7,Daniel Parejo,5.0,es  ESP,CM,31-164,90,77,86,89.5,1375,371,38,40,95.0,29,30,96.7,9,11,81.8,0,0.0,1,3,2,1,7
8,Samuel Chukwueze,11.0,ng  NGA,"RM,RW",21-128,73,20,31,64.5,334,92,8,13,61.5,10,15,66.7,1,2,50.0,0,0.0,0,1,0,0,3
9,Takefusa Kubo,16.0,jp  JPN,RW,19-115,17,9,13,69.2,118,28,4,5,80.0,4,4,100.0,0,2,0.0,0,0.0,0,0,1,1,0
10,Pervis Estupiñán,15.0,ec  ECU,LB,22-250,90,41,59,69.5,712,214,16,21,76.2,24,32,75.0,1,4,25.0,0,0.0,0,3,0,0,4
11,Pau Torres,4.0,es  ESP,CB,23-255,90,50,54,92.6,1253,504,16,16,100.0,19,20,95.0,14,16,87.5,0,0.0,0,3,0,0,3
12,Raúl Albiol,3.0,es  ESP,CB,35-023,83,51,56,91.1,1132,457,16,16,100.0,26,28,92.9,9,12,75.0,0,0.0,0,4,0,0,6
13,Ramiro Funes Mori,6.0,ar  ARG,CB,29-206,7,5,5,100.0,118,5,2,2,100.0,2,2,100.0,1,1,100.0,0,0.0,0,0,0,0,0
14,Mario Gaspar,2.0,es  ESP,RB,29-308,90,37,46,80.4,700,199,11,12,91.7,23,24,95.8,3,8,37.5,0,0.0,1,1,2,1,1
15,Sergio Asenjo,1.0,es  ESP,GK,31-091,90,27,31,87.1,691,504,8,8,100.0,13,13,100.0,6,10,60.0,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,480,577,83.2,9098,2976,215,243,88.5,202,227,89.0,58,89,65.2,0,0.1,4,29,9,5,35
