,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Antoine Griezmann,7.0,fr  FRA,"FW,LW",30-048,90,31,36,86.1,400,55,19,23,82.6,9,10,90.0,1,1,100.0,0,0.0,1,0,0,0,0
1,Lionel Messi,10.0,ar  ARG,FW,33-318,90,49,59,83.1,888,320,25,29,86.2,15,17,88.2,7,10,70.0,0,0.2,3,5,2,1,6
2,Pedri,16.0,es  ESP,CM,18-164,74,33,39,84.6,501,64,17,20,85.0,14,15,93.3,2,4,50.0,0,0.0,0,2,0,0,1
3,Sergi Roberto,20.0,es  ESP,CM,29-090,16,9,9,100.0,128,25,6,6,100.0,3,3,100.0,0,0,,0,0.0,0,1,0,0,0
4,Frenkie de Jong,21.0,nl  NED,CM,23-361,90,72,74,97.3,1282,236,27,28,96.4,37,37,100.0,6,7,85.7,0,0.1,1,10,0,0,1
5,Sergio Busquets,5.0,es  ESP,DM,32-296,31,25,26,96.2,446,71,10,10,100.0,8,8,100.0,5,5,100.0,0,0.0,0,1,0,0,2
6,Ilaix,27.0,es  ESP,DM,18-109,59,19,22,86.4,284,43,10,12,83.3,9,9,100.0,0,1,0.0,0,0.0,0,1,1,0,2
7,Jordi Alba,18.0,es  ESP,"WB,LB",32-048,90,69,83,83.1,1171,401,33,39,84.6,29,32,90.6,6,11,54.5,0,0.3,4,2,4,1,11
8,Sergiño Dest,2.0,us  USA,WB,20-186,74,39,44,88.6,588,100,23,25,92.0,14,17,82.4,1,1,100.0,0,0.0,0,0,1,0,1
9,Ousmane Dembélé,11.0,fr  FRA,RW,23-358,16,6,8,75.0,113,27,2,2,100.0,4,4,100.0,0,1,0.0,0,0.0,0,0,1,0,1
10,Clément Lenglet,15.0,fr  FRA,CB,25-325,90,74,76,97.4,1366,395,23,23,100.0,45,46,97.8,5,6,83.3,0,0.0,0,8,1,0,2
11,Gerard Piqué,3.0,es  ESP,CB,34-095,90,48,52,92.3,1035,246,8,9,88.9,33,35,94.3,6,7,85.7,0,0.0,0,3,0,0,0
12,Óscar Mingueza,28.0,es  ESP,CB,21-360,45,49,52,94.2,974,234,17,17,100.0,28,30,93.3,4,5,80.0,0,0.0,0,2,0,0,1
13,Ronald Araújo,4.0,uy  URU,"CB,RB",22-062,45,22,24,91.7,432,137,9,9,100.0,11,13,84.6,2,2,100.0,0,0.0,0,1,0,0,1
14,Marc-André ter Stegen,1.0,de  GER,GK,29-008,90,26,30,86.7,754,441,3,3,100.0,14,15,93.3,9,12,75.0,0,0.0,0,0,0,0,0
15,15 Players,,,,,990,571,634,90.1,10362,2795,232,255,91.0,273,291,93.8,54,73,74.0,0,0.6,9,36,10,2,29
