,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Luis Suárez,9.0,uy  URU,FW,34-104,90,17,21,81.0,237,37,7,8,87.5,8,10,80.0,0,1,0.0,0,0.0,0,1,1,0,3
1,Thomas Lemar,11.0,fr  FRA,LW,25-177,12,3,4,75.0,39,25,2,2,100.0,1,2,50.0,0,0,,0,0.0,0,0,0,0,0
2,Saúl Ñíguez,8.0,es  ESP,LW,26-168,54,22,27,81.5,309,97,14,16,87.5,8,10,80.0,0,0,,0,0.0,0,1,1,0,1
3,João Félix,7.0,pt  POR,LW,21-179,24,12,12,100.0,162,53,6,6,100.0,5,5,100.0,0,0,,0,0.0,0,1,0,0,2
4,Ángel Correa,10.0,ar  ARG,RW,26-060,72,16,23,69.6,291,77,8,11,72.7,6,9,66.7,2,3,66.7,0,0.2,2,2,1,1,2
5,Geoffrey Kondogbia,4.0,cf  CTA,RW,28-082,18,7,7,100.0,112,27,3,3,100.0,2,2,100.0,1,1,100.0,0,0.0,0,1,1,0,1
6,Koke,6.0,es  ESP,DM,29-120,90,57,63,90.5,1154,258,23,24,95.8,22,23,95.7,10,14,71.4,0,0.1,1,5,0,0,2
7,Marcos Llorente,14.0,es  ESP,DM,26-098,90,34,41,82.9,498,101,19,22,86.4,13,14,92.9,1,2,50.0,0,0.0,0,5,0,0,2
8,Yannick Carrasco,21.0,be  BEL,WB,27-246,90,16,29,55.2,270,119,8,12,66.7,5,5,100.0,2,9,22.2,0,0.1,2,1,1,0,3
9,Kieran Trippier,23.0,eng  ENG,WB,30-231,90,48,62,77.4,821,319,24,25,96.0,17,25,68.0,5,10,50.0,0,0.0,0,6,0,0,4
10,Mario Hermoso,22.0,es  ESP,CB,25-324,90,53,56,94.6,1074,401,22,22,100.0,21,22,95.5,9,11,81.8,0,0.1,1,7,1,0,2
11,Felipe,18.0,br  BRA,CB,31-357,90,27,28,96.4,603,179,10,11,90.9,9,9,100.0,8,8,100.0,0,0.0,0,1,0,0,1
12,Stefan Savić,15.0,me  MNE,CB,30-120,90,41,50,82.0,808,143,15,18,83.3,16,18,88.9,9,12,75.0,0,0.0,0,0,0,0,1
13,Jan Oblak,13.0,si  SVN,GK,28-121,90,16,22,72.7,550,325,4,4,100.0,4,4,100.0,8,14,57.1,0,0.0,0,0,0,0,0
14,14 Players,,,,,990,369,445,82.9,6928,2161,165,184,89.7,137,158,86.7,55,85,64.7,0,0.5,6,31,6,1,24
