,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Antoine Griezmann,7.0,fr  FRA,"FW,LW",30-048,90,2,2,0,1,1,2,3,66.7,1,23,4,17.4,2,13,8,0,0,0,0,0,2,1,0
1,Lionel Messi,10.0,ar  ARG,FW,33-318,90,2,2,0,2,0,1,1,100.0,0,11,5,45.5,1,4,6,0,0,0,0,0,2,0,0
2,Pedri,16.0,es  ESP,CM,18-164,74,1,0,0,0,1,0,1,0.0,1,29,8,27.6,10,12,7,3,0,0,3,2,3,0,0
3,Sergi Roberto,20.0,es  ESP,CM,29-090,16,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
4,Frenkie de Jong,21.0,nl  NED,CM,23-361,90,1,1,1,0,0,1,3,33.3,2,18,6,33.3,3,11,4,1,0,0,1,1,2,0,0
5,Sergio Busquets,5.0,es  ESP,DM,32-296,31,1,0,0,0,1,1,2,50.0,1,3,1,33.3,0,2,1,0,0,0,0,0,1,0,0
6,Ilaix,27.0,es  ESP,DM,18-109,59,0,0,0,0,0,0,1,0.0,1,21,9,42.9,4,14,3,2,1,0,1,0,0,0,0
7,Jordi Alba,18.0,es  ESP,"WB,LB",32-048,90,5,1,2,2,1,0,3,0.0,3,14,3,21.4,5,6,3,1,0,0,1,3,8,2,0
8,Sergiño Dest,2.0,us  USA,WB,20-186,74,3,2,2,0,1,1,2,50.0,1,14,6,42.9,6,2,6,0,0,0,0,1,4,2,0
9,Ousmane Dembélé,11.0,fr  FRA,RW,23-358,16,0,0,0,0,0,0,0,,0,3,0,0.0,0,2,1,0,0,0,0,0,0,0,0
10,Clément Lenglet,15.0,fr  FRA,CB,25-325,90,0,0,0,0,0,0,0,,0,10,3,30.0,4,5,1,2,1,0,1,2,2,2,0
11,Gerard Piqué,3.0,es  ESP,CB,34-095,90,2,1,2,0,0,1,1,100.0,0,12,2,16.7,7,5,0,1,1,0,0,2,4,3,0
12,Óscar Mingueza,28.0,es  ESP,CB,21-360,45,2,2,1,1,0,1,4,25.0,3,13,4,30.8,8,4,1,0,0,0,0,1,3,1,0
13,Ronald Araújo,4.0,uy  URU,"CB,RB",22-062,45,4,4,4,0,0,3,3,100.0,0,6,4,66.7,4,2,0,0,0,0,0,0,4,1,0
14,Marc-André ter Stegen,1.0,de  GER,GK,29-008,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
15,15 Players,,,,,990,23,15,12,6,5,11,24,45.8,13,177,55,31.1,54,82,41,10,3,0,7,12,35,13,0
