,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Antoine Griezmann,7.0,fr  FRA,"FW,LW",30-048,90,0,0,0,0,2,1,0,0,45,23,2,0,0,0.1,0.1,0.0,2,0,31,36,86.1,0,36,3,1,1
1,Lionel Messi,10.0,ar  ARG,FW,33-318,90,0,0,0,0,3,2,0,0,73,11,2,0,0,0.2,0.2,0.2,10,0,49,59,83.1,6,59,18,3,8
2,Pedri,16.0,es  ESP,CM,18-164,74,0,0,0,0,0,0,0,0,49,29,1,2,3,0.0,0.0,0.0,0,0,33,39,84.6,1,38,4,1,1
3,Sergi Roberto,20.0,es  ESP,CM,29-090,16,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0,0,9,9,100.0,0,7,1,0,0
4,Frenkie de Jong,21.0,nl  NED,CM,23-361,90,0,0,0,0,0,0,0,0,81,18,1,1,1,0.0,0.0,0.1,1,0,72,74,97.3,1,64,8,0,1
5,Sergio Busquets,5.0,es  ESP,DM,32-296,31,0,0,0,0,0,0,0,0,27,3,1,0,0,0.0,0.0,0.0,0,0,25,26,96.2,2,18,3,0,0
6,Ilaix,27.0,es  ESP,DM,18-109,59,0,0,0,0,3,1,1,0,32,21,0,0,2,0.2,0.2,0.0,0,0,19,22,86.4,2,19,2,0,1
7,Jordi Alba,18.0,es  ESP,"WB,LB",32-048,90,0,0,0,0,0,0,1,0,94,14,5,3,1,0.0,0.0,0.3,6,0,69,83,83.1,11,67,2,0,1
8,Sergiño Dest,2.0,us  USA,WB,20-186,74,0,0,0,0,0,0,0,0,53,14,3,1,0,0.0,0.0,0.0,1,0,39,44,88.6,1,42,4,2,4
9,Ousmane Dembélé,11.0,fr  FRA,RW,23-358,16,0,0,0,0,1,0,0,0,14,3,0,0,0,0.1,0.1,0.0,0,0,6,8,75.0,1,10,3,0,3
10,Clément Lenglet,15.0,fr  FRA,CB,25-325,90,0,0,0,0,1,0,0,0,83,10,0,2,2,0.1,0.1,0.0,2,0,74,76,97.4,2,62,3,1,1
11,Gerard Piqué,3.0,es  ESP,CB,34-095,90,0,0,0,0,2,2,1,0,61,12,2,2,1,0.1,0.1,0.0,0,0,48,52,92.3,0,43,6,0,0
12,Óscar Mingueza,28.0,es  ESP,CB,21-360,45,0,0,0,0,0,0,0,0,55,13,2,1,0,0.0,0.0,0.0,0,0,49,52,94.2,1,43,5,0,0
13,Ronald Araújo,4.0,uy  URU,"CB,RB",22-062,45,0,0,0,0,0,0,0,0,26,6,4,0,0,0.0,0.0,0.0,0,0,22,24,91.7,1,21,5,0,0
14,Marc-André ter Stegen,1.0,de  GER,GK,29-008,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,26,30,86.7,0,16,0,0,0
15,15 Players,,,,,990,0,0,0,0,12,6,3,0,736,177,23,12,10,0.9,0.9,0.6,22,0,571,634,90.1,29,545,67,8,21
