,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType.value,cardType.displayName,venue,opponent
0,2357067373.0,2,0,0.0,70,0.0,0.0,0,[],[],False,1560162,2021-11-20T00:00:00,2021-11-20T14:00:00,1 : 0,1 : 0,0 : 0,,Camp Nou,96,1,FirstHalf,32,Start,1,Successful,,,,,,,,,,,,,,Camp Nou,Espanyol
1,2357067375.0,2,0,0.0,65,0.0,0.0,0,[],[],False,1560162,2021-11-20T00:00:00,2021-11-20T14:00:00,1 : 0,1 : 0,0 : 0,,Camp Nou,96,1,FirstHalf,32,Start,1,Successful,,,,,,,,,,,,,,Camp Nou,Espanyol
2,2357067399.0,3,0,1.0,70,50.3,49.6,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.7'}]","[90, 116, 29, 34, 37, 215, 217]",True,1560162,2021-11-20T00:00:00,2021-11-20T14:00:00,1 : 0,1 : 0,0 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,1,Successful,106596.0,40.7,48.1,,,,,,,,,,,Camp Nou,Espanyol
3,2357067403.0,4,0,3.0,70,40.7,48.1,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '47.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 35, 36, 215, 217]",True,1560162,2021-11-20T00:00:00,2021-11-20T14:00:00,1 : 0,1 : 0,0 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,1,Successful,92691.0,47.9,48.5,,,,,,,,,,,Camp Nou,Espanyol
4,2357067417.0,5,0,3.0,70,47.9,48.5,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '22.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.1'}]","[90, 116, 29, 34, 37, 215, 217]",True,1560162,2021-11-20T00:00:00,2021-11-20T14:00:00,1 : 0,1 : 0,0 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,1,Successful,106596.0,36.7,22.7,,,,,,,,,,,Camp Nou,Espanyol
5,2357067427.0,6,0,5.0,70,36.7,22.7,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.4'}]","[90, 116, 29, 35, 37, 215, 217]",True,1560162,2021-11-20T00:00:00,2021-11-20T14:00:00,1 : 0,1 : 0,0 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,1,Successful,90778.0,45.2,5.5,,,,,,,,,,,Camp Nou,Espanyol
6,2357067441.0,7,0,6.0,70,45.2,5.5,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '13.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.6'}]","[90, 116, 29, 34, 36, 215, 217]",True,1560162,2021-11-20T00:00:00,2021-11-20T14:00:00,1 : 0,1 : 0,0 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,1,Successful,82630.0,34.4,13.6,,,,,,,,,,,Camp Nou,Espanyol
7,2357067471.0,8,0,8.0,70,34.1,17.3,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '30.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 34, 36, 214, 217]",True,1560162,2021-11-20T00:00:00,2021-11-20T14:00:00,1 : 0,1 : 0,0 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,1,Successful,90778.0,27.0,60.2,,,,,,,,,,,Camp Nou,Espanyol
8,2357067495.0,9,0,12.0,70,27.0,60.2,0,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '67.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '81.9'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '89.8'}]","[90, 119, 123, 127, 35, 36, 216, 217]",True,1560162,2021-11-20T00:00:00,2021-11-20T14:00:00,1 : 0,1 : 0,0 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,0,Unsuccessful,73265.0,89.8,81.9,,,,,,,,,,,Camp Nou,Espanyol
9,2357067493.0,3,0,16.0,65,12.0,17.9,0,[],[92],False,1560162,2021-11-20T00:00:00,2021-11-20T14:00:00,1 : 0,1 : 0,0 : 0,,Camp Nou,96,1,FirstHalf,49,BallRecovery,1,Successful,397469.0,,,,,,,,,,,,,Camp Nou,Espanyol
