,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,isGoal,cardType.value,cardType.displayName,venue,opponent
0,2383432939.0,2,0,0.0,65,0.0,0.0,0,[],[],False,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,32,Start,1,Successful,,,,,,,,,,,,,,Camp Nou,Napoli
1,2383432937.0,2,0,0.0,276,0.0,0.0,0,[],[],False,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,32,Start,1,Successful,,,,,,,,,,,,,,Camp Nou,Napoli
2,2383432955.0,3,0,1.0,276,50.2,49.7,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.1'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,118169.0,53.4,42.2,,,,,,,,,,,Camp Nou,Napoli
3,2383432967.0,4,0,2.0,276,52.7,41.7,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '0.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.6'}]","[91, 120, 29, 36, 38, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,0,Unsuccessful,294193.0,55.1,0.0,,,,,,,,,,,Camp Nou,Napoli
4,2383433031.0,4,0,8.0,65,45.9,100.0,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.7'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.6'}]","[91, 212, 35, 38, 215]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,44288.0,31.7,94.8,,,,,,,,,,,Camp Nou,Napoli
5,2383433045.0,5,0,13.0,65,28.8,87.6,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '30.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '23.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.3'}]","[91, 117, 30, 35, 38, 215, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,368091.0,23.6,43.3,,,,,,,,,,,Camp Nou,Napoli
6,2383433073.0,6,0,15.0,65,24.1,44.6,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.1'}]","[91, 117, 30, 36, 37, 215, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,12712.0,31.1,72.2,,,,,,,,,,,Camp Nou,Napoli
7,2383433087.0,7,0,18.0,65,31.8,71.7,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 215, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,368091.0,31.1,32.3,,,,,,,,,,,Camp Nou,Napoli
8,2383433105.0,8,0,21.0,65,31.1,32.3,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '63.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.5'}]","[91, 117, 30, 36, 37, 215, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,12712.0,33.1,63.8,,,,,,,,,,,Camp Nou,Napoli
9,2383433125.0,9,0,25.0,65,33.5,66.6,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '80.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.2'}]","[91, 117, 30, 36, 37, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,368091.0,33.7,80.1,,,,,,,,,,,Camp Nou,Napoli
10,2383433141.0,10,0,27.0,65,33.7,80.1,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.0'}]","[91, 117, 30, 36, 37, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,402197.0,38.9,93.6,,,,,,,,,,,Camp Nou,Napoli
11,2383433151.0,11,0,31.0,65,38.9,93.6,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '62.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 215, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,44288.0,32.3,62.9,,,,,,,,,,,Camp Nou,Napoli
12,2383433177.0,12,0,32.0,65,32.3,62.9,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '30.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.4'}]","[91, 117, 30, 36, 38, 215, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,368091.0,32.4,30.2,,,,,,,,,,,Camp Nou,Napoli
13,2383433193.0,13,0,38.0,65,35.7,32.8,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.5'}]","[91, 117, 30, 35, 37, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,12712.0,35.5,60.5,,,,,,,,,,,Camp Nou,Napoli
14,2383433221.0,14,0,39.0,65,35.5,60.5,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.7'}]","[91, 117, 30, 36, 37, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,368091.0,35.7,70.4,,,,,,,,,,,Camp Nou,Napoli
15,2383433239.0,15,0,43.0,65,35.4,67.5,0,"[{'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.4'}]","[91, 117, 30, 124, 35, 38, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,44288.0,34.9,24.2,,,,,,,,,,,Camp Nou,Napoli
16,2383433259.0,16,0,46.0,65,36.9,22.7,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '51.1'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,12712.0,51.1,42.7,,,,,,,,,,,Camp Nou,Napoli
17,2383433275.0,17,0,48.0,65,51.1,42.7,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '61.1'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,44120.0,61.1,12.1,,,,,,,,,,,Camp Nou,Napoli
18,2383433281.0,18,0,49.0,65,61.1,12.1,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '1.6'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '11.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.0'}]","[91, 120, 29, 36, 38, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,0,Unsuccessful,422939.0,62.6,11.5,,,,,,,,,,,Camp Nou,Napoli
19,2383433293.0,6,0,49.0,276,30.8,91.4,0,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '18'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 60]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,74,BlockedPass,1,Successful,84603.0,,,,,,,,,,,,,Camp Nou,Napoli
20,2383433307.0,7,0,50.0,276,30.8,91.5,0,[],[93],False,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,49,BallRecovery,1,Successful,84603.0,,,,,,,,,,,,,Camp Nou,Napoli
21,2383433319.0,8,0,51.0,276,29.6,92.1,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.1'}]","[91, 118, 120, 29, 36, 37, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,0,Unsuccessful,84603.0,36.5,93.3,,,,,,,,,,,Camp Nou,Napoli
22,2383433313.0,20,0,52.0,65,58.8,5.8,0,[],[93],False,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,49,BallRecovery,1,Successful,397469.0,,,,,,,,,,,,,Camp Nou,Napoli
23,2383433325.0,21,0,53.0,65,58.8,5.8,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '63.1'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,397469.0,63.1,9.7,,,,,,,,,,,Camp Nou,Napoli
24,2383433343.0,22,0,54.0,65,63.1,9.7,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '75.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.5'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,422939.0,75.0,5.5,,,,,,,,,,,Camp Nou,Napoli
25,2383433347.0,23,0,58.0,65,86.3,12.2,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 211, 'displayName': 'OverRun'}}]","[91, 204]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,3,TakeOn,0,Unsuccessful,140088.0,,,,,,,,,,,,,Camp Nou,Napoli
26,2383433471.0,11,1,18.0,276,5.3,41.2,1,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '4.5'}, {'type': {'value': 124, 'displayName': 'GoalKick'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '51.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 37, 215, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,295358.0,4.5,51.6,,,,,,,,,,,Camp Nou,Napoli
27,2383433483.0,12,1,20.0,276,4.2,47.8,1,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '26.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '10.6'}]","[91, 117, 30, 36, 38, 215, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,241022.0,10.6,26.0,,,,,,,,,,,Camp Nou,Napoli
28,2383433501.0,13,1,21.0,276,12.6,25.7,1,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '30.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '2.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.8'}]","[91, 117, 30, 36, 38, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,295358.0,37.9,2.8,,,,,,,,,,,Camp Nou,Napoli
29,2383433511.0,14,1,25.0,276,39.2,6.6,1,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '25'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 54]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,3,TakeOn,1,Successful,122469.0,,,,,,,,,,,,,Camp Nou,Napoli
30,2383433535.0,25,1,25.0,65,60.8,93.4,1,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '14'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]",[55],False,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,45,Challenge,0,Unsuccessful,349760.0,,,,,,,,,,,,,Camp Nou,Napoli
31,2383433521.0,15,1,26.0,276,41.8,10.3,1,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 120, 29, 36, 37, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,0,Unsuccessful,122469.0,53.4,42.2,,,,,,,,,,,Camp Nou,Napoli
32,2383433541.0,26,1,30.0,65,53.1,55.4,1,[],[93],False,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,49,BallRecovery,1,Successful,12712.0,,,,,,,,,,,,,Camp Nou,Napoli
33,2383433589.0,27,1,31.0,65,53.9,55.1,1,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '63.3'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,12712.0,63.3,43.1,,,,,,,,,,,Camp Nou,Napoli
34,2383433587.0,16,1,36.0,276,37.9,57.2,1,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '28'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 63]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,4,Foul,1,Successful,294193.0,,,,,,,,,,,,,Camp Nou,Napoli
35,2383433597.0,28,1,36.0,65,62.1,42.8,1,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '16'}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]",[64],False,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,4,Foul,0,Unsuccessful,140088.0,,,,,,,,,,,,,Camp Nou,Napoli
36,2383433785.0,17,2,2.0,276,39.5,65.7,2,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.7'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.2'}]","[91, 117, 30, 132, 35, 37, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,90880.0,37.9,87.2,,,,,,,,,,,Camp Nou,Napoli
37,2383433789.0,18,2,3.0,276,37.8,87.2,2,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,84603.0,40.7,92.6,,,,,,,,,,,Camp Nou,Napoli
38,2383433795.0,19,2,4.0,276,37.5,96.0,2,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.9'}]","[91, 118, 120, 29, 36, 38, 216, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,0,Unsuccessful,83390.0,40.2,91.9,,,,,,,,,,,Camp Nou,Napoli
39,2383434235.0,40,2,5.0,65,58.7,6.6,2,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]",[91],True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,61,BallTouch,1,Successful,397469.0,,,,,,,,,,,,,Camp Nou,Napoli
40,2383433825.0,20,2,8.0,276,36.6,71.7,2,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '77.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.3'}]","[91, 117, 30, 35, 37, 215, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,349561.0,25.3,77.7,,,,,,,,,,,Camp Nou,Napoli
41,2383433831.0,21,2,13.0,276,25.6,67.7,2,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '34.1'}]","[91, 117, 30, 35, 38, 215, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,90880.0,24.0,34.1,,,,,,,,,,,Camp Nou,Napoli
42,2383433839.0,22,2,15.0,276,24.4,32.0,2,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '13.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.1'}]","[91, 117, 30, 36, 38, 215, 218]",True,1604529,2022-02-17T00:00:00,2022-02-17T17:45:00,1 : 1,1 : 1,0 : 1,,Camp Nou,98,1,FirstHalf,1,Pass,1,Successful,295358.0,29.1,13.0,,,,,,,,,,,Camp Nou,Napoli
