,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,blockedX,blockedY,cardType.value,cardType.displayName,venue,opponent
0,2368251643.0,2,0,0.0,833,0.0,0.0,0,[],[],False,1560110,2021-12-18T00:00:00,2021-12-18T18:30:00,3 : 2,3 : 2,2 : 0,,Camp Nou,96,1,FirstHalf,32,Start,1,Successful,,,,,,,,,,,,,,Camp Nou,Elche
1,2368251647.0,2,0,0.0,65,0.0,0.0,0,[],[],False,1560110,2021-12-18T00:00:00,2021-12-18T18:30:00,3 : 2,3 : 2,2 : 0,,Camp Nou,96,1,FirstHalf,32,Start,1,Successful,,,,,,,,,,,,,,Camp Nou,Elche
2,2368251663.0,3,0,1.0,833,50.1,49.7,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '56.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 37, 216, 218]",True,1560110,2021-12-18T00:00:00,2021-12-18T18:30:00,3 : 2,3 : 2,2 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,1,Successful,135663.0,38.0,56.6,,,,,,,,,,,Camp Nou,Elche
3,2368251681.0,4,0,2.0,833,38.5,57.3,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '84.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.9'}]","[91, 117, 30, 35, 37, 216, 218]",True,1560110,2021-12-18T00:00:00,2021-12-18T18:30:00,3 : 2,3 : 2,2 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,1,Successful,115996.0,36.1,84.8,,,,,,,,,,,Camp Nou,Elche
4,2368251693.0,5,0,4.0,833,36.9,82.9,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '71.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.8'}]","[91, 117, 30, 36, 38, 216, 218]",True,1560110,2021-12-18T00:00:00,2021-12-18T18:30:00,3 : 2,3 : 2,2 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,1,Successful,135098.0,39.8,71.2,,,,,,,,,,,Camp Nou,Elche
5,2368251697.0,6,0,6.0,833,39.6,76.4,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '85.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.2'}]","[91, 117, 30, 35, 37, 215, 218]",True,1560110,2021-12-18T00:00:00,2021-12-18T18:30:00,3 : 2,3 : 2,2 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,1,Successful,115996.0,31.8,85.3,,,,,,,,,,,Camp Nou,Elche
6,2368251719.0,7,0,7.0,833,31.5,85.3,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '21.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.9'}]","[91, 117, 30, 35, 38, 215, 218]",True,1560110,2021-12-18T00:00:00,2021-12-18T18:30:00,3 : 2,3 : 2,2 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,1,Successful,135098.0,21.9,73.5,,,,,,,,,,,Camp Nou,Elche
7,2368251757.0,8,0,9.0,833,20.7,72.3,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '2.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '41.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.0'}]","[91, 117, 30, 35, 38, 215, 218]",True,1560110,2021-12-18T00:00:00,2021-12-18T18:30:00,3 : 2,3 : 2,2 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,1,Successful,316957.0,2.5,41.5,,,,,,,,,,,Camp Nou,Elche
8,2368251805.0,9,0,12.0,833,3.2,42.5,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '47.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '46.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '44.0'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 118, 120, 128, 36, 37, 216, 218]",True,1560110,2021-12-18T00:00:00,2021-12-18T18:30:00,3 : 2,3 : 2,2 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,0,Unsuccessful,109930.0,47.1,44.0,,,,,,,,,,,Camp Nou,Elche
9,2368251839.0,3,0,15.0,65,53.4,57.8,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '53.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.4'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.6'}]","[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,1560110,2021-12-18T00:00:00,2021-12-18T18:30:00,3 : 2,3 : 2,2 : 0,,Camp Nou,96,1,FirstHalf,1,Pass,1,Successful,44721.0,55.6,53.9,,,,,,,,,,,Camp Nou,Elche
