,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,isGoal,cardType.value,cardType.displayName,blockedX,blockedY,venue,opponent
219,2343523669.0,95,15,36.0,55,51.0,18.9,15,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.0'}]","[90, 116, 29, 34, 37, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,76810.0,46.7,9.1,,,,,,,,,,,Camp Nou,Valencia
220,2343523671.0,96,15,38.0,55,45.3,3.4,15,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '47.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.1'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '147'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.8'}]","[90, 117, 119, 28, 35, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,0,Unsuccessful,101084.0,47.3,3.8,,,,,,,,,,,Camp Nou,Valencia
221,2343523667.0,147,15,38.0,65,54.0,94.8,15,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '96'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 59]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,74,BlockedPass,1,Successful,382234.0,,,,,,,,,,,,,Camp Nou,Valencia
222,2343523815.0,98,15,52.0,55,48.6,0.0,15,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}]","[90, 211, 34, 36, 215]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,101084.0,46.5,9.5,,,,,,,,,,,Camp Nou,Valencia
223,2343523841.0,99,15,53.0,55,46.5,9.5,15,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.4'}]","[90, 116, 29, 34, 37, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,392686.0,45.3,4.4,,,,,,,,,,,Camp Nou,Valencia
224,2343523855.0,100,15,54.0,55,44.8,3.7,15,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '47.5'}]","[90, 117, 119, 127, 35, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,0,Unsuccessful,101084.0,47.5,7.1,,,,,,,,,,,Camp Nou,Valencia
225,2343523851.0,149,15,54.0,65,52.9,91.4,15,"[{'type': {'value': 21, 'displayName': 'OtherBodyPart'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]",[90],True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,61,BallTouch,1,Successful,382234.0,,,,,,,,,,,,,Camp Nou,Valencia
226,2343523947.0,151,15,56.0,65,69.4,83.6,15,[],[92],False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,49,BallRecovery,1,Successful,110154.0,,,,,,,,,,,,,Camp Nou,Valencia
227,2343523879.0,150,15,56.0,65,70.1,83.4,15,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '101'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 52]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,3,TakeOn,0,Unsuccessful,110154.0,,,,,,,,,,,,,Camp Nou,Valencia
228,2343523903.0,101,15,56.0,55,29.9,16.6,15,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '150'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[90, 142]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,7,Tackle,1,Successful,76810.0,,,,,,,,,,,,,Camp Nou,Valencia
229,2343523907.0,102,15,58.0,55,33.5,26.7,15,[],[92],False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,49,BallRecovery,1,Successful,392686.0,,,,,,,,,,,,,Camp Nou,Valencia
230,2343523989.0,103,15,58.0,55,33.5,26.7,15,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '50.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 34, 36, 214, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,392686.0,25.3,50.4,,,,,,,,,,,Camp Nou,Valencia
231,2343524049.0,104,16,6.0,55,29.8,66.1,16,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '84.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 35, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,322095.0,34.1,84.4,,,,,,,,,,,Camp Nou,Valencia
232,2343524067.0,105,16,10.0,55,44.2,70.3,16,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.5'}]","[90, 116, 29, 34, 37, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,119817.0,36.9,48.5,,,,,,,,,,,Camp Nou,Valencia
233,2343524079.0,106,16,11.0,55,36.7,47.3,16,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '25.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '30.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.0'}]","[90, 119, 28, 123, 35, 37, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,0,Unsuccessful,27254.0,62.0,25.6,,,,,,,,,,,Camp Nou,Valencia
234,2343524085.0,152,16,13.0,65,43.6,74.5,16,[],[92],False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,49,BallRecovery,1,Successful,44288.0,,,,,,,,,,,,,Camp Nou,Valencia
235,2343524123.0,153,16,13.0,65,43.6,74.5,16,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '57.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '74.5'}]","[90, 118, 116, 29, 35, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,44288.0,57.8,74.5,,,,,,,,,,,Camp Nou,Valencia
236,2343524153.0,154,16,17.0,65,62.9,77.2,16,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.0'}]","[90, 119, 28, 35, 37, 216, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,0,Unsuccessful,382234.0,71.0,69.6,,,,,,,,,,,Camp Nou,Valencia
237,2343524165.0,107,16,18.0,55,28.8,38.6,16,[],[92],False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,49,BallRecovery,1,Successful,76810.0,,,,,,,,,,,,,Camp Nou,Valencia
238,2343524263.0,108,16,22.0,55,24.9,39.1,16,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '4.8'}]","[90, 116, 29, 34, 36, 214, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,76810.0,4.8,42.4,,,,,,,,,,,Camp Nou,Valencia
239,2343524291.0,109,16,25.0,55,2.7,39.5,16,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '46.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[90, 116, 126, 35, 37, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,90811.0,46.2,24.1,,,,,,,,,,,Camp Nou,Valencia
240,2343524309.0,110,16,28.0,55,46.2,24.1,16,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '35.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}]","[90, 119, 28, 138, 35, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,0,Unsuccessful,354526.0,56.2,35.5,,,,,,,,,,,Camp Nou,Valencia
241,2343524299.0,155,16,31.0,65,39.8,63.0,16,[],[92],False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,49,BallRecovery,1,Successful,12712.0,,,,,,,,,,,,,Camp Nou,Valencia
242,2343524319.0,156,16,31.0,65,39.8,63.1,16,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '41.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 35, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,12712.0,41.8,68.7,,,,,,,,,,,Camp Nou,Valencia
243,2343524365.0,157,16,33.0,65,41.8,68.7,16,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '49.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.1'}]","[90, 116, 29, 35, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,368091.0,49.0,70.3,,,,,,,,,,,Camp Nou,Valencia
244,2343524395.0,158,16,37.0,65,47.0,68.2,16,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[90, 118, 116, 29, 35, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,44721.0,53.7,91.2,,,,,,,,,,,Camp Nou,Valencia
245,2343524403.0,159,16,39.0,65,54.0,91.2,16,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 118, 116, 29, 35, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,44288.0,59.6,91.8,,,,,,,,,,,Camp Nou,Valencia
246,2343524415.0,160,16,40.0,65,59.6,91.8,16,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.9'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,382234.0,60.9,86.2,,,,,,,,,,,Camp Nou,Valencia
247,2343524437.0,161,16,40.0,65,60.9,86.2,16,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '57.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.2'}]","[90, 118, 116, 29, 34, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,422937.0,57.9,86.3,,,,,,,,,,,Camp Nou,Valencia
248,2343524461.0,162,16,42.0,65,56.4,84.5,16,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '49.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '76.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 34, 37, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,382234.0,49.3,76.1,,,,,,,,,,,Camp Nou,Valencia
249,2343524485.0,163,16,44.0,65,48.9,72.7,16,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '36.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '77.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[90, 119, 123, 127, 35, 37, 216, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,0,Unsuccessful,44721.0,77.5,42.5,,,,,,,,,,,Camp Nou,Valencia
250,2343524497.0,111,16,47.0,55,22.4,60.4,16,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '164'}]","[196, 199]",False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,44,Aerial,1,Successful,119817.0,,,,,,,,,,,,,Camp Nou,Valencia
251,2343524491.0,164,16,47.0,65,77.6,39.6,16,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '111'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[197, 198]",False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,44,Aerial,0,Unsuccessful,379205.0,,,,,,,,,,,,,Camp Nou,Valencia
252,2343524517.0,112,16,47.0,55,22.1,62.6,16,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.5'}]","[90, 117, 119, 28, 138, 35, 37, 214, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,0,Unsuccessful,119817.0,26.9,48.5,,,,,,,,,,,Camp Nou,Valencia
253,2343524539.0,165,16,48.0,65,73.7,61.1,16,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 68]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,61,BallTouch,0,Unsuccessful,382234.0,,,,,,,,,,,,,Camp Nou,Valencia
254,2343524551.0,113,16,49.0,55,26.4,43.7,16,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 68]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,61,BallTouch,0,Unsuccessful,392686.0,,,,,,,,,,,,,Camp Nou,Valencia
255,2343524599.0,166,16,51.0,65,69.9,57.9,16,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '75.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '80.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,110154.0,75.3,80.8,,,,,,,,,,,Camp Nou,Valencia
256,2343524637.0,167,16,54.0,65,75.3,80.8,16,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.0'}]","[90, 118, 116, 29, 204, 34, 37, 216, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,422937.0,71.2,70.8,,,,,,,,,,,Camp Nou,Valencia
257,2343524647.0,168,16,58.0,65,74.5,72.0,16,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '93.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.3'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,110154.0,93.7,75.4,,,,,,,,,,,Camp Nou,Valencia
258,2343524655.0,169,16,59.0,65,93.7,75.4,16,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '93.3'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '114'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '1.1'}]","[90, 119, 28, 34, 37, 216, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,0,Unsuccessful,44288.0,93.3,73.9,,,,,,,,,,,Camp Nou,Valencia
259,2343524689.0,114,16,59.0,55,9.3,25.9,16,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '169'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 59]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,74,BlockedPass,1,Successful,354526.0,,,,,,,,,,,,,Camp Nou,Valencia
