,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType.value,cardType.displayName,venue,opponent
10,2376403591.0,12,0,35.0,65,38.9,57.2,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '36.9'}]","[91, 117, 30, 35, 38, 216, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,1,Successful,384711.0,33.7,36.9,,,,,,,,,,,Mendizorroza,Deportivo Alaves
11,2376403601.0,13,0,38.0,65,34.6,34.3,0,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '77.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '53.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.9'}]","[91, 120, 124, 128, 36, 37, 217, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,0,Unsuccessful,12712.0,77.5,75.9,,,,,,,,,,,Mendizorroza,Deportivo Alaves
12,2376403629.0,3,0,41.0,60,23.5,20.3,0,"[{'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '16.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.1'}]","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,0,Unsuccessful,333111.0,37.1,16.1,,,,,,,,,,,Mendizorroza,Deportivo Alaves
13,2376403653.0,14,0,44.0,65,60.8,82.6,0,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '42.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '81.8'}]","[91, 117, 30, 35, 38, 216, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,1,Successful,44288.0,42.8,81.8,,,,,,,,,,,Mendizorroza,Deportivo Alaves
14,2376403693.0,15,0,48.0,65,37.5,80.5,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.9'}]","[91, 117, 30, 35, 38, 216, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,1,Successful,384711.0,34.7,49.9,,,,,,,,,,,Mendizorroza,Deportivo Alaves
15,2376403731.0,16,0,52.0,65,38.3,44.0,0,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '46.9'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,1,Successful,12712.0,69.9,92.7,,,,,,,,,,,Mendizorroza,Deportivo Alaves
16,2376403747.0,17,0,59.0,65,78.6,87.5,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,1,Successful,427283.0,68.7,87.2,,,,,,,,,,,Mendizorroza,Deportivo Alaves
17,2376403779.0,18,1,0.0,65,69.5,85.9,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '78.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,1,Successful,44288.0,78.4,94.7,,,,,,,,,,,Mendizorroza,Deportivo Alaves
18,2376403781.0,19,1,4.0,65,96.8,97.4,1,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 53]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,3,TakeOn,0,Unsuccessful,427283.0,,,,,,,,,,,,,Mendizorroza,Deportivo Alaves
19,2376403791.0,4,1,4.0,60,3.2,2.6,1,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '19'}]","[91, 143]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,7,Tackle,1,Successful,333111.0,,,,,,,,,,,,,Mendizorroza,Deportivo Alaves
20,2376403877.0,21,1,17.0,65,87.6,100.0,1,"[{'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '73.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.5'}]","[91, 212, 35, 38, 217]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,1,Successful,44288.0,73.0,93.0,,,,,,,,,,,Mendizorroza,Deportivo Alaves
21,2376403881.0,22,1,18.0,65,73.0,93.0,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.7'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,1,Successful,279423.0,53.2,72.0,,,,,,,,,,,Mendizorroza,Deportivo Alaves
22,2376403899.0,23,1,22.0,65,52.9,70.2,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '48.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.2'}]","[91, 117, 30, 35, 38, 216, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,1,Successful,384711.0,48.7,42.2,,,,,,,,,,,Mendizorroza,Deportivo Alaves
23,2376403937.0,24,1,28.0,65,54.9,33.9,1,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,1,Successful,12712.0,70.9,3.5,,,,,,,,,,,Mendizorroza,Deportivo Alaves
24,2376403943.0,25,1,31.0,65,71.0,4.3,1,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '6.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '86.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.1'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,1,Successful,349760.0,86.8,6.8,,,,,,,,,,,Mendizorroza,Deportivo Alaves
25,2376403965.0,26,1,33.0,65,87.7,7.1,1,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '83.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '15.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,1,Successful,402197.0,83.6,15.2,,,,,,,,,,,Mendizorroza,Deportivo Alaves
26,2376403967.0,27,1,36.0,65,93.7,29.4,1,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 69]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,61,BallTouch,0,Unsuccessful,349760.0,,,,,,,,,,,,,Mendizorroza,Deportivo Alaves
27,2376403991.0,6,1,36.0,60,2.6,67.3,1,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '64.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '0.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 94, 95, 215]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,12,Clearance,1,Successful,79708.0,0.0,64.8,,,,,,,,,,,Mendizorroza,Deportivo Alaves
28,2376403997.0,7,1,37.0,60,0.8,67.5,1,"[{'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '28'}]",[122],False,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,6,CornerAwarded,0,Unsuccessful,79708.0,,,,,,,,,,,,,Mendizorroza,Deportivo Alaves
29,2376403999.0,28,1,37.0,65,99.2,32.5,1,"[{'type': {'value': 75, 'displayName': 'MissRight'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '7'}]",[122],False,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,6,CornerAwarded,1,Successful,349760.0,,,,,,,,,,,,,Mendizorroza,Deportivo Alaves
30,2376404151.0,29,2,0.0,65,99.5,0.5,2,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.4'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 6, 'displayName': 'CornerTaken'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '97.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.7'}]","[91, 137, 124, 126, 31, 33, 34, 35, 37, 217, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,0,Unsuccessful,402197.0,97.2,43.6,,,,,,,,,,,Mendizorroza,Deportivo Alaves
31,2376404167.0,8,2,1.0,60,2.7,60.8,2,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '8.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.3'}, {'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 94, 95, 57, 215]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,12,Clearance,1,Successful,395234.0,8.5,95.9,,,,,,,,,,,Mendizorroza,Deportivo Alaves
32,2376404185.0,30,2,3.0,65,89.7,10.4,2,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '11.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,1,Successful,402197.0,69.1,11.3,,,,,,,,,,,Mendizorroza,Deportivo Alaves
33,2376404203.0,31,2,6.0,65,75.6,14.0,2,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '33.1'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '90.0'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '57.3'}]","[91, 137, 124, 126, 36, 37, 217, 218]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,1,Pass,0,Unsuccessful,379205.0,90.0,57.3,,,,,,,,,,,Mendizorroza,Deportivo Alaves
34,2376404211.0,9,2,8.0,60,9.4,44.6,2,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '32'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[197, 200]",False,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,44,Aerial,1,Successful,79708.0,,,,,,,,,,,,,Mendizorroza,Deportivo Alaves
35,2376404213.0,32,2,8.0,65,90.6,55.4,2,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '9'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[198, 199]",False,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,44,Aerial,0,Unsuccessful,12712.0,,,,,,,,,,,,,Mendizorroza,Deportivo Alaves
36,2376404227.0,10,2,8.0,60,8.0,51.1,2,"[{'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '14.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '36.5'}]","[91, 94, 95, 57, 215]",True,1559971,2022-01-23T00:00:00,2022-01-23T20:00:00,0 : 1,0 : 1,0 : 0,,Mendizorroza,93,1,FirstHalf,12,Clearance,1,Successful,79708.0,14.5,36.5,,,,,,,,,,,Mendizorroza,Deportivo Alaves
