,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType.value,cardType.displayName,venue,opponent
18,2346530419.0,14,0,44.0,52,29.2,39.7,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '22.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.9'}]","[90, 116, 29, 35, 37, 214, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,337879.0,30.9,22.5,,,,,,,,,,,Camp Nou,Real Madrid
19,2346530479.0,15,0,46.0,52,29.4,24.5,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '50.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '8.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.0'}]","[90, 116, 29, 34, 36, 214, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,144511.0,8.9,50.8,,,,,,,,,,,Camp Nou,Real Madrid
20,2346530579.0,16,0,49.0,52,9.9,52.9,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '21.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 35, 36, 214, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,73798.0,21.7,73.8,,,,,,,,,,,Camp Nou,Real Madrid
21,2346530649.0,17,0,57.0,52,32.5,84.4,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '56.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.9'}]","[90, 116, 29, 34, 37, 214, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,39722.0,27.9,56.6,,,,,,,,,,,Camp Nou,Real Madrid
22,2346530751.0,18,0,58.0,52,27.9,56.2,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.4'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '44.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.3'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[90, 118, 116, 123, 126, 35, 37, 215, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,88526.0,54.3,4.5,,,,,,,,,,,Camp Nou,Real Madrid
23,2346530769.0,19,1,4.0,52,44.6,4.5,1,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.3'}]","[90, 116, 29, 34, 37, 215, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,347862.0,35.3,3.2,,,,,,,,,,,Camp Nou,Real Madrid
24,2346530895.0,20,1,5.0,52,34.7,3.2,1,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '18.0'}]","[90, 116, 29, 35, 36, 215, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,144511.0,35.5,18.0,,,,,,,,,,,Camp Nou,Real Madrid
25,2346530911.0,21,1,12.0,52,23.0,3.9,1,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '51.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '0.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[90, 119, 127, 35, 37, 215, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,0,Unsuccessful,20874.0,51.0,0.0,,,,,,,,,,,Camp Nou,Real Madrid
26,2346531135.0,10,1,22.0,65,50.1,100.0,1,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.4'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 211, 34, 37, 215]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,44288.0,37.7,95.4,,,,,,,,,,,Camp Nou,Real Madrid
27,2346531259.0,11,1,26.0,65,35.7,85.4,1,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '50.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 34, 37, 215, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,12712.0,34.4,50.3,,,,,,,,,,,Camp Nou,Real Madrid
28,2346531343.0,12,1,33.0,65,51.8,25.4,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '52.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.4'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,368091.0,52.8,3.4,,,,,,,,,,,Camp Nou,Real Madrid
29,2346531401.0,13,1,37.0,65,44.7,9.5,1,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '35.0'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '19.9'}]","[90, 116, 126, 34, 36, 214, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,397469.0,19.9,43.9,,,,,,,,,,,Camp Nou,Real Madrid
30,2346531417.0,14,1,40.0,65,19.9,43.9,1,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.6'}]","[90, 116, 29, 35, 36, 214, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,80774.0,28.9,60.6,,,,,,,,,,,Camp Nou,Real Madrid
31,2346531471.0,15,1,42.0,65,30.9,64.5,1,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '55.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.2'}]","[90, 116, 29, 35, 37, 215, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,12712.0,40.2,55.1,,,,,,,,,,,Camp Nou,Real Madrid
32,2346531543.0,16,1,44.0,65,39.7,59.3,1,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.2'}]","[90, 116, 29, 35, 36, 215, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,44721.0,45.6,86.6,,,,,,,,,,,Camp Nou,Real Madrid
33,2346531573.0,17,1,47.0,65,51.0,92.7,1,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '98.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.0'}]","[90, 118, 116, 29, 35, 36, 215, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,279423.0,60.0,98.4,,,,,,,,,,,Camp Nou,Real Madrid
34,2346531603.0,18,1,49.0,65,60.0,98.4,1,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '75.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.2'}]","[90, 119, 28, 35, 37, 216, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,0,Unsuccessful,44288.0,75.8,75.2,,,,,,,,,,,Camp Nou,Real Madrid
35,2346531615.0,23,1,51.0,52,22.8,29.0,1,[],[92],False,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,49,BallRecovery,1,Successful,337879.0,,,,,,,,,,,,,Camp Nou,Real Madrid
36,2346531647.0,24,1,52.0,52,22.8,29.0,1,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '23.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.9'}]","[90, 116, 29, 35, 37, 214, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,337879.0,29.3,23.2,,,,,,,,,,,Camp Nou,Real Madrid
37,2346531771.0,25,1,53.0,52,29.4,23.2,1,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '34.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.9'}]","[90, 118, 116, 123, 126, 35, 37, 215, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,88526.0,59.7,3.9,,,,,,,,,,,Camp Nou,Real Madrid
38,2346531837.0,27,1,56.0,52,70.2,8.0,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[90, 68]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,61,BallTouch,0,Unsuccessful,347862.0,,,,,,,,,,,,,Camp Nou,Real Madrid
39,2346531767.0,19,1,58.0,65,17.2,87.8,1,[],[92],False,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,49,BallRecovery,1,Successful,12712.0,,,,,,,,,,,,,Camp Nou,Real Madrid
40,2346531891.0,20,2,2.0,65,14.2,91.2,2,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.2'}]","[90, 116, 29, 35, 37, 214, 217]",True,1559861,2021-10-24T00:00:00,2021-10-24T15:15:00,1 : 2,1 : 2,0 : 1,,Camp Nou,97,1,FirstHalf,1,Pass,1,Successful,12712.0,26.0,75.2,,,,,,,,,,,Camp Nou,Real Madrid
