,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Iago Aspas,10.0,es  ESP,"FW,AM",33-061,90,0,0,0,0,0,0,1,0.0,1,12,4,33.3,1,4,7,2,0,0,2,1,1,0,0
1,Emre Mor,11.0,tr  TUR,FW,23-069,59,2,1,0,1,1,0,1,0.0,1,16,3,18.8,3,7,6,1,0,0,1,0,2,0,0
2,Santi Mina,22.0,es  ESP,FW,24-299,31,2,2,0,1,1,0,0,,0,8,3,37.5,0,4,4,0,0,0,0,0,2,0,0
3,Denis Suárez,6.0,es  ESP,CM,26-269,90,1,0,1,0,0,1,2,50.0,1,16,3,18.8,10,6,0,0,0,0,0,0,1,1,0
4,Gabriel Veiga,31.0,es  ESP,"CM,WB",18-127,59,0,0,0,0,0,0,1,0.0,1,20,7,35.0,6,10,4,2,0,0,2,0,0,0,0
5,Nolito,9.0,es  ESP,LW,33-352,31,0,0,0,0,0,0,2,0.0,2,6,1,16.7,0,1,5,0,0,0,0,0,0,0,0
6,Renato Tapia,14.0,pe  PER,DM,25-065,73,2,2,0,1,1,1,4,25.0,3,19,5,26.3,7,11,1,3,1,0,2,1,3,2,0
7,Fran Beltrán,8.0,es  ESP,DM,21-241,17,0,0,0,0,0,0,1,0.0,1,6,2,33.3,1,1,4,0,0,0,0,0,0,1,0
8,José Fontán,29.0,es  ESP,WB,20-233,31,0,0,0,0,0,0,0,,0,7,1,14.3,3,4,0,0,0,0,0,0,0,2,0
9,Néstor Araujo,4.0,mx  MEX,CB,29-033,59,0,0,0,0,0,0,1,0.0,1,7,1,14.3,2,3,2,1,0,0,1,1,1,3,0
10,Hugo Mallo,2.0,es  ESP,"WB,RB,CB",29-101,90,1,0,1,0,0,0,1,0.0,1,11,5,45.5,5,2,4,2,0,0,2,1,2,0,0
11,Lucas Olaza,15.0,uy  URU,"CB,LB,WB",26-072,90,1,1,1,0,0,0,2,0.0,2,14,3,21.4,4,8,2,1,0,0,1,0,1,0,0
12,Jeison Murillo,24.0,co  COL,CB,28-127,90,1,1,0,0,1,0,1,0.0,1,13,3,23.1,5,5,3,2,0,0,2,2,3,2,0
13,Joseph Aidoo,18.0,gh  GHA,CB,25-002,45,1,0,1,0,0,0,2,0.0,2,6,1,16.7,4,2,0,0,0,0,0,3,4,1,0
14,Miguel Baeza,27.0,es  ESP,"RW,CM,CB",20-188,45,1,1,1,0,0,1,2,50.0,1,7,2,28.6,3,2,2,0,0,0,0,0,1,0,0
15,Iván Villar,1.0,es  ESP,GK,23-084,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
16,16 Players,,,,,990,12,8,5,3,4,3,21,14.3,18,168,44,26.2,54,70,44,14,1,0,13,9,21,12,0
