,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Lionel Messi,10.0,ar  ARG,"FW,RW",33-099,90,0,0,0,0,0,0,3,0.0,3,13,5,38.5,3,3,7,1,0,0,1,0,0,0,0
1,Ansu Fati,22.0,es  ESP,LW,17-336,71,2,0,0,0,2,1,1,100.0,0,15,3,20.0,4,3,8,1,0,0,1,0,2,0,0
2,Francisco Trincão,17.0,pt  POR,"RW,LW",20-277,19,0,0,0,0,0,0,1,0.0,1,4,1,25.0,0,3,1,0,0,0,0,0,0,0,0
3,Antoine Griezmann,7.0,fr  FRA,RW,29-194,44,1,1,1,0,0,0,0,,0,9,4,44.4,2,2,5,1,0,0,1,0,1,0,0
4,Ronald Araújo,30.0,uy  URU,CB,21-208,46,1,1,1,0,0,1,1,100.0,0,1,1,100.0,1,0,0,2,2,0,0,0,1,2,0
5,Philippe Coutinho,14.0,br  BRA,AM,28-111,71,2,1,1,0,1,1,1,100.0,0,8,2,25.0,5,2,1,1,0,0,1,0,2,1,0
6,Pedri,16.0,es  ESP,"LW,AM",17-311,19,2,2,2,0,0,1,2,50.0,1,6,1,16.7,2,3,1,0,0,0,0,1,3,0,0
7,Frenkie de Jong,21.0,nl  NED,CM,23-142,90,2,2,1,1,0,0,1,0.0,1,9,5,55.6,3,5,1,1,0,0,1,1,3,0,0
8,Sergio Busquets,5.0,es  ESP,CM,32-077,90,1,1,1,0,0,0,2,0.0,2,21,8,38.1,14,7,0,4,1,0,3,3,4,2,0
9,Jordi Alba,18.0,es  ESP,LB,31-194,90,0,0,0,0,0,0,3,0.0,3,16,7,43.8,8,7,1,5,0,0,5,1,1,1,0
10,Clément Lenglet,15.0,fr  FRA,"CB,FW,AM",25-106,41,1,0,0,1,0,1,2,50.0,1,9,2,22.2,3,5,1,0,0,0,0,0,1,0,0
11,Gerard Piqué,3.0,es  ESP,CB,33-242,90,1,0,0,1,0,0,1,0.0,1,5,2,40.0,1,4,0,2,0,0,2,1,2,3,0
12,Sergi Roberto,20.0,es  ESP,RB,28-237,90,2,1,2,0,0,2,2,100.0,0,9,0,0.0,4,2,3,3,2,0,1,0,2,2,0
13,Neto,13.0,br  BRA,GK,31-074,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
14,14 Players,,,,,941,15,9,9,3,3,7,20,35.0,13,125,41,32.8,50,46,29,21,5,0,16,7,22,11,0
