,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Iago Aspas,10.0,es  ESP,"FW,AM",33-061,90,29,40,72.5,448,83,18,21,85.7,6,11,54.5,4,5,80.0,0,0.0,1,3,0,0,1
1,Emre Mor,11.0,tr  TUR,FW,23-069,59,12,14,85.7,161,11,8,8,100.0,4,4,100.0,0,1,0.0,0,0.0,0,0,1,0,1
2,Santi Mina,22.0,es  ESP,FW,24-299,31,7,8,87.5,97,16,5,5,100.0,2,3,66.7,0,0,,0,0.0,0,0,0,0,0
3,Denis Suárez,6.0,es  ESP,CM,26-269,90,46,59,78.0,810,223,22,24,91.7,17,24,70.8,6,8,75.0,0,0.0,1,6,0,0,5
4,Gabriel Veiga,31.0,es  ESP,"CM,WB",18-127,59,11,13,84.6,130,28,5,7,71.4,2,2,100.0,1,1,100.0,0,0.0,0,1,1,0,1
5,Nolito,9.0,es  ESP,LW,33-352,31,13,16,81.3,198,84,9,10,90.0,3,5,60.0,1,1,100.0,0,0.1,2,2,1,0,3
6,Renato Tapia,14.0,pe  PER,DM,25-065,73,26,29,89.7,450,48,11,12,91.7,12,13,92.3,2,3,66.7,0,0.0,0,1,0,0,1
7,Fran Beltrán,8.0,es  ESP,DM,21-241,17,21,21,100.0,464,130,4,4,100.0,13,13,100.0,4,4,100.0,0,0.0,0,4,0,0,2
8,José Fontán,29.0,es  ESP,WB,20-233,31,13,18,72.2,138,40,8,8,100.0,3,7,42.9,0,0,,0,0.0,0,0,1,0,2
9,Néstor Araujo,4.0,mx  MEX,CB,29-033,59,27,28,96.4,551,159,5,5,100.0,18,18,100.0,4,5,80.0,0,0.0,0,4,0,0,1
10,Hugo Mallo,2.0,es  ESP,"WB,RB,CB",29-101,90,48,66,72.7,966,370,19,22,86.4,21,28,75.0,8,14,57.1,0,0.1,1,3,2,1,8
11,Lucas Olaza,15.0,uy  URU,"CB,LB,WB",26-072,90,29,40,72.5,558,127,12,17,70.6,13,14,92.9,4,9,44.4,0,0.0,0,2,0,0,1
12,Jeison Murillo,24.0,co  COL,CB,28-127,90,36,42,85.7,769,249,9,10,90.0,23,26,88.5,4,5,80.0,0,0.0,0,2,0,0,2
13,Joseph Aidoo,18.0,gh  GHA,CB,25-002,45,19,24,79.2,389,163,5,6,83.3,10,12,83.3,4,5,80.0,0,0.0,0,4,0,0,2
14,Miguel Baeza,27.0,es  ESP,"RW,CM,CB",20-188,45,13,14,92.9,203,41,7,8,87.5,6,6,100.0,0,0,,0,0.1,1,0,2,0,2
15,Iván Villar,1.0,es  ESP,GK,23-084,90,22,28,78.6,495,332,7,7,100.0,10,11,90.9,4,9,44.4,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,372,460,80.9,6827,2104,154,174,88.5,163,197,82.7,46,70,65.7,0,0.3,6,32,8,1,32
