,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Iago Aspas,10.0,es  ESP,"FW,AM",33-061,90,47,0,4,23,21,5,45,2,3,66.7,2,0,38,220,144,6,1,2,2,0,60,41,68.3,4
1,Emre Mor,11.0,tr  TUR,FW,23-069,59,25,0,2,15,11,4,22,2,3,66.7,2,0,17,98,39,2,1,1,3,3,32,17,53.1,6
2,Santi Mina,22.0,es  ESP,FW,24-299,31,9,0,0,3,6,1,8,0,0,,0,0,6,9,2,0,0,0,0,0,8,6,75.0,0
3,Denis Suárez,6.0,es  ESP,CM,26-269,90,70,2,12,39,26,1,68,4,6,66.7,4,0,56,351,142,10,4,0,3,3,57,55,96.5,5
4,Gabriel Veiga,31.0,es  ESP,"CM,WB",18-127,59,18,0,5,8,5,2,18,1,1,100.0,1,0,12,53,33,3,0,0,1,0,19,14,73.7,3
5,Nolito,9.0,es  ESP,LW,33-352,31,20,0,0,4,18,4,18,1,2,50.0,1,0,17,132,95,5,1,2,0,0,20,18,90.0,6
6,Renato Tapia,14.0,pe  PER,DM,25-065,73,37,4,10,22,8,0,36,0,0,,0,0,21,142,97,5,2,0,0,0,25,20,80.0,2
7,Fran Beltrán,8.0,es  ESP,DM,21-241,17,22,1,5,16,4,0,22,0,0,,0,0,18,118,94,6,0,0,0,0,24,20,83.3,0
8,José Fontán,29.0,es  ESP,WB,20-233,31,23,1,7,12,4,1,18,0,0,,0,0,10,22,10,0,0,0,0,0,10,9,90.0,0
9,Néstor Araujo,4.0,mx  MEX,CB,29-033,59,36,6,14,23,5,1,35,0,0,,0,0,24,244,200,6,1,0,0,0,25,25,100.0,0
10,Hugo Mallo,2.0,es  ESP,"WB,RB,CB",29-101,90,72,2,13,32,31,0,62,1,1,100.0,1,0,42,173,64,3,0,0,1,1,57,47,82.5,1
11,Lucas Olaza,15.0,uy  URU,"CB,LB,WB",26-072,90,46,3,16,19,12,1,45,0,1,0.0,0,0,30,145,49,1,1,0,1,1,37,34,91.9,0
12,Jeison Murillo,24.0,co  COL,CB,28-127,90,51,8,34,17,2,1,50,1,1,100.0,1,0,27,112,49,1,0,0,2,0,27,26,96.3,0
13,Joseph Aidoo,18.0,gh  GHA,CB,25-002,45,27,3,10,16,2,0,27,1,1,100.0,1,0,17,116,36,1,1,0,0,0,10,10,100.0,0
14,Miguel Baeza,27.0,es  ESP,"RW,CM,CB",20-188,45,19,0,2,4,14,3,19,0,1,0.0,0,0,16,64,27,1,0,1,1,0,20,17,85.0,5
15,Iván Villar,1.0,es  ESP,GK,23-084,90,31,29,31,0,0,0,20,0,0,,0,0,15,42,23,0,0,0,0,0,13,13,100.0,0
16,16 Players,,,,,990,553,59,165,253,169,24,513,13,20,65.0,13,0,366,2041,1104,50,12,6,14,8,444,372,83.8,32
