,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Lionel Messi,10.0,ar  ARG,"FW,RW",33-099,90,0,0,0,0,2,1,0,0,89,13,0,0,1,0.2,0.2,0.2,6,2,61,77,79.2,4,66,11,5,6
1,Ansu Fati,22.0,es  ESP,LW,17-336,71,1,0,0,0,1,1,0,0,48,15,2,0,1,0.1,0.1,0.0,3,1,33,38,86.8,0,41,6,7,8
2,Francisco Trincão,17.0,pt  POR,"RW,LW",20-277,19,0,0,0,0,0,0,0,0,5,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,5,1,0,0
3,Antoine Griezmann,7.0,fr  FRA,RW,29-194,44,0,0,0,0,1,0,0,0,26,9,1,0,1,0.0,0.0,0.0,0,0,19,21,90.5,2,19,1,0,0
4,Ronald Araújo,30.0,uy  URU,CB,21-208,46,0,0,0,0,0,0,0,0,18,1,1,0,2,0.0,0.0,0.0,0,0,8,11,72.7,0,11,0,0,0
5,Philippe Coutinho,14.0,br  BRA,AM,28-111,71,0,1,0,0,2,1,0,0,62,8,2,0,1,0.2,0.2,0.1,4,2,47,53,88.7,6,52,9,2,2
6,Pedri,16.0,es  ESP,"LW,AM",17-311,19,0,0,0,0,0,0,0,0,12,6,2,1,0,0.0,0.0,0.0,0,0,7,9,77.8,3,10,0,0,0
7,Frenkie de Jong,21.0,nl  NED,CM,23-142,90,0,0,0,0,0,0,0,0,65,9,2,1,1,0.0,0.0,0.2,0,0,49,57,86.0,2,50,4,3,3
8,Sergio Busquets,5.0,es  ESP,CM,32-077,90,0,0,0,0,0,0,1,0,90,21,1,3,4,0.0,0.0,0.0,0,0,68,80,85.0,5,56,1,0,0
9,Jordi Alba,18.0,es  ESP,LB,31-194,90,0,0,0,0,0,0,1,0,87,16,0,1,5,0.0,0.0,0.0,0,0,65,75,86.7,5,55,4,0,1
10,Clément Lenglet,15.0,fr  FRA,"CB,FW,AM",25-106,41,0,0,0,0,0,0,2,1,42,9,1,0,0,0.0,0.0,0.0,0,0,33,41,80.5,2,29,1,1,1
11,Gerard Piqué,3.0,es  ESP,CB,33-242,90,0,0,0,0,0,0,1,0,48,5,1,1,2,0.0,0.0,0.0,0,0,34,40,85.0,0,27,4,0,0
12,Sergi Roberto,20.0,es  ESP,RB,28-237,90,1,0,0,0,1,1,0,0,69,9,2,0,3,0.2,0.2,0.0,0,0,55,60,91.7,0,45,6,0,0
13,Neto,13.0,br  BRA,GK,31-074,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0.0,0.0,0.0,0,0,24,36,66.7,0,22,0,0,0
14,14 Players,,,,,941,2,1,0,0,7,4,5,1,701,125,15,7,21,0.8,0.8,0.5,13,5,504,600,84.0,29,488,48,18,21
