,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Iago Aspas,10.0,es  ESP,"FW,AM",33-061,90,40,39,1,0,0,3,0,1,0,0,0,0,35,5,0,33,7,0,0,0,29,1,1,1,3
1,Emre Mor,11.0,tr  TUR,FW,23-069,59,14,11,3,1,0,2,1,1,0,0,0,0,10,3,1,11,3,0,0,0,12,0,0,0,1
2,Santi Mina,22.0,es  ESP,FW,24-299,31,8,7,1,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,7,0,0,0,0
3,Denis Suárez,6.0,es  ESP,CM,26-269,90,59,56,3,2,0,5,0,2,1,0,0,0,49,6,4,5,54,0,0,0,46,0,3,0,3
4,Gabriel Veiga,31.0,es  ESP,"CM,WB",18-127,59,13,13,0,0,0,2,0,1,0,0,0,0,9,2,2,1,11,1,0,0,11,0,0,0,1
5,Nolito,9.0,es  ESP,LW,33-352,31,16,14,2,0,0,0,0,1,2,1,0,0,15,0,1,0,16,0,0,0,13,0,0,1,0
6,Renato Tapia,14.0,pe  PER,DM,25-065,73,29,28,1,1,0,2,0,0,0,0,0,0,24,4,1,3,24,1,0,0,26,0,0,0,0
7,Fran Beltrán,8.0,es  ESP,DM,21-241,17,21,21,0,0,0,0,2,0,0,0,0,0,20,0,1,2,19,0,0,0,21,0,0,0,0
8,José Fontán,29.0,es  ESP,WB,20-233,31,18,13,5,0,0,1,0,0,0,0,0,0,9,7,2,10,1,1,5,0,13,0,0,2,1
9,Néstor Araujo,4.0,mx  MEX,CB,29-033,59,28,27,1,1,0,0,0,0,0,0,0,0,26,0,2,4,24,0,0,0,27,0,0,0,0
10,Hugo Mallo,2.0,es  ESP,"WB,RB,CB",29-101,90,66,56,10,1,0,5,2,4,0,0,0,0,39,15,12,4,48,5,9,0,48,0,1,0,4
11,Lucas Olaza,15.0,uy  URU,"CB,LB,WB",26-072,90,40,39,1,0,0,2,0,3,0,0,0,0,27,6,7,34,1,1,1,1,29,0,0,1,1
12,Jeison Murillo,24.0,co  COL,CB,28-127,90,42,41,1,1,0,3,0,0,0,0,0,0,32,7,3,8,30,3,0,0,36,0,0,0,1
13,Joseph Aidoo,18.0,gh  GHA,CB,25-002,45,24,24,0,0,0,6,0,0,0,0,0,0,15,7,2,1,18,2,0,1,19,0,0,2,1
14,Miguel Baeza,27.0,es  ESP,"RW,CM,CB",20-188,45,14,14,0,0,1,1,0,0,0,0,0,0,13,1,0,11,3,0,0,0,13,0,0,0,0
15,Iván Villar,1.0,es  ESP,GK,23-084,90,28,17,11,3,0,0,0,0,0,0,0,0,20,0,8,1,23,0,0,4,22,0,1,0,0
16,16 Players,,,,,990,460,420,40,10,1,32,5,13,3,1,0,0,351,63,46,128,290,14,15,6,372,1,6,7,16
