,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Iago Aspas,10.0,es  ESP,"FW,AM",33-061,90,0,0,0,0,1,0,0,0,47,12,0,1,2,0.0,0.0,0.0,4,0,29,40,72.5,1,38,6,2,3
1,Emre Mor,11.0,tr  TUR,FW,23-069,59,0,0,0,0,0,0,0,0,25,16,2,0,1,0.0,0.0,0.0,0,0,12,14,85.7,1,17,2,2,3
2,Santi Mina,22.0,es  ESP,FW,24-299,31,0,0,0,0,0,0,0,0,9,8,2,0,0,0.0,0.0,0.0,1,0,7,8,87.5,0,6,0,0,0
3,Denis Suárez,6.0,es  ESP,CM,26-269,90,0,0,0,0,0,0,0,0,70,16,1,0,0,0.0,0.0,0.0,1,0,46,59,78.0,5,56,10,4,6
4,Gabriel Veiga,31.0,es  ESP,"CM,WB",18-127,59,0,0,0,0,0,0,0,0,18,20,0,0,2,0.0,0.0,0.0,1,0,11,13,84.6,1,12,3,1,1
5,Nolito,9.0,es  ESP,LW,33-352,31,0,0,0,0,4,2,0,0,20,6,0,0,0,0.2,0.2,0.1,3,0,13,16,81.3,3,17,5,1,2
6,Renato Tapia,14.0,pe  PER,DM,25-065,73,0,0,0,0,0,0,1,0,37,19,2,1,3,0.0,0.0,0.0,1,0,26,29,89.7,1,21,5,0,0
7,Fran Beltrán,8.0,es  ESP,DM,21-241,17,0,0,0,0,0,0,1,0,22,6,0,0,0,0.0,0.0,0.0,1,0,21,21,100.0,2,18,6,0,0
8,José Fontán,29.0,es  ESP,WB,20-233,31,0,0,0,0,1,1,0,0,23,7,0,0,0,0.0,0.0,0.0,0,0,13,18,72.2,2,10,0,0,0
9,Néstor Araujo,4.0,mx  MEX,CB,29-033,59,0,0,0,0,1,0,1,0,36,7,0,1,1,0.0,0.0,0.0,1,0,27,28,96.4,1,24,6,0,0
10,Hugo Mallo,2.0,es  ESP,"WB,RB,CB",29-101,90,0,0,0,0,0,0,0,0,72,11,1,1,2,0.0,0.0,0.1,2,0,48,66,72.7,8,42,3,1,1
11,Lucas Olaza,15.0,uy  URU,"CB,LB,WB",26-072,90,0,0,0,0,1,0,0,0,46,14,1,0,1,0.1,0.1,0.0,1,0,29,40,72.5,1,30,1,0,1
12,Jeison Murillo,24.0,co  COL,CB,28-127,90,0,0,0,0,0,0,1,0,51,13,1,2,2,0.0,0.0,0.0,0,0,36,42,85.7,2,27,1,1,1
13,Joseph Aidoo,18.0,gh  GHA,CB,25-002,45,0,0,0,0,0,0,1,0,27,6,1,3,0,0.0,0.0,0.0,1,0,19,24,79.2,2,17,1,1,1
14,Miguel Baeza,27.0,es  ESP,"RW,CM,CB",20-188,45,0,0,0,0,2,0,0,0,19,7,1,0,0,0.2,0.2,0.1,1,0,13,14,92.9,2,16,1,0,1
15,Iván Villar,1.0,es  ESP,GK,23-084,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0.0,0.0,0.0,0,0,22,28,78.6,0,15,0,0,0
16,16 Players,,,,,990,0,0,0,0,10,3,5,0,553,168,12,9,14,0.6,0.6,0.3,18,0,372,460,80.9,32,366,50,13,20
