,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Lucas Boyé,9.0,ar  ARG,FW,24-362,71,13,21,61.9,200,36,5,7,71.4,7,9,77.8,0,1,0.0,0,0.0,0,0,0,0,0
1,Guido Carrillo,21.0,ar  ARG,FW,29-275,19,2,3,66.7,21,0,2,2,100.0,0,0,,0,1,0.0,0,0.0,0,0,0,0,0
2,Emiliano Rigoni,22.0,ar  ARG,LW,28-020,59,16,23,69.6,297,55,7,10,70.0,6,8,75.0,2,3,66.7,0,0.3,1,0,0,0,0
3,Tete Morente,11.0,es  ESP,"WB,LW",24-082,31,8,10,80.0,152,76,3,3,100.0,4,5,80.0,1,1,100.0,0,0.1,1,0,1,1,1
4,Pere Milla,10.0,es  ESP,RW,28-154,71,18,21,85.7,282,49,9,11,81.8,7,7,100.0,2,3,66.7,0,0.0,0,0,0,0,2
5,Nino,7.0,es  ESP,RW,40-259,19,9,10,90.0,128,7,8,9,88.9,0,0,,1,1,100.0,0,0.0,0,0,0,0,0
6,Omenuke Mfulu,6.0,cd  COD,CM,26-341,80,30,35,85.7,556,97,11,14,78.6,16,16,100.0,2,4,50.0,0,0.0,0,2,0,0,1
7,Luismi,15.0,es  ESP,CM,28-295,10,6,6,100.0,190,22,0,0,,3,3,100.0,3,3,100.0,0,0.0,0,1,0,0,1
8,Raúl Guti,14.0,es  ESP,CM,24-056,90,39,43,90.7,903,170,13,14,92.9,19,20,95.0,7,8,87.5,0,0.0,0,5,0,0,6
9,Johan Mojica,25.0,co  COL,WB,28-187,90,41,46,89.1,611,352,22,22,100.0,15,16,93.8,3,6,50.0,0,0.1,2,3,2,2,1
10,Cifu,23.0,es  ESP,WB,30-142,59,11,16,68.8,149,14,9,10,90.0,1,3,33.3,1,2,50.0,0,0.0,0,0,0,0,0
11,Fidel,16.0,es  ESP,"LW,WB",31-120,31,12,16,75.0,166,57,7,9,77.8,5,6,83.3,0,0,,0,0.0,0,1,0,0,1
12,Josema,24.0,es  ESP,CB,24-263,90,34,43,79.1,657,162,10,11,90.9,21,21,100.0,3,11,27.3,0,0.0,0,1,0,0,0
13,Gonzalo Verdú,5.0,es  ESP,CB,32-126,90,51,51,100.0,1175,541,14,14,100.0,24,24,100.0,12,12,100.0,0,0.0,0,6,1,0,5
14,Antonio Barragán,19.0,es  ESP,CB,33-257,90,40,46,87.0,674,232,20,22,90.9,17,19,89.5,3,4,75.0,0,0.0,0,2,0,0,1
15,Édgar Badía,13.0,es  ESP,GK,29-012,90,30,38,78.9,909,499,1,1,100.0,21,21,100.0,8,16,50.0,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,360,428,84.1,7070,2369,141,159,88.7,166,178,93.3,48,76,63.2,0,0.4,4,21,4,3,19
