,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Lucas Boyé,9.0,ar  ARG,FW,24-362,71,3,1,0,3,0,1,3,33.3,2,21,4,19.0,2,16,3,1,0,0,1,0,3,2,0
1,Guido Carrillo,21.0,ar  ARG,FW,29-275,19,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,1,1,0,0
2,Emiliano Rigoni,22.0,ar  ARG,LW,28-020,59,1,1,0,1,0,0,2,0.0,2,9,1,11.1,0,6,3,1,0,0,1,0,1,0,0
3,Tete Morente,11.0,es  ESP,"WB,LW",24-082,31,1,1,1,0,0,0,0,,0,5,1,20.0,1,2,2,1,0,0,1,1,2,0,0
4,Pere Milla,10.0,es  ESP,RW,28-154,71,2,2,1,1,0,1,2,50.0,1,24,5,20.8,5,18,1,1,0,0,1,2,4,0,0
5,Nino,7.0,es  ESP,RW,40-259,19,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0
6,Omenuke Mfulu,6.0,cd  COD,CM,26-341,80,5,2,3,2,0,3,4,75.0,1,25,7,28.0,16,8,1,0,0,0,0,3,8,1,0
7,Luismi,15.0,es  ESP,CM,28-295,10,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
8,Raúl Guti,14.0,es  ESP,CM,24-056,90,1,1,1,0,0,1,5,20.0,4,17,3,17.6,7,8,2,0,0,0,0,1,2,0,0
9,Johan Mojica,25.0,co  COL,WB,28-187,90,2,2,2,0,0,2,4,50.0,2,16,4,25.0,10,6,0,0,0,0,0,3,5,0,0
10,Cifu,23.0,es  ESP,WB,30-142,59,0,0,0,0,0,0,1,0.0,1,19,4,21.1,14,3,2,2,0,0,2,2,2,1,0
11,Fidel,16.0,es  ESP,"LW,WB",31-120,31,0,0,0,0,0,0,0,,0,9,2,22.2,4,4,1,0,0,0,0,0,0,0,0
12,Josema,24.0,es  ESP,CB,24-263,90,1,0,1,0,0,0,0,,0,11,3,27.3,9,2,0,0,0,0,0,1,2,4,0
13,Gonzalo Verdú,5.0,es  ESP,CB,32-126,90,2,1,1,1,0,1,2,50.0,1,8,3,37.5,6,2,0,3,3,0,0,1,3,5,0
14,Antonio Barragán,19.0,es  ESP,CB,33-257,90,2,1,2,0,0,1,1,100.0,0,9,1,11.1,5,1,3,1,0,0,1,5,7,3,0
15,Édgar Badía,13.0,es  ESP,GK,29-012,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
16,16 Players,,,,,990,20,12,12,8,0,10,24,41.7,14,177,38,21.5,80,78,19,10,3,0,7,20,40,16,0
