,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Lionel Messi,10.0,ar  ARG,"FW,AM",33-245,90,2,0,0,0,3,2,0,0,86,7,0,0,0,0.9,0.9,0.5,7,4,60,72,83.3,9,68,16,3,5
1,Martin Braithwaite,9.0,dk  DEN,"LW,FW",29-264,75,0,2,0,0,0,0,0,0,28,8,1,2,0,0.0,0.0,0.8,3,2,13,19,68.4,0,19,1,0,0
2,Antoine Griezmann,7.0,fr  FRA,FW,29-340,15,0,0,0,0,1,0,0,0,11,3,1,0,0,0.6,0.6,0.1,2,0,7,8,87.5,1,8,2,0,0
3,Francisco Trincão,17.0,pt  POR,RW,21-057,66,0,0,0,0,2,2,0,0,44,11,1,1,0,0.5,0.5,0.0,2,0,34,36,94.4,2,37,5,2,5
4,Sergio Busquets,5.0,es  ESP,RW,32-223,24,0,0,0,0,0,0,0,0,25,9,2,1,0,0.0,0.0,0.0,0,0,22,22,100.0,0,16,0,0,0
5,Pedri,16.0,es  ESP,CM,18-091,90,0,0,0,0,0,0,0,0,91,20,3,3,2,0.0,0.0,0.0,0,0,73,80,91.3,3,66,7,1,3
6,Frenkie de Jong,21.0,nl  NED,CM,23-288,90,0,1,0,0,0,0,0,0,114,6,1,1,1,0.0,0.0,0.5,2,0,97,102,95.1,8,93,25,2,3
7,Miralem Pjanić,8.0,ba  BIH,DM,30-328,45,0,0,0,0,0,0,0,0,55,4,0,1,1,0.0,0.0,0.0,0,0,44,50,88.0,5,43,2,2,2
8,Ousmane Dembélé,11.0,fr  FRA,LW,23-285,45,0,0,0,0,2,0,0,0,33,7,1,0,0,0.1,0.1,0.6,1,0,23,26,88.5,1,21,2,1,2
9,Jordi Alba,18.0,es  ESP,LB,31-340,76,1,0,0,0,1,1,0,0,77,9,0,3,1,0.4,0.4,0.0,1,0,66,70,94.3,4,51,5,0,1
10,Sergiño Dest,2.0,us  USA,LB,20-113,14,0,0,0,0,0,0,0,0,9,6,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,6,0,0,0
11,Samuel Umtiti,23.0,fr  FRA,CB,27-102,90,0,0,0,0,0,0,0,0,100,9,2,1,1,0.0,0.0,0.0,0,0,90,95,94.7,7,77,4,1,1
12,Gerard Piqué,3.0,es  ESP,CB,34-022,76,0,0,0,0,0,0,0,0,97,9,3,0,0,0.0,0.0,0.0,0,0,85,92,92.4,5,77,10,0,0
13,Clément Lenglet,15.0,fr  FRA,CB,25-252,14,0,0,0,0,0,0,0,0,15,6,1,1,0,0.0,0.0,0.0,0,0,13,14,92.9,1,14,2,0,0
14,Óscar Mingueza,28.0,es  ESP,RB,21-287,90,0,0,0,0,0,0,0,0,77,21,3,0,2,0.0,0.0,0.0,0,0,68,71,95.8,7,59,5,2,2
15,Marc-André ter Stegen,1.0,de  GER,GK,28-300,90,0,0,0,0,0,0,0,0,24,0,0,0,0,0.0,0.0,0.0,0,0,22,23,95.7,0,13,0,0,0
16,16 Players,,,,,990,3,3,0,0,9,5,0,0,886,135,19,14,8,2.5,2.5,2.5,18,6,723,787,91.9,53,668,86,14,24
