,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Lucas Boyé,9.0,ar  ARG,FW,24-362,71,21,19,2,0,0,4,1,0,0,0,0,0,17,2,2,1,18,1,0,0,13,0,1,2,2
1,Guido Carrillo,21.0,ar  ARG,FW,29-275,19,3,2,1,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,2,0,0,0,0
2,Emiliano Rigoni,22.0,ar  ARG,LW,28-020,59,23,20,3,0,0,6,1,2,3,0,3,0,16,2,5,14,8,0,0,0,16,0,0,2,1
3,Tete Morente,11.0,es  ESP,"WB,LW",24-082,31,10,10,0,0,0,2,0,1,0,0,0,0,7,2,1,1,9,0,0,0,8,0,1,0,1
4,Pere Milla,10.0,es  ESP,RW,28-154,71,21,20,1,0,0,3,1,0,0,0,0,0,19,1,1,16,5,0,0,0,18,0,0,2,0
5,Nino,7.0,es  ESP,RW,40-259,19,10,10,0,0,0,4,1,0,0,0,0,0,7,1,2,0,9,1,0,0,9,0,0,0,0
6,Omenuke Mfulu,6.0,cd  COD,CM,26-341,80,35,34,1,1,0,3,2,0,0,0,0,0,31,2,2,2,33,0,0,0,30,0,0,2,0
7,Luismi,15.0,es  ESP,CM,28-295,10,6,5,1,1,0,1,1,0,0,0,0,0,5,0,1,0,6,0,0,0,6,0,0,0,0
8,Raúl Guti,14.0,es  ESP,CM,24-056,90,43,43,0,0,0,8,2,0,0,0,0,0,38,1,4,0,43,0,0,0,39,0,0,1,0
9,Johan Mojica,25.0,co  COL,WB,28-187,90,46,42,4,0,0,6,0,3,0,0,0,0,27,11,8,36,5,1,4,0,41,0,0,0,1
10,Cifu,23.0,es  ESP,WB,30-142,59,16,16,0,0,0,2,0,3,0,0,0,0,12,2,2,1,15,0,0,0,11,1,0,0,1
11,Fidel,16.0,es  ESP,"LW,WB",31-120,31,16,15,1,0,0,5,0,0,0,0,0,0,12,2,2,10,3,2,1,0,12,0,0,2,1
12,Josema,24.0,es  ESP,CB,24-263,90,43,41,2,2,0,0,1,0,0,0,0,0,32,3,8,40,2,1,0,0,34,0,2,0,0
13,Gonzalo Verdú,5.0,es  ESP,CB,32-126,90,51,49,2,2,0,1,0,0,0,0,0,0,44,1,6,2,49,0,0,0,51,0,0,0,0
14,Antonio Barragán,19.0,es  ESP,CB,33-257,90,46,39,7,1,0,3,0,0,0,0,0,0,32,11,3,5,32,3,6,0,40,0,0,3,1
15,Édgar Badía,13.0,es  ESP,GK,29-012,90,38,28,10,4,0,2,0,0,0,0,0,0,22,2,14,3,30,0,0,4,30,0,0,0,0
16,16 Players,,,,,990,428,393,35,11,0,51,10,9,3,0,3,0,324,43,61,132,269,9,11,4,360,1,4,14,8
