,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Lucas Boyé,9.0,ar  ARG,FW,24-362,71,38,2,3,31,5,3,36,0,0,,0,0,22,79,28,1,0,0,5,1,34,21,61.8,2
1,Guido Carrillo,21.0,ar  ARG,FW,29-275,19,10,0,0,7,3,3,9,0,2,0.0,0,0,5,28,1,0,0,0,0,0,9,7,77.8,1
2,Emiliano Rigoni,22.0,ar  ARG,LW,28-020,59,28,0,5,19,11,3,25,0,2,0.0,0,0,19,166,130,6,4,2,0,1,20,16,80.0,2
3,Tete Morente,11.0,es  ESP,"WB,LW",24-082,31,17,0,7,5,6,0,17,0,0,,0,0,12,33,14,0,0,0,2,2,16,13,81.3,4
4,Pere Milla,10.0,es  ESP,RW,28-154,71,32,1,5,27,4,1,31,0,0,,0,0,21,140,94,3,2,0,2,3,33,23,69.7,1
5,Nino,7.0,es  ESP,RW,40-259,19,10,0,1,5,4,0,10,0,0,,0,0,5,8,0,0,0,0,0,0,13,10,76.9,0
6,Omenuke Mfulu,6.0,cd  COD,CM,26-341,80,44,2,17,29,1,0,43,0,0,,0,0,30,108,59,1,0,0,0,1,33,32,97.0,0
7,Luismi,15.0,es  ESP,CM,28-295,10,6,0,2,6,0,0,5,0,0,,0,0,3,26,9,0,0,0,0,0,5,5,100.0,0
8,Raúl Guti,14.0,es  ESP,CM,24-056,90,47,1,17,30,4,0,47,0,0,,0,0,39,238,111,4,0,0,0,0,40,33,82.5,0
9,Johan Mojica,25.0,co  COL,WB,28-187,90,51,3,19,23,10,0,47,1,4,25.0,1,1,43,229,55,3,0,0,0,0,39,36,92.3,1
10,Cifu,23.0,es  ESP,WB,30-142,59,21,1,9,6,7,1,21,1,1,100.0,1,0,14,53,25,1,0,0,0,0,18,14,77.8,3
11,Fidel,16.0,es  ESP,"LW,WB",31-120,31,21,0,4,14,6,0,20,0,2,0.0,0,0,16,47,25,0,0,0,0,2,20,18,90.0,2
12,Josema,24.0,es  ESP,CB,24-263,90,49,13,33,18,0,0,47,0,0,,0,0,30,183,123,2,0,0,0,0,36,36,100.0,0
13,Gonzalo Verdú,5.0,es  ESP,CB,32-126,90,61,7,35,29,0,0,59,0,0,,0,0,43,307,185,3,0,0,0,0,44,44,100.0,0
14,Antonio Barragán,19.0,es  ESP,CB,33-257,90,54,8,22,24,10,0,47,0,0,,0,0,25,133,83,4,0,0,0,0,38,30,78.9,3
15,Édgar Badía,13.0,es  ESP,GK,29-012,90,41,37,41,0,0,0,31,0,0,,0,0,19,88,35,0,0,0,0,0,22,22,100.0,0
16,16 Players,,,,,990,530,75,220,273,71,11,495,2,11,18.2,2,1,346,1866,977,28,6,2,9,10,420,360,85.7,19
