,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,33,Raúl Guti,Elche,Off Target,30.0,Right Foot,Half volley,Johan Mojica,Pass (Live),Emiliano Rigoni,Pass (Dead)
1,44,Pere Milla,Elche,Saved,21.0,Left Foot,,Pere Milla,Interception,,
2,,,,,,,,,,,
3,73,Jordi Alba,Barcelona,Goal,7.0,Left Foot,Half volley,Martin Braithwaite,Pass (Live),Lionel Messi,Pass (Live)
4,82,Antoine Griezmann,Barcelona,Off Target,8.0,Right Foot,,Ousmane Dembélé,Pass (Live),Antoine Griezmann,Pass (Live)
