,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes
10,Wisdom Amey,it  ITA,DF,Bologna,15,2005,1,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
11,Kelvin Amian,fr  FRA,DF,Spezia,23,1998,32,31,2646,29.4,1,1,1,0,0,9,2,0.03,0.03,0.07,0.03,0.07,2.4,2.4,1.2,3.6,0.08,0.04,0.12,0.08,0.12
12,Nadiem Amiri,de  GER,"MF,FW",Genoa,24,1996,13,9,683,7.6,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,1.1,1.1,1.6,2.7,0.14,0.21,0.35,0.14,0.35
13,Ethan Ampadu,wls  WAL,"MF,DF",Venezia,20,2000,29,26,2282,25.4,0,3,0,0,0,13,2,0.00,0.12,0.12,0.00,0.12,0.3,0.3,1.4,1.7,0.01,0.06,0.07,0.01,0.07
14,Sofyan Amrabat,ma  MAR,MF,Fiorentina,24,1996,23,8,944,10.5,1,0,1,0,0,6,0,0.10,0.00,0.10,0.10,0.10,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04
15,Felipe Anderson,br  BRA,FW,Lazio,28,1993,38,33,2888,32.1,6,8,6,0,0,2,0,0.19,0.25,0.44,0.19,0.44,5.5,5.5,6.9,12.5,0.17,0.22,0.39,0.17,0.39
16,Ebenezer Annan,gh  GHA,DF,Bologna,18,2002,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
17,Cristian Ansaldi,ar  ARG,DF,Torino,34,1986,19,5,691,7.7,0,3,0,0,0,2,0,0.00,0.39,0.39,0.00,0.39,0.3,0.3,1.4,1.7,0.04,0.19,0.22,0.04,0.22
18,Janis Antiste,fr  FRA,FW,Spezia,18,2002,18,9,796,8.8,1,0,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,1.4,1.4,0.3,1.7,0.16,0.03,0.19,0.16,0.19
19,Mattia Aramu,it  ITA,"MF,FW",Venezia,26,1995,32,25,2100,23.3,7,5,4,3,4,6,0,0.30,0.21,0.51,0.17,0.39,6.9,3.9,4.4,8.4,0.30,0.19,0.49,0.17,0.36
20,Marko Arnautović,at  AUT,FW,Bologna,32,1989,33,32,2694,29.9,14,1,12,2,3,6,0,0.47,0.03,0.50,0.40,0.43,14.7,12.5,4.4,16.9,0.49,0.15,0.64,0.42,0.57
21,Tolgay Arslan,de  GER,MF,Udinese,30,1990,30,22,1658,18.4,1,0,1,0,0,9,0,0.05,0.00,0.05,0.05,0.05,1.2,1.2,1.7,2.9,0.07,0.09,0.16,0.07,0.16
22,Arthur,br  BRA,FW,Fiorentina,23,1998,14,8,749,8.3,2,2,2,0,0,1,0,0.24,0.24,0.48,0.24,0.48,3.7,3.7,0.3,4.0,0.45,0.03,0.48,0.45,0.48
23,Kristoffer Askildsen,no  NOR,MF,Sampdoria,20,2001,19,7,754,8.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.4,0.03,0.02,0.05,0.03,0.05
24,Kristjan Asllani,al  ALB,MF,Empoli,19,2002,23,14,1353,15.0,1,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,0.8,0.8,1.1,1.9,0.05,0.07,0.13,0.05,0.13
25,Emil Audero,it  ITA,GK,Sampdoria,24,1997,29,29,2560,28.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01
26,Tommaso Augello,it  ITA,DF,Sampdoria,26,1994,36,25,2395,26.6,1,1,1,0,0,0,0,0.04,0.04,0.08,0.04,0.08,0.4,0.4,1.9,2.3,0.01,0.07,0.09,0.01,0.09
27,Ramzi Aya,it  ITA,DF,Salernitana,30,1990,2,2,135,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03
28,Kaan Ayhan,tr  TUR,DF,Sassuolo,26,1994,23,14,1354,15.0,1,0,1,0,0,2,1,0.07,0.00,0.07,0.07,0.07,0.3,0.3,0.0,0.4,0.02,0.00,0.02,0.02,0.02
29,Milan Badelj,hr  CRO,MF,Genoa,32,1989,34,34,2844,31.6,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.2,1.2,2.3,3.5,0.04,0.07,0.11,0.04,0.11
30,Nicola Bagnolini,it  ITA,GK,Bologna,17,2004,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
31,Issa Bah,lu  LUX,FW,Venezia,19,2002,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
32,Nedim Bajrami,al  ALB,"MF,FW",Empoli,22,1999,35,23,2054,22.8,6,5,3,3,3,3,0,0.26,0.22,0.48,0.13,0.35,6.2,3.9,5.2,9.1,0.27,0.23,0.50,0.17,0.40
33,Tiemoué Bakayoko,fr  FRA,MF,Milan,26,1994,14,5,501,5.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.05,0.09,0.15,0.05,0.15
34,Tommaso Baldanzi,it  ITA,FW,Empoli,18,2003,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.14,0.14,0.00,0.14
35,Keita Baldé,sn  SEN,"FW,MF",Cagliari,26,1995,26,14,1229,13.7,3,1,3,0,0,2,0,0.22,0.07,0.29,0.22,0.29,3.2,3.2,1.1,4.2,0.23,0.08,0.31,0.23,0.31
36,Fodé Ballo-Touré,sn  SEN,DF,Milan,24,1997,10,5,446,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.11,0.04,0.15,0.11,0.15
37,Filippo Bandinelli,it  ITA,MF,Empoli,26,1995,35,24,1955,21.7,2,3,2,0,0,10,0,0.09,0.14,0.23,0.09,0.23,2.6,2.6,3.1,5.6,0.12,0.14,0.26,0.12,0.26
38,Mattia Bani,it  ITA,DF,Genoa,27,1993,17,13,1211,13.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.0,1.2,0.09,0.00,0.09,0.09,0.09
39,Antonín Barák,cz  CZE,"FW,MF",Hellas Verona,26,1994,29,27,2340,26.0,11,4,7,4,4,4,0,0.42,0.15,0.58,0.27,0.42,9.5,6.5,3.4,9.8,0.37,0.13,0.50,0.25,0.38
40,Francesco Bardi,it  ITA,GK,Bologna,29,1992,2,2,177,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
41,Nicolò Barella,it  ITA,MF,Inter,24,1997,36,36,2913,32.4,3,11,3,0,0,9,0,0.09,0.34,0.43,0.09,0.43,5.2,5.2,7.9,13.1,0.16,0.24,0.40,0.16,0.40
42,Musa Barrow,gm  GAM,"FW,MF",Bologna,22,1998,34,25,2134,23.7,6,6,6,0,0,0,0,0.25,0.25,0.51,0.25,0.51,5.4,5.4,4.4,9.8,0.23,0.18,0.41,0.23,0.41
43,Toma Bašić,hr  CRO,MF,Lazio,24,1996,29,9,982,10.9,0,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,1.7,1.7,0.8,2.5,0.16,0.08,0.23,0.16,0.23
44,Alessandro Bastoni,it  ITA,DF,Inter,22,1999,31,29,2311,25.7,1,2,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,0.5,0.5,1.4,1.9,0.02,0.05,0.07,0.02,0.07
45,Simone Bastoni,it  ITA,"MF,DF",Spezia,24,1996,31,26,2288,25.4,3,3,3,0,0,5,1,0.12,0.12,0.24,0.12,0.24,1.7,1.7,3.4,5.1,0.07,0.13,0.20,0.07,0.20
46,Rodrigo Becão,br  BRA,DF,Udinese,25,1996,35,35,3130,34.8,2,1,2,0,0,10,0,0.06,0.03,0.09,0.06,0.09,1.1,1.1,0.8,1.9,0.03,0.02,0.05,0.03,0.05
47,Valon Behrami,ch  SUI,MF,Genoa,36,1985,10,2,311,3.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06
48,Vid Belec,si  SVN,GK,Salernitana,31,1990,23,21,1938,21.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
49,Raoul Bellanova,it  ITA,DF,Cagliari,21,2000,31,27,2496,27.7,1,2,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11,1.8,1.8,3.8,5.6,0.06,0.14,0.20,0.06,0.20
50,Andrea Belotti,it  ITA,FW,Torino,27,1993,22,16,1371,15.2,8,1,5,3,3,1,0,0.53,0.07,0.59,0.33,0.39,7.6,5.3,1.0,6.3,0.50,0.06,0.56,0.35,0.41
51,Filip Benković,hr  CRO,"DF,FW",Udinese,24,1997,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.95,0.00,0.95,0.95,0.95
52,Ismaël Bennacer,dz  ALG,MF,Milan,23,1997,31,15,1525,16.9,2,1,2,0,0,7,0,0.12,0.06,0.18,0.12,0.18,0.8,0.8,2.0,2.8,0.05,0.12,0.16,0.05,0.16
53,Rodrigo Bentancur,uy  URU,MF,Juventus,24,1997,19,13,1155,12.8,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,0.3,0.8,0.03,0.02,0.06,0.03,0.06
54,Alessandro Berardi,it  ITA,GK,Hellas Verona,30,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
55,Domenico Berardi,it  ITA,FW,Sassuolo,26,1994,33,33,2819,31.3,15,14,9,6,6,9,0,0.48,0.45,0.93,0.29,0.73,12.4,7.8,8.5,16.3,0.39,0.27,0.67,0.25,0.52
56,Bartosz Bereszyński,pl  POL,DF,Sampdoria,29,1992,35,35,2946,32.7,0,3,0,0,0,12,0,0.00,0.09,0.09,0.00,0.09,0.7,0.7,1.1,1.8,0.02,0.03,0.05,0.02,0.05
57,Etrit Berisha,al  ALB,GK,Torino,32,1989,10,10,900,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
58,Federico Bernardeschi,it  ITA,"MF,FW",Juventus,27,1994,28,16,1475,16.4,1,3,1,0,0,5,0,0.06,0.18,0.24,0.06,0.24,1.4,1.4,1.9,3.3,0.09,0.12,0.20,0.09,0.20
59,Nicolò Bertola,it  ITA,"MF,DF",Spezia,18,2003,2,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04
60,Daniel Bessa,it  ITA,"MF,FW",Hellas Verona,28,1993,24,5,768,8.5,1,1,1,0,0,5,1,0.12,0.12,0.23,0.12,0.23,0.3,0.3,0.8,1.2,0.04,0.10,0.14,0.04,0.14
61,Beto,gw  GNB,FW,Udinese,23,1998,28,24,2173,24.1,11,0,11,0,0,1,0,0.46,0.00,0.46,0.46,0.46,10.6,10.6,1.5,12.1,0.44,0.06,0.50,0.44,0.50
62,Luis Binks,eng  ENG,DF,Bologna,19,2001,15,7,646,7.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.00,0.01,0.01,0.01
63,Cristiano Biraghi,it  ITA,DF,Fiorentina,28,1992,37,37,3153,35.0,4,1,3,1,2,5,1,0.11,0.03,0.14,0.09,0.11,3.3,1.8,5.8,7.6,0.10,0.16,0.26,0.05,0.22
64,Davide Biraschi,it  ITA,DF,Genoa,27,1994,14,11,930,10.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04
65,Bjarki Bjarkason,is  ISL,FW,Venezia,21,2000,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
66,Luka Bogdan,hr  CRO,DF,Salernitana,25,1996,6,4,399,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.01,0.01,0.01
67,Emil Bohinen,no  NOR,MF,Salernitana,22,1999,11,8,699,7.8,0,1,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,0.1,0.1,0.5,0.6,0.02,0.06,0.08,0.02,0.08
68,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31,1989,31,28,2266,25.2,4,4,4,0,0,8,1,0.16,0.16,0.32,0.16,0.32,5.1,5.1,2.5,7.5,0.20,0.10,0.30,0.20,0.30
69,Federico Bonazzoli,it  ITA,"FW,MF",Salernitana,24,1997,32,19,1866,20.7,10,0,8,2,2,6,0,0.48,0.00,0.48,0.39,0.39,7.4,5.9,0.8,6.7,0.36,0.04,0.40,0.29,0.32
70,Kevin Bonifazi,it  ITA,DF,Bologna,25,1996,22,14,1210,13.4,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.8,1.5,0.05,0.06,0.11,0.05,0.11
71,Leonardo Bonucci,it  ITA,DF,Juventus,34,1987,24,22,2005,22.3,5,0,2,3,3,1,0,0.22,0.00,0.22,0.09,0.09,4.9,2.6,0.4,3.0,0.22,0.02,0.24,0.12,0.13
72,Mehdi Bourabia,ma  MAR,MF,Spezia,29,1991,8,2,282,3.1,1,0,1,0,0,0,0,0.32,0.00,0.32,0.32,0.32,0.0,0.0,0.0,0.1,0.01,0.01,0.03,0.01,0.03
73,Edoardo Bove,it  ITA,"MF,FW",Roma,19,2002,11,0,68,0.8,1,0,1,0,0,0,0,1.32,0.00,1.32,1.32,1.32,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02
74,Josip Brekalo,hr  CRO,"FW,MF",Torino,23,1998,32,26,2286,25.4,7,2,7,0,0,1,0,0.28,0.08,0.35,0.28,0.35,4.7,4.7,5.1,9.9,0.19,0.20,0.39,0.19,0.39
75,Gleison Bremer,br  BRA,DF,Torino,24,1997,33,33,2890,32.1,3,1,3,0,0,7,0,0.09,0.03,0.12,0.09,0.12,4.1,4.1,0.2,4.3,0.13,0.01,0.13,0.13,0.13
76,Marcelo Brozović,hr  CRO,MF,Inter,28,1992,35,35,2937,32.6,2,1,2,0,0,7,0,0.06,0.03,0.09,0.06,0.09,1.2,1.2,1.8,3.0,0.04,0.06,0.09,0.04,0.09
77,Aleksander Buksa,pl  POL,FW,Genoa,18,2003,4,0,63,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
78,Alessandro Buongiorno,it  ITA,DF,Torino,22,1999,23,12,1181,13.1,0,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,0.7,1.2,0.04,0.05,0.09,0.04,0.09
79,Gianluca Busio,us  USA,MF,Venezia,19,2002,29,23,1950,21.7,1,1,1,0,0,8,0,0.05,0.05,0.09,0.05,0.09,1.0,1.0,1.7,2.7,0.05,0.08,0.12,0.05,0.12
80,Jovane Cabral,cv  CPV,FW,Lazio,23,1998,3,2,190,2.1,1,0,1,0,0,0,0,0.47,0.00,0.47,0.47,0.47,0.9,0.9,0.5,1.4,0.43,0.22,0.65,0.43,0.65
81,Liberato Cacace,nz  NZL,DF,Empoli,20,2000,10,5,466,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
82,Martín Cáceres,uy  URU,DF,Cagliari,34,1987,14,9,832,9.2,1,1,1,0,0,3,1,0.11,0.11,0.22,0.11,0.22,0.3,0.3,0.4,0.7,0.03,0.04,0.07,0.03,0.07
83,Davide Calabria,it  ITA,DF,Milan,24,1996,26,24,2119,23.5,2,2,2,0,0,2,0,0.08,0.08,0.17,0.08,0.17,3.2,3.2,1.4,4.6,0.14,0.06,0.20,0.14,0.20
84,Mattia Caldara,it  ITA,DF,Venezia,27,1994,31,30,2704,30.0,1,0,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,1.7,1.7,0.0,1.7,0.06,0.00,0.06,0.06,0.06
85,Hakan Çalhanoğlu,tr  TUR,MF,Inter,27,1994,34,33,2480,27.6,7,12,4,3,3,11,0,0.25,0.44,0.69,0.15,0.58,6.5,3.9,8.3,12.2,0.23,0.30,0.54,0.14,0.44
86,José Callejón,es  ESP,FW,Fiorentina,34,1987,30,16,1298,14.4,1,2,1,0,0,0,0,0.07,0.14,0.21,0.07,0.21,1.7,1.7,3.0,4.8,0.12,0.21,0.33,0.12,0.33
87,Andrea Cambiaso,it  ITA,DF,Genoa,21,2000,26,21,1790,19.9,1,4,1,0,0,5,1,0.05,0.20,0.25,0.05,0.25,0.7,0.7,1.8,2.5,0.04,0.09,0.13,0.04,0.13
88,Matteo Cancellieri,it  ITA,"MF,DF",Hellas Verona,19,2002,12,1,227,2.5,1,0,1,0,0,1,0,0.40,0.00,0.40,0.40,0.40,0.2,0.2,0.2,0.4,0.07,0.10,0.17,0.07,0.17
89,Antonio Candreva,it  ITA,"MF,FW",Sampdoria,34,1987,36,36,3119,34.7,7,10,6,1,2,6,1,0.20,0.29,0.49,0.17,0.46,6.0,4.5,6.7,11.1,0.17,0.19,0.36,0.13,0.32
90,Leonardo Capezzi,it  ITA,MF,Salernitana,26,1995,5,2,175,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
91,Gianluca Caprari,it  ITA,"FW,MF",Hellas Verona,28,1993,35,33,2739,30.4,12,7,10,2,2,4,0,0.39,0.23,0.62,0.33,0.56,7.3,5.7,6.8,12.5,0.24,0.22,0.46,0.19,0.41
92,Andrea Carboni,it  ITA,DF,Cagliari,20,2001,30,25,2215,24.6,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.02,0.01,0.03,0.02,0.03
93,Nicolò Casale,it  ITA,DF,Hellas Verona,23,1998,36,30,2586,28.7,0,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03,0.7,0.7,1.3,2.0,0.03,0.04,0.07,0.03,0.07
94,Francesco Cassata,it  ITA,MF,Genoa,24,1997,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
95,Samu Castillejo,es  ESP,"FW,MF",Milan,26,1995,5,1,125,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.08,0.13,0.21,0.08,0.21
96,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24,1997,23,16,1391,15.5,1,1,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13,1.2,1.2,1.6,2.8,0.08,0.10,0.18,0.08,0.18
97,Danilo Cataldi,it  ITA,MF,Lazio,26,1994,32,19,1707,19.0,1,2,1,0,0,8,0,0.05,0.11,0.16,0.05,0.16,0.4,0.4,2.4,2.8,0.02,0.13,0.15,0.02,0.15
98,Pietro Ceccaroni,it  ITA,DF,Venezia,25,1995,35,35,3122,34.7,2,1,2,0,0,7,1,0.06,0.03,0.09,0.06,0.09,2.1,2.1,0.3,2.4,0.06,0.01,0.07,0.06,0.07
99,Federico Ceccherini,it  ITA,DF,Hellas Verona,29,1992,34,29,2358,26.2,1,0,1,0,0,12,1,0.04,0.00,0.04,0.04,0.04,1.8,1.8,0.7,2.6,0.07,0.03,0.10,0.07,0.10
100,Emil Ceide,no  NOR,"FW,DF",Sassuolo,19,2001,6,0,53,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
101,Luca Ceppitelli,it  ITA,DF,Cagliari,31,1989,24,16,1445,16.1,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.6,0.6,0.0,0.6,0.04,0.00,0.04,0.04,0.04
102,Damir Ceter,co  COL,FW,Cagliari,23,1997,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
103,Julian Chabot,de  GER,DF,Sampdoria,23,1998,11,4,490,5.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
104,Giorgio Chiellini,it  ITA,DF,Juventus,36,1984,21,16,1354,15.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06
105,Federico Chiesa,it  ITA,"MF,FW",Juventus,23,1997,14,11,863,9.6,2,2,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,2.3,2.3,1.2,3.5,0.24,0.12,0.37,0.24,0.37
106,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31,1989,29,27,2300,25.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.7,0.03,0.00,0.03,0.03,0.03
107,Riccardo Ciervo,it  ITA,"MF,DF",Sampdoria,19,2002,10,1,227,2.5,0,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,0.1,0.1,0.2,0.4,0.05,0.09,0.14,0.05,0.14
108,Moustapha Cissé,gn  GUI,FW,Atalanta,17,2003,3,0,38,0.4,1,0,1,0,0,0,0,2.37,0.00,2.37,2.37,2.37,0.5,0.5,0.0,0.5,1.21,0.00,1.21,1.21,1.21
109,Giorgio Cittadini,it  ITA,DF,Atalanta,19,2002,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
110,Ebrima Colley,gm  GAM,"FW,MF",Spezia,21,2000,11,3,394,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.6,2.2,0.16,0.35,0.51,0.16,0.51
111,Omar Colley,gm  GAM,DF,Sampdoria,28,1992,32,31,2745,30.5,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.0,1.4,0.05,0.00,0.05,0.05,0.05
112,Andrea Consigli,it  ITA,GK,Sassuolo,34,1987,37,37,3322,36.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
113,Diego Coppola,it  ITA,DF,Hellas Verona,17,2003,4,3,249,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
114,Joaquín Correa,ar  ARG,FW,Inter,26,1994,26,12,1025,11.4,6,1,6,0,0,2,0,0.53,0.09,0.61,0.53,0.61,4.8,4.8,2.0,6.7,0.42,0.17,0.59,0.42,0.59
115,Lassana Coulibaly,ml  MLI,MF,Salernitana,25,1996,31,29,2332,25.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,1.3,0.04,0.01,0.05,0.04,0.05
116,Mamadou Coulibaly,sn  SEN,MF,Salernitana,22,1999,12,9,808,9.0,2,0,2,0,0,1,0,0.22,0.00,0.22,0.22,0.22,1.2,1.2,0.2,1.4,0.13,0.03,0.16,0.13,0.16
117,Alessio Cragno,it  ITA,GK,Cagliari,27,1994,35,35,3150,35.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
