,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
25,Andrei Anton,it  ITA,DF,Torino,17,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
26,Mattia Aramu,it  ITA,"MF,FW",Venezia,26,1995,32,2100,66,61.4,23.3,25,75,7,7,31,0,0.81,24,39,-15,-0.64,+0.72,24.9,39.2,-14.2,-0.61,+0.91
27,Simone Aresti,it  ITA,GK,Cagliari,35,1986,0,,,,,0,,0,0,,36,,,,,,,,,,,
28,Marko Arnautović,at  AUT,FW,Bologna,32,1989,33,2694,82,78.8,29.9,32,84,20,1,13,1,1.24,35,43,-8,-0.27,+0.10,37.3,41.9,-4.6,-0.15,+0.54
29,Tolgay Arslan,de  GER,MF,Udinese,30,1990,30,1658,55,48.5,18.4,22,67,0,8,24,6,1.27,26,20,+6,+0.33,+0.48,21.7,21.9,-0.2,-0.01,-0.08
30,Arthur,br  BRA,FW,Fiorentina,23,1998,14,749,54,21.9,8.3,8,78,2,6,21,2,1.57,11,11,0,0.00,-0.27,13.1,9.4,+3.7,+0.44,+0.07
31,Kristoffer Askildsen,no  NOR,MF,Sampdoria,20,2001,19,754,40,22.0,8.4,7,80,2,12,16,13,0.89,6,11,-5,-0.60,-0.19,7.9,12.1,-4.2,-0.50,+0.09
32,Kristjan Asllani,al  ALB,MF,Empoli,19,2002,23,1353,59,39.6,15.0,14,87,12,9,15,10,0.96,13,24,-11,-0.73,-0.34,15.4,26.3,-10.9,-0.72,-0.27
33,Christian Aucelli,it  ITA,MF,Sassuolo,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
34,Emil Audero,it  ITA,GK,Sampdoria,24,1997,29,2560,88,74.9,28.4,29,88,27,0,,7,1.00,36,48,-12,-0.42,+0.10,27.9,44.6,-16.7,-0.59,-0.08
35,Tommaso Augello,it  ITA,DF,Sampdoria,26,1994,36,2395,67,70.0,26.6,25,85,15,11,25,0,1.00,30,37,-7,-0.26,+0.62,26.3,39.0,-12.7,-0.48,+0.30
36,Ramzi Aya,it  ITA,DF,Salernitana,30,1990,2,135,68,3.9,1.5,2,68,1,0,,4,0.00,0,8,-8,-5.33,-4.32,0.5,4.1,-3.5,-2.34,-1.66
37,Kaan Ayhan,tr  TUR,DF,Sassuolo,26,1994,23,1354,59,39.6,15.0,14,87,13,9,15,11,1.52,27,28,-1,-0.07,-0.02,24.6,26.0,-1.4,-0.10,+0.32
38,Milan Badelj,hr  CRO,MF,Genoa,32,1989,34,2844,84,83.2,31.6,34,84,24,0,,1,0.74,20,47,-27,-0.85,+0.08,30.4,40.3,-9.9,-0.31,+0.30
39,Nicola Bagnolini,it  ITA,GK,Bologna,17,2004,1,3,3,0.1,0.0,0,,0,1,3,9,3.00,0,0,0,0.00,+0.29,0.3,0.2,+0.1,+2.99,+3.26
40,Issa Bah,lu  LUX,FW,Venezia,19,2002,1,9,9,0.3,0.1,0,,0,1,9,1,0.00,0,0,0,0.00,+0.92,0.0,0.0,0.0,-0.38,+0.58
41,Nedim Bajrami,al  ALB,"MF,FW",Empoli,22,1999,35,2054,59,60.1,22.8,23,74,5,12,29,3,1.06,33,39,-6,-0.26,+0.66,32.1,37.2,-5.1,-0.22,+0.84
42,Tiemoué Bakayoko,fr  FRA,MF,Milan,26,1994,14,501,36,14.6,5.6,5,63,2,9,21,15,2.29,12,9,+3,+0.54,-0.54,11.5,6.4,+5.1,+0.92,+0.20
43,Tommaso Baldanzi,it  ITA,FW,Empoli,18,2003,1,18,18,0.5,0.2,0,,0,1,18,5,3.00,1,0,+1,+5.00,+5.56,0.1,1.9,-1.8,-9.05,-8.54
44,Keita Baldé,sn  SEN,"FW,MF",Cagliari,26,1995,26,1229,47,35.9,13.7,14,71,1,12,20,3,0.58,14,23,-9,-0.66,+0.37,15.4,22.2,-6.8,-0.50,+0.12
45,Marco Ballarini,it  ITA,MF,Udinese,20,2001,0,,,,,0,,0,0,,8,,,,,,,,,,,
46,Fodé Ballo-Touré,sn  SEN,DF,Milan,24,1997,10,446,45,13.0,5.0,5,73,2,5,16,22,2.50,8,9,-1,-0.20,-1.38,6.1,8.0,-1.9,-0.38,-1.30
47,Filippo Bandinelli,it  ITA,MF,Empoli,26,1995,35,1955,56,57.2,21.7,24,69,2,11,28,0,1.09,22,43,-21,-0.97,-1.03,24.5,37.4,-12.8,-0.59,-0.07
48,Mattia Bani,it  ITA,DF,Genoa,27,1993,17,1211,71,35.4,13.5,13,81,8,4,41,7,0.88,8,16,-8,-0.59,+0.42,12.8,18.3,-5.4,-0.40,-0.06
49,Antonín Barák,cz  CZE,"FW,MF",Hellas Verona,26,1994,29,2340,81,68.4,26.0,27,85,20,2,26,1,1.52,48,42,+6,+0.23,+0.23,36.5,33.4,+3.0,+0.12,+0.13
50,Benedetto Barba,it  ITA,DF,Napoli,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
51,Francesco Bardi,it  ITA,GK,Bologna,29,1992,2,177,89,5.2,2.0,2,89,1,0,,36,2.00,3,2,+1,+0.51,+0.84,2.2,2.6,-0.4,-0.21,+0.06
52,Nicolò Barella,it  ITA,MF,Inter,24,1997,36,2913,81,85.2,32.4,36,81,17,0,,1,2.17,74,29,+45,+1.39,+0.15,67.4,33.3,+34.1,+1.05,-0.40
53,Musa Barrow,gm  GAM,"FW,MF",Bologna,22,1998,34,2134,63,62.4,23.7,25,75,5,9,30,1,1.32,26,34,-8,-0.34,-0.13,26.2,31.2,-5.0,-0.21,+0.14
54,Toma Bašić,hr  CRO,MF,Lazio,24,1996,29,982,34,28.7,10.9,9,73,2,20,16,7,1.69,22,21,+1,+0.09,-0.57,14.5,14.4,+0.1,+0.01,-0.27
55,Alessandro Bastoni,it  ITA,DF,Inter,22,1999,31,2311,75,67.6,25.7,29,78,13,2,27,1,2.35,57,18,+39,+1.52,+0.46,49.3,25.8,+23.5,+0.92,-0.60
56,Simone Bastoni,it  ITA,"MF,DF",Spezia,24,1996,31,2288,74,66.9,25.4,26,83,17,5,26,1,0.84,23,43,-20,-0.79,+0.01,23.5,44.3,-20.8,-0.82,-0.22
57,Rodrigo Becão,br  BRA,DF,Udinese,25,1996,35,3130,89,91.5,34.8,35,89,33,0,,0,1.34,57,49,+8,+0.23,+1.78,48.5,45.6,+2.9,+0.08,+0.67
58,Valon Behrami,ch  SUI,MF,Genoa,36,1985,10,311,31,9.1,3.5,2,59,0,8,24,5,0.80,10,9,+1,+0.29,+1.27,6.4,7.5,-1.1,-0.32,+0.05
59,Vid Belec,si  SVN,GK,Salernitana,31,1990,23,1938,84,56.7,21.5,21,90,21,2,24,15,0.74,15,49,-34,-1.58,-0.91,19.3,39.2,-19.9,-0.93,-0.42
60,Raoul Bellanova,it  ITA,DF,Cagliari,21,2000,31,2496,81,73.0,27.7,27,87,19,4,36,4,0.81,22,49,-27,-0.97,-0.29,28.2,44.2,-16.0,-0.58,+0.01
61,Andrea Belotti,it  ITA,FW,Torino,27,1993,22,1371,62,40.1,15.2,16,76,4,6,27,1,1.05,14,16,-2,-0.13,-0.44,19.0,16.0,+3.0,+0.20,-0.06
62,Filip Benković,hr  CRO,"DF,FW",Udinese,24,1997,2,8,4,0.2,0.1,0,,0,2,4,15,1.50,1,0,+1,+11.25,+11.20,0.4,0.9,-0.6,-6.22,-6.26
63,Ismaël Bennacer,dz  ALG,MF,Milan,23,1997,31,1525,49,44.6,16.9,15,76,4,16,24,0,2.32,29,14,+15,+0.89,-0.21,24.0,14.6,+9.4,+0.56,-0.34
64,Rodrigo Bentancur,uy  URU,MF,Juventus,24,1997,19,1155,61,33.8,12.8,13,78,5,6,23,3,2.05,18,11,+7,+0.55,+0.03,17.3,10.7,+6.6,+0.51,+0.24
65,Alessandro Berardi,it  ITA,GK,Hellas Verona,30,1991,1,90,90,2.6,1.0,1,90,1,0,,30,1.00,3,3,0,0.00,-0.16,1.6,2.4,-0.8,-0.81,-0.91
66,Domenico Berardi,it  ITA,FW,Sassuolo,26,1994,33,2819,85,82.4,31.3,33,85,16,0,,0,1.39,57,50,+7,+0.22,+1.57,46.4,51.4,-5.0,-0.16,+0.73
67,Bartosz Bereszyński,pl  POL,DF,Sampdoria,29,1992,35,2946,84,86.1,32.7,35,84,25,0,,0,1.03,43,51,-8,-0.24,+1.46,31.3,50.4,-19.1,-0.58,-0.12
68,Etrit Berisha,al  ALB,GK,Torino,32,1989,10,900,90,26.3,10.0,10,90,10,0,,26,1.30,7,8,-1,-0.10,-0.31,12.1,11.2,+0.9,+0.09,-0.19
69,Federico Bernardeschi,it  ITA,"MF,FW",Juventus,27,1994,28,1475,53,43.1,16.4,16,72,3,12,27,3,1.75,26,13,+13,+0.79,+0.47,22.8,16.9,+5.9,+0.36,+0.02
70,Marco Bertini,it  ITA,MF,Lazio,18,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
71,Tommaso Bertini,it  ITA,GK,Atalanta,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
72,Nicolò Bertola,it  ITA,"MF,DF",Spezia,18,2003,2,35,18,1.0,0.4,0,,0,2,18,28,1.50,0,1,-1,-2.57,-1.80,1.5,0.6,+0.9,+2.32,+3.10
73,Daniel Bessa,it  ITA,"MF,FW",Hellas Verona,28,1993,24,768,32,22.5,8.5,5,69,0,19,22,10,1.54,17,16,+1,+0.12,-0.05,10.2,12.5,-2.2,-0.26,-0.43
74,Beto,gw  GNB,FW,Udinese,23,1998,28,2173,78,63.5,24.1,24,86,17,4,28,0,1.14,37,40,-3,-0.12,-0.56,30.4,31.5,-1.1,-0.05,-0.20
75,Valerio Biagini,it  ITA,GK,Empoli,17,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
76,Alessandro Bianco,it  ITA,MF,Fiorentina,18,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
77,Luis Binks,eng  ENG,DF,Bologna,19,2001,15,646,43,18.9,7.2,7,73,3,8,17,22,1.20,7,13,-6,-0.84,-0.67,8.2,9.9,-1.7,-0.23,+0.04
78,Cristiano Biraghi,it  ITA,DF,Fiorentina,28,1992,37,3153,85,92.2,35.0,37,85,25,0,,0,1.65,56,49,+7,+0.20,-0.14,55.6,41.7,+13.9,+0.40,+0.12
79,Davide Biraschi,it  ITA,DF,Genoa,27,1994,14,930,66,27.2,10.3,11,73,5,3,41,4,0.71,6,19,-13,-1.26,-0.54,6.7,16.2,-9.5,-0.92,-0.76
80,Bjarki Bjarkason,is  ISL,FW,Venezia,21,2000,1,3,3,0.1,0.0,0,,0,1,3,13,0.00,0,0,0,0.00,+0.92,0.0,0.0,0.0,-0.62,+0.34
81,Pietro Boer,it  ITA,GK,Roma,19,2002,0,,,,,0,,0,0,,23,,,,,,,,,,,
82,Luka Bogdan,hr  CRO,DF,Salernitana,25,1996,6,399,67,11.7,4.4,4,90,4,2,20,8,0.00,1,17,-16,-3.61,-2.75,2.7,13.7,-11.0,-2.48,-1.97
83,Emil Bohinen,no  NOR,MF,Salernitana,22,1999,11,699,64,20.4,7.8,8,79,5,3,21,5,1.45,9,8,+1,+0.13,+1.65,7.1,8.8,-1.6,-0.21,+0.67
84,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31,1989,31,2266,73,66.3,25.2,28,78,10,3,28,1,1.55,44,31,+13,+0.52,+0.91,40.7,26.8,+14.0,+0.56,+0.50
85,Federico Bonazzoli,it  ITA,"FW,MF",Salernitana,24,1997,32,1866,58,54.6,20.7,19,80,7,13,27,1,0.91,19,44,-25,-1.21,-0.05,19.9,36.7,-16.8,-0.81,-0.15
86,Giovanni Bonfanti,it  ITA,DF,Sampdoria,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
87,Kevin Bonifazi,it  ITA,DF,Bologna,25,1996,22,1210,55,35.4,13.4,14,80,8,8,12,8,1.41,18,20,-2,-0.15,+0.22,15.9,19.2,-3.3,-0.25,+0.03
88,Leonardo Bonucci,it  ITA,DF,Juventus,34,1987,24,2005,84,58.6,22.3,22,89,21,2,19,6,1.54,32,28,+4,+0.18,-0.84,30.7,24.8,+5.8,+0.26,-0.22
89,Elia Boseggia,it  ITA,GK,Hellas Verona,17,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,
90,David Bosilj,si  SVN,FW,Hellas Verona,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
91,Mehdi Bourabia,ma  MAR,MF,Spezia,29,1991,8,282,35,8.2,3.1,2,83,1,6,19,11,0.50,4,8,-4,-1.28,-0.53,2.8,6.8,-4.0,-1.26,-0.57
92,Edoardo Bove,it  ITA,"MF,FW",Roma,19,2002,11,68,6,2.0,0.8,0,,0,11,6,21,2.27,4,0,+4,+5.29,+4.97,2.2,0.6,+1.6,+2.18,+1.55
93,Josip Brekalo,hr  CRO,"FW,MF",Torino,23,1998,32,2286,71,66.8,25.4,26,81,12,6,32,2,1.34,27,26,+1,+0.04,-0.28,31.3,28.4,+2.9,+0.11,-0.36
94,Gleison Bremer,br  BRA,DF,Torino,24,1997,33,2890,88,84.5,32.1,33,88,29,0,,1,1.33,39,30,+9,+0.28,+0.96,42.5,31.7,+10.9,+0.34,+0.69
95,Alberto Brignoli,it  ITA,GK,Empoli,29,1991,0,,,,,0,,0,0,,2,,,,,,,,,,,
96,Marcelo Brozović,hr  CRO,MF,Inter,28,1992,35,2937,84,85.9,32.6,35,84,23,0,,0,2.34,77,26,+51,+1.56,+1.38,69.2,32.8,+36.3,+1.11,+0.02
97,Bruno,br  BRA,GK,Venezia,23,1998,0,,,,,0,,0,0,,13,,,,,,,,,,,
98,Aleksander Buksa,pl  POL,FW,Genoa,18,2003,4,63,16,1.8,0.7,0,,0,4,16,6,0.25,1,2,-1,-1.43,-0.57,0.7,0.6,+0.2,+0.22,+0.60
99,Alessandro Buongiorno,it  ITA,DF,Torino,22,1999,23,1181,51,34.5,13.1,12,76,5,11,24,13,1.43,22,16,+6,+0.46,+0.50,17.8,16.0,+1.8,+0.14,-0.15
100,Gianluca Busio,us  USA,MF,Venezia,19,2002,29,1950,67,57.0,21.7,23,78,10,6,26,5,0.72,15,37,-22,-1.02,-0.22,17.2,37.8,-20.6,-0.95,+0.02
101,Jovane Cabral,cv  CPV,FW,Lazio,23,1998,3,190,63,5.6,2.1,2,62,0,1,67,12,1.00,5,4,+1,+0.47,-0.03,4.5,1.6,+2.9,+1.36,+1.23
102,Liberato Cacace,nz  NZL,DF,Empoli,20,2000,10,466,47,13.6,5.2,5,77,2,5,17,5,0.90,5,9,-4,-0.77,-0.29,5.1,8.8,-3.7,-0.72,-0.18
103,Martín Cáceres,uy  URU,DF,Cagliari,34,1987,14,832,59,24.3,9.2,9,76,6,5,29,0,0.64,8,17,-9,-0.97,-0.10,8.4,15.0,-6.7,-0.72,-0.18
104,Davide Calabria,it  ITA,DF,Milan,24,1996,26,2119,82,62.0,23.5,24,87,17,2,20,1,2.42,40,17,+23,+0.98,-0.06,38.7,20.9,+17.7,+0.75,+0.03
105,Mattia Caldara,it  ITA,DF,Venezia,27,1994,31,2704,87,79.1,30.0,30,90,30,1,4,5,0.81,27,52,-25,-0.83,+0.42,27.1,57.0,-29.9,-1.00,-0.17
106,Hakan Çalhanoğlu,tr  TUR,MF,Inter,27,1994,34,2480,73,72.5,27.6,33,75,7,1,5,2,2.12,59,21,+38,+1.38,+0.04,52.8,26.1,+26.7,+0.97,-0.51
107,José Callejón,es  ESP,FW,Fiorentina,34,1987,30,1298,43,38.0,14.4,16,67,3,14,16,8,1.53,21,24,-3,-0.21,-0.67,20.8,20.4,+0.4,+0.03,-0.58
108,Andrea Cambiaso,it  ITA,DF,Genoa,21,2000,26,1790,69,52.3,19.9,21,78,13,5,28,3,0.62,13,31,-18,-0.91,-0.08,15.8,24.0,-8.2,-0.41,-0.10
109,Matteo Cancellieri,it  ITA,"MF,DF",Hellas Verona,19,2002,12,227,19,6.6,2.5,1,61,0,11,15,19,0.17,4,6,-2,-0.79,-1.02,3.2,4.4,-1.1,-0.45,-0.56
110,Antonio Candreva,it  ITA,"MF,FW",Sampdoria,34,1987,36,3119,87,91.2,34.7,36,87,24,0,,0,1.00,44,56,-12,-0.35,+1.15,34.1,50.5,-16.4,-0.47,+1.05
111,Simone Canestrelli,it  ITA,DF,Empoli,20,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
112,Gianmarco Cangiano,it  ITA,FW,Bologna,19,2001,0,,,,,0,,0,0,,14,,,,,,,,,,,
113,Lorenzo Cannavale,it  ITA,FW,Salernitana,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
114,Leonardo Capezzi,it  ITA,MF,Salernitana,26,1995,5,175,35,5.1,1.9,2,65,0,3,15,8,0.80,3,6,-3,-1.54,-0.38,2.0,3.0,-1.0,-0.49,+0.26
115,Gianluca Caprari,it  ITA,"FW,MF",Hellas Verona,28,1993,35,2739,78,80.1,30.4,33,81,15,2,27,0,1.51,56,40,+16,+0.53,+1.85,43.7,37.0,+6.7,+0.22,+0.73
116,Andrea Carboni,it  ITA,DF,Cagliari,20,2001,30,2215,74,64.8,24.6,25,84,18,5,21,7,0.77,24,41,-17,-0.69,+0.58,27.2,37.9,-10.7,-0.44,+0.41
117,Franco Carboni,it  ITA,FW,Inter,18,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
118,Matteo Carnelos,it  ITA,GK,Udinese,18,2003,0,,,,,0,,0,0,,11,,,,,,,,,,,
119,Cesare Casadei,it  ITA,MF,Inter,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
120,Nicolò Casale,it  ITA,DF,Hellas Verona,23,1998,36,2586,72,75.6,28.7,30,80,18,6,33,0,1.36,42,40,+2,+0.07,-0.36,39.4,36.8,+2.6,+0.09,+0.07
121,Francesco Cassata,it  ITA,MF,Genoa,24,1997,1,7,7,0.2,0.1,0,,0,1,7,1,1.00,0,0,0,0.00,+0.87,0.0,0.0,0.0,0.00,+0.36
122,Riccardo Castagnaviz,it  ITA,MF,Udinese,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
123,Samu Castillejo,es  ESP,"FW,MF",Milan,26,1995,5,125,25,3.7,1.4,1,45,0,4,20,17,2.00,6,0,+6,+4.32,+3.45,2.4,1.4,+1.0,+0.72,-0.03
124,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24,1997,23,1391,60,40.7,15.5,16,73,5,7,33,2,1.74,18,19,-1,-0.06,-0.46,23.8,17.0,+6.8,+0.44,+0.09
125,Danilo Cataldi,it  ITA,MF,Lazio,26,1994,32,1707,53,49.9,19.0,19,73,1,13,24,2,1.69,40,29,+11,+0.58,+0.16,27.1,22.0,+5.1,+0.27,+0.14
126,Nicolò Cavuoti,it  ITA,MF,Cagliari,18,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
127,Pietro Ceccaroni,it  ITA,DF,Venezia,25,1995,35,3122,89,91.3,34.7,35,89,34,0,,1,0.66,31,63,-32,-0.92,-0.02,35.0,67.8,-32.7,-0.94,+0.18
128,Federico Ceccherini,it  ITA,DF,Hellas Verona,29,1992,34,2358,69,68.9,26.2,29,74,11,5,43,2,1.44,41,41,0,0.00,-0.51,34.0,31.7,+2.3,+0.09,+0.04
129,Emil Ceide,no  NOR,"FW,DF",Sassuolo,19,2001,6,53,9,1.5,0.6,0,,0,6,9,8,1.67,1,3,-2,-3.40,-3.40,1.2,2.3,-1.2,-1.98,-1.72
130,Luca Ceppitelli,it  ITA,DF,Cagliari,31,1989,24,1445,60,42.3,16.1,16,82,9,8,16,6,0.79,14,31,-17,-1.06,-0.28,16.8,25.9,-9.1,-0.57,+0.02
131,Michele Cerofolini,it  ITA,GK,Fiorentina,22,1999,0,,,,,0,,0,0,,7,,,,,,,,,,,
132,Damir Ceter,co  COL,FW,Cagliari,23,1997,1,6,6,0.2,0.1,0,,0,1,6,10,0.00,0,0,0,0.00,+0.90,0.0,0.2,-0.2,-2.28,-1.70
133,Julian Chabot,de  GER,DF,Sampdoria,23,1998,11,490,45,14.3,5.4,4,90,4,7,19,11,1.09,3,13,-10,-1.84,-1.62,4.2,9.6,-5.5,-1.00,-0.51
134,Giorgio Chiellini,it  ITA,DF,Juventus,36,1984,21,1354,64,39.6,15.0,16,78,11,5,22,6,1.86,18,12,+6,+0.40,-0.21,19.4,14.5,+4.9,+0.32,-0.05
135,Federico Chiesa,it  ITA,"MF,FW",Juventus,23,1997,14,863,62,25.2,9.6,11,73,3,3,21,0,1.79,15,11,+4,+0.42,-0.15,14.4,8.9,+5.5,+0.57,+0.29
136,Mattia Chiesa,it  ITA,GK,Hellas Verona,21,2000,0,,,,,0,,0,0,,16,,,,,,,,,,,
137,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31,1989,29,2300,79,67.3,25.6,27,85,21,2,4,8,1.41,43,43,0,0.00,+0.16,35.0,45.3,-10.3,-0.40,-0.35
138,Antonio Cioffi,it  ITA,FW,Napoli,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
139,Moustapha Cissé,gn  GUI,FW,Atalanta,17,2003,3,38,13,1.1,0.4,0,,0,3,13,4,2.00,1,0,+1,+2.37,+1.94,0.6,0.6,+0.1,+0.22,-0.34
140,Giorgio Cittadini,it  ITA,DF,Atalanta,19,2002,2,4,2,0.1,0.0,0,,0,2,2,9,3.00,1,0,+1,+22.50,+22.08,0.2,0.0,+0.2,+3.45,+2.90
141,Nicolò Cocetta,it  ITA,DF,Udinese,17,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
142,Lorenzo Codutti,it  ITA,DF,Udinese,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
143,Ebrima Colley,gm  GAM,"FW,MF",Spezia,21,2000,11,394,36,11.5,4.4,3,70,1,8,23,6,0.64,6,13,-7,-1.60,-0.91,5.7,10.4,-4.8,-1.09,-0.39
144,Omar Colley,gm  GAM,DF,Sampdoria,28,1992,32,2745,86,80.3,30.5,31,88,26,1,10,0,1.13,42,47,-5,-0.16,+1.44,30.8,44.2,-13.4,-0.44,+0.64
145,Andrea Consigli,it  ITA,GK,Sassuolo,34,1987,37,3322,90,97.1,36.9,37,90,36,0,,0,1.35,64,63,+1,+0.03,+2.78,55.1,65.5,-10.4,-0.28,+0.22
