,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types
36,Fodé Ballo-Touré,sn  SEN,DF,Milan,24,1997,5.0,8,1.61,8,0,0,0,0,0,1,0.20,1,0,0,0,0,0
37,Filippo Bandinelli,it  ITA,MF,Empoli,26,1995,21.7,52,2.39,46,2,1,2,1,0,4,0.18,4,0,0,0,0,0
38,Mattia Bani,it  ITA,DF,Genoa,27,1993,13.5,4,0.30,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
39,Antonín Barák,cz  CZE,"FW,MF",Hellas Verona,26,1994,26.0,62,2.38,52,0,4,4,2,0,10,0.38,7,0,1,1,1,0
40,Francesco Bardi,it  ITA,GK,Bologna,29,1992,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
41,Nicolò Barella,it  ITA,MF,Inter,24,1997,32.4,131,4.05,105,1,10,6,6,3,20,0.62,17,0,1,1,1,0
42,Musa Barrow,gm  GAM,"FW,MF",Bologna,22,1998,23.7,86,3.63,67,10,4,2,2,1,10,0.42,8,1,0,1,0,0
43,Toma Bašić,hr  CRO,MF,Lazio,24,1996,10.9,9,0.82,5,1,1,2,0,0,3,0.27,1,1,0,1,0,0
44,Alessandro Bastoni,it  ITA,DF,Inter,22,1999,25.7,32,1.25,28,0,2,0,1,1,4,0.16,4,0,0,0,0,0
45,Simone Bastoni,it  ITA,"MF,DF",Spezia,24,1996,25.4,73,2.87,46,19,2,2,2,2,5,0.20,3,1,0,1,0,0
46,Rodrigo Becão,br  BRA,DF,Udinese,25,1996,34.8,23,0.66,16,2,1,1,3,0,1,0.03,1,0,0,0,0,0
47,Valon Behrami,ch  SUI,MF,Genoa,36,1985,3.5,5,1.45,3,1,0,1,0,0,1,0.29,1,0,0,0,0,0
48,Vid Belec,si  SVN,GK,Salernitana,31,1990,21.5,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
49,Raoul Bellanova,it  ITA,DF,Cagliari,21,2000,27.7,53,1.91,46,1,0,1,3,2,6,0.22,6,0,0,0,0,0
50,Andrea Belotti,it  ITA,FW,Torino,27,1993,15.2,38,2.49,19,1,3,6,8,1,3,0.20,1,0,1,0,1,0
51,Filip Benković,hr  CRO,"DF,FW",Udinese,24,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
52,Ismaël Bennacer,dz  ALG,MF,Milan,23,1997,16.9,50,2.95,34,6,3,1,4,2,2,0.12,2,0,0,0,0,0
53,Rodrigo Bentancur,uy  URU,MF,Juventus,24,1997,12.8,35,2.73,29,0,0,3,0,3,3,0.23,2,0,0,1,0,0
54,Alessandro Berardi,it  ITA,GK,Hellas Verona,30,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
55,Domenico Berardi,it  ITA,FW,Sassuolo,26,1994,31.3,147,4.69,111,16,7,3,7,3,24,0.77,16,2,3,0,2,1
56,Bartosz Bereszyński,pl  POL,DF,Sampdoria,29,1992,32.7,45,1.37,35,3,3,2,2,0,7,0.21,4,2,1,0,0,0
57,Etrit Berisha,al  ALB,GK,Torino,32,1989,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
58,Federico Bernardeschi,it  ITA,"MF,FW",Juventus,27,1994,16.4,52,3.17,35,4,3,7,3,0,4,0.24,3,0,0,1,0,0
59,Nicolò Bertola,it  ITA,"MF,DF",Spezia,18,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
60,Daniel Bessa,it  ITA,"MF,FW",Hellas Verona,28,1993,8.5,21,2.46,19,0,0,1,0,1,3,0.35,3,0,0,0,0,0
61,Beto,gw  GNB,FW,Udinese,23,1998,24.1,47,1.95,31,0,7,7,1,1,3,0.12,1,0,1,1,0,0
62,Luis Binks,eng  ENG,DF,Bologna,19,2001,7.2,2,0.28,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
63,Cristiano Biraghi,it  ITA,DF,Fiorentina,28,1992,35.0,116,3.31,59,51,0,5,1,0,6,0.17,3,3,0,0,0,0
64,Davide Biraschi,it  ITA,DF,Genoa,27,1994,10.3,4,0.39,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
65,Bjarki Bjarkason,is  ISL,FW,Venezia,21,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
66,Luka Bogdan,hr  CRO,DF,Salernitana,25,1996,4.4,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
67,Emil Bohinen,no  NOR,MF,Salernitana,22,1999,7.8,17,2.19,8,7,0,0,2,0,1,0.13,0,1,0,0,0,0
68,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31,1989,25.2,73,2.90,59,2,1,5,4,2,13,0.52,8,0,0,2,2,1
69,Federico Bonazzoli,it  ITA,"FW,MF",Salernitana,24,1997,20.7,35,1.69,22,0,1,5,4,3,1,0.05,1,0,0,0,0,0
70,Kevin Bonifazi,it  ITA,DF,Bologna,25,1996,13.4,12,0.89,8,0,2,2,0,0,1,0.07,0,0,0,1,0,0
71,Leonardo Bonucci,it  ITA,DF,Juventus,34,1987,22.3,14,0.63,13,0,0,1,0,0,2,0.09,2,0,0,0,0,0
72,Mehdi Bourabia,ma  MAR,MF,Spezia,29,1991,3.1,2,0.64,1,0,1,0,0,0,1,0.32,0,0,1,0,0,0
73,Edoardo Bove,it  ITA,"MF,FW",Roma,19,2002,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
74,Josip Brekalo,hr  CRO,"FW,MF",Torino,23,1998,25.4,109,4.29,72,19,8,5,3,2,10,0.39,7,0,2,0,0,1
75,Gleison Bremer,br  BRA,DF,Torino,24,1997,32.1,22,0.69,14,1,0,5,0,2,2,0.06,1,0,0,1,0,0
76,Marcelo Brozović,hr  CRO,MF,Inter,28,1992,32.6,87,2.67,79,2,0,2,1,3,11,0.34,11,0,0,0,0,0
77,Aleksander Buksa,pl  POL,FW,Genoa,18,2003,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
78,Alessandro Buongiorno,it  ITA,DF,Torino,22,1999,13.1,8,0.61,6,0,0,1,1,0,2,0.15,2,0,0,0,0,0
79,Gianluca Busio,us  USA,MF,Venezia,19,2002,21.7,37,1.71,24,8,0,1,3,1,4,0.18,3,1,0,0,0,0
80,Jovane Cabral,cv  CPV,FW,Lazio,23,1998,2.1,5,2.37,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
81,Liberato Cacace,nz  NZL,DF,Empoli,20,2000,5.2,4,0.77,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0
82,Martín Cáceres,uy  URU,DF,Cagliari,34,1987,9.2,13,1.41,11,1,0,1,0,0,1,0.11,1,0,0,0,0,0
83,Davide Calabria,it  ITA,DF,Milan,24,1996,23.5,47,2.00,32,4,3,4,2,2,5,0.21,3,0,0,2,0,0
84,Mattia Caldara,it  ITA,DF,Venezia,27,1994,30.0,17,0.57,8,0,0,4,4,1,2,0.07,0,0,0,1,1,0
85,Hakan Çalhanoğlu,tr  TUR,MF,Inter,27,1994,27.6,151,5.48,80,55,2,6,5,3,18,0.65,8,7,0,1,1,1
86,José Callejón,es  ESP,FW,Fiorentina,34,1987,14.4,44,3.05,29,11,1,2,1,0,4,0.28,4,0,0,0,0,0
87,Andrea Cambiaso,it  ITA,DF,Genoa,21,2000,19.9,35,1.76,28,1,2,1,3,0,6,0.30,5,0,0,1,0,0
88,Matteo Cancellieri,it  ITA,"MF,DF",Hellas Verona,19,2002,2.5,8,3.17,6,1,1,0,0,0,0,0.00,0,0,0,0,0,0
89,Antonio Candreva,it  ITA,"MF,FW",Sampdoria,34,1987,34.7,125,3.61,74,35,7,5,4,0,17,0.49,11,4,0,1,1,0
90,Leonardo Capezzi,it  ITA,MF,Salernitana,26,1995,1.9,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
91,Gianluca Caprari,it  ITA,"FW,MF",Hellas Verona,28,1993,30.4,134,4.40,92,18,6,7,8,3,19,0.62,16,1,1,1,0,0
92,Andrea Carboni,it  ITA,DF,Cagliari,20,2001,24.6,15,0.61,13,0,1,0,0,1,2,0.08,1,0,1,0,0,0
93,Nicolò Casale,it  ITA,DF,Hellas Verona,23,1998,28.7,32,1.11,31,1,0,0,0,0,5,0.17,5,0,0,0,0,0
94,Francesco Cassata,it  ITA,MF,Genoa,24,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
95,Samu Castillejo,es  ESP,"FW,MF",Milan,26,1995,1.4,6,4.32,3,0,0,1,2,0,1,0.72,0,0,0,0,1,0
96,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24,1997,15.5,44,2.85,31,7,1,1,3,1,3,0.19,3,0,0,0,0,0
97,Danilo Cataldi,it  ITA,MF,Lazio,26,1994,19.0,37,1.95,22,15,0,0,0,0,2,0.11,1,1,0,0,0,0
98,Pietro Ceccaroni,it  ITA,DF,Venezia,25,1995,34.7,18,0.52,13,1,0,4,0,0,1,0.03,0,0,0,1,0,0
99,Federico Ceccherini,it  ITA,DF,Hellas Verona,29,1992,26.2,23,0.88,20,0,0,1,1,1,1,0.04,1,0,0,0,0,0
100,Emil Ceide,no  NOR,"FW,DF",Sassuolo,19,2001,0.6,1,1.70,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
101,Luca Ceppitelli,it  ITA,DF,Cagliari,31,1989,16.1,9,0.56,7,0,0,2,0,0,1,0.06,0,0,0,1,0,0
102,Damir Ceter,co  COL,FW,Cagliari,23,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
103,Julian Chabot,de  GER,DF,Sampdoria,23,1998,5.4,1,0.18,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
104,Giorgio Chiellini,it  ITA,DF,Juventus,36,1984,15.0,19,1.26,17,0,0,1,0,1,1,0.07,1,0,0,0,0,0
105,Federico Chiesa,it  ITA,"MF,FW",Juventus,23,1997,9.6,40,4.17,23,2,5,4,4,2,7,0.73,3,0,2,1,1,0
106,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31,1989,25.6,6,0.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
107,Riccardo Ciervo,it  ITA,"MF,DF",Sampdoria,19,2002,2.5,8,3.17,6,0,1,1,0,0,0,0.00,0,0,0,0,0,0
108,Moustapha Cissé,gn  GUI,FW,Atalanta,17,2003,0.4,1,2.37,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
109,Giorgio Cittadini,it  ITA,DF,Atalanta,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
110,Ebrima Colley,gm  GAM,"FW,MF",Spezia,21,2000,4.4,14,3.20,7,1,2,2,2,0,0,0.00,0,0,0,0,0,0
111,Omar Colley,gm  GAM,DF,Sampdoria,28,1992,30.5,7,0.23,5,0,0,1,1,0,1,0.03,0,0,0,1,0,0
112,Andrea Consigli,it  ITA,GK,Sassuolo,34,1987,36.9,5,0.14,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0
113,Diego Coppola,it  ITA,DF,Hellas Verona,17,2003,2.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
114,Joaquín Correa,ar  ARG,FW,Inter,26,1994,11.4,38,3.34,28,0,4,4,2,0,3,0.26,2,0,0,1,0,0
115,Lassana Coulibaly,ml  MLI,MF,Salernitana,25,1996,25.9,32,1.23,24,0,0,3,4,1,0,0.00,0,0,0,0,0,0
116,Mamadou Coulibaly,sn  SEN,MF,Salernitana,22,1999,9.0,21,2.34,16,1,1,1,2,0,1,0.11,0,0,1,0,0,0
117,Alessio Cragno,it  ITA,GK,Cagliari,27,1994,35.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
118,Domenico Criscito,it  ITA,DF,Genoa,34,1986,18.0,19,1.06,13,3,0,2,0,1,2,0.11,1,0,0,0,0,1
119,Bryan Cristante,it  ITA,MF,Roma,26,1995,29.8,49,1.65,39,0,0,7,1,2,1,0.03,0,0,0,1,0,0
120,Domen Črnigoj,si  SVN,"MF,DF",Venezia,25,1995,20.9,23,1.10,21,0,1,0,0,1,1,0.05,1,0,0,0,0,0
121,Giovanni Crociata,it  ITA,FW,Empoli,23,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
122,Juan Cuadrado,co  COL,"DF,MF",Juventus,33,1988,27.6,107,3.87,71,21,7,2,3,3,11,0.40,6,1,3,0,1,0
123,Mickaël Cuisance,fr  FRA,MF,Venezia,21,1999,10.2,21,2.06,17,1,0,2,1,0,1,0.10,1,0,0,0,0,0
124,Patrick Cutrone,it  ITA,FW,Empoli,23,1998,15.6,24,1.54,19,0,1,0,1,3,3,0.19,2,0,0,0,1,0
125,Danilo D'Ambrosio,it  ITA,DF,Inter,32,1988,11.1,8,0.72,7,0,0,0,0,1,3,0.27,3,0,0,0,0,0
126,Mikkel Damsgaard,dk  DEN,"MF,FW",Sampdoria,21,2000,6.4,25,3.89,20,1,0,1,2,1,1,0.16,1,0,0,0,0,0
127,Danilo,br  BRA,"DF,MF",Juventus,30,1991,21.0,37,1.76,30,2,0,3,2,0,3,0.14,2,0,0,1,0,0
128,Ebrima Darboe,gm  GAM,MF,Roma,20,2001,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
129,Matteo Darmian,it  ITA,DF,Inter,31,1989,16.7,43,2.57,36,1,0,2,2,2,4,0.24,4,0,0,0,0,0
130,Paweł Dawidowicz,pl  POL,DF,Hellas Verona,26,1995,13.3,9,0.68,6,0,0,0,1,2,1,0.08,1,0,0,0,0,0
131,Sebastien De Maio,fr  FRA,DF,Udinese,34,1987,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
132,Tommaso De Nipoti,it  ITA,MF,Atalanta,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
133,Mattia De Sciglio,it  ITA,DF,Juventus,28,1992,13.0,30,2.31,26,2,0,1,1,0,3,0.23,3,0,0,0,0,0
134,Lorenzo De Silvestri,it  ITA,DF,Bologna,33,1988,25.5,39,1.53,28,7,0,2,2,0,2,0.08,2,0,0,0,0,0
135,Grégoire Defrel,mq  MTQ,FW,Sassuolo,30,1991,15.1,48,3.17,37,0,4,3,2,2,2,0.13,2,0,0,0,0,0
136,Alessandro Deiola,it  ITA,MF,Cagliari,25,1995,23.7,31,1.31,26,0,0,4,0,1,4,0.17,3,0,0,1,0,0
137,Filippo Delli Carri,it  ITA,DF,Salernitana,22,1999,3.7,3,0.81,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
138,Merih Demiral,tr  TUR,DF,Atalanta,23,1998,21.3,8,0.38,3,1,0,4,0,0,3,0.14,0,0,0,3,0,0
139,Diego Demme,de  GER,MF,Napoli,29,1991,7.7,18,2.34,14,0,0,1,2,1,1,0.13,1,0,0,0,0,0
140,Mattia Destro,it  ITA,FW,Genoa,30,1991,19.4,24,1.24,16,0,3,3,2,0,4,0.21,2,0,1,0,1,0
141,Gerard Deulofeu,es  ESP,"FW,MF",Udinese,27,1994,29.1,137,4.71,82,35,7,7,5,1,11,0.38,6,2,0,2,1,0
142,Jacopo Dezi,it  ITA,MF,Venezia,29,1992,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
143,Samuel Di Carmine,it  ITA,FW,Hellas Verona,32,1988,0.4,1,2.50,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
144,Federico Di Francesco,it  ITA,"FW,MF",Empoli,27,1994,15.2,40,2.63,30,1,1,3,4,1,5,0.33,2,1,0,1,1,0
145,Giovanni Di Lorenzo,it  ITA,DF,Napoli,27,1993,31.9,65,2.04,56,2,3,3,1,0,7,0.22,4,1,0,2,0,0
146,Francesco Di Mariano,it  ITA,FW,Venezia,25,1996,0.7,1,1.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
147,Francesco Di Tacchio,it  ITA,MF,Salernitana,31,1990,13.9,9,0.65,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0
148,Amadou Diawara,gn  GUI,MF,Roma,24,1997,1.9,1,0.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
149,Brahim Díaz,es  ESP,MF,Milan,21,1999,20.6,68,3.30,52,2,5,3,3,3,10,0.49,7,1,0,2,0,0
150,Mitchell Dijks,nl  NED,DF,Bologna,28,1993,7.7,13,1.69,9,2,1,0,1,0,1,0.13,1,0,0,0,0,0
151,Federico Dimarco,it  ITA,DF,Inter,23,1997,15.9,81,5.10,40,28,3,7,1,2,6,0.38,1,3,0,2,0,0
152,Filippo Distefano,it  ITA,FW,Fiorentina,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
153,Koffi Djidji,ci  CIV,DF,Torino,28,1992,19.3,12,0.62,12,0,0,0,0,0,2,0.10,2,0,0,0,0,0
154,Berat Djimsiti,al  ALB,DF,Atalanta,28,1993,25.1,21,0.84,16,0,1,3,0,1,1,0.04,1,0,0,0,0,0
155,Nicolás Domínguez,ar  ARG,MF,Bologna,23,1998,22.4,55,2.46,44,1,0,6,1,3,5,0.22,4,0,0,0,0,1
156,Bartłomiej Drągowski,pl  POL,GK,Fiorentina,23,1997,6.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
157,Denzel Dumfries,nl  NED,DF,Inter,25,1996,22.5,55,2.44,42,2,5,4,2,0,6,0.27,4,1,0,0,1,0
158,Alfred Duncan,gh  GHA,MF,Fiorentina,28,1993,21.5,48,2.24,39,1,1,1,1,5,5,0.23,5,0,0,0,0,0
159,Paulo Dybala,ar  ARG,"FW,MF",Juventus,27,1993,22.9,95,4.15,64,11,6,3,8,3,12,0.52,10,2,0,0,0,0
160,Edin Džeko,ba  BIH,FW,Inter,35,1986,27.4,89,3.24,72,0,6,6,5,0,15,0.55,12,0,0,2,1,0
161,Tyronne Ebuehi,ng  NGA,DF,Venezia,25,1995,12.6,16,1.27,16,0,0,0,0,0,0,0.00,0,0,0,0,0,0
162,Éderson,br  BRA,MF,Salernitana,22,1999,12.7,28,2.20,18,0,0,1,7,2,2,0.16,1,0,0,0,1,0
163,Albin Ekdal,se  SWE,MF,Sampdoria,32,1989,18.2,17,0.93,14,0,0,1,2,0,0,0.00,0,0,0,0,0,0
164,Caleb Ekuban,gh  GHA,"FW,MF",Genoa,27,1994,19.1,32,1.68,24,0,3,4,1,0,3,0.16,2,0,1,0,0,0
165,Elif Elmas,mk  MKD,"FW,MF",Napoli,21,1999,18.0,50,2.78,37,2,4,1,3,3,9,0.50,6,1,0,0,1,1
166,Martin Erlic,hr  CRO,DF,Spezia,23,1998,28.6,9,0.31,6,0,0,0,2,1,2,0.07,0,0,0,0,1,1
167,Gonzalo Escalante,ar  ARG,MF,Lazio,28,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
168,Diego Falcinelli,it  ITA,"FW,MF",Bologna,30,1991,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
169,Wladimiro Falcone,it  ITA,GK,Sampdoria,26,1995,9.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
170,Paolo Faragò,it  ITA,MF,Cagliari,28,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
171,Davide Faraoni,it  ITA,DF,Hellas Verona,29,1991,28.6,42,1.47,32,2,3,3,2,0,9,0.31,8,0,0,1,0,0
172,Mohamed Fares,dz  ALG,"DF,FW",Genoa,25,1996,6.5,17,2.61,12,2,0,3,0,0,3,0.46,3,0,0,0,0,0
173,Diego Farias,br  BRA,"MF,FW",Cagliari,31,1990,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
174,Andrea Favilli,it  ITA,FW,Genoa,24,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
175,Federico Fazio,ar  ARG,DF,Salernitana,34,1987,15.9,15,0.94,12,0,1,2,0,0,1,0.06,0,0,0,1,0,0
176,Luiz Felipe,it  ITA,DF,Lazio,24,1997,27.7,13,0.47,11,0,0,0,1,1,1,0.04,0,0,0,0,1,0
177,Alex Ferrari,it  ITA,DF,Sampdoria,27,1994,18.3,7,0.38,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0
178,Salvador Ferrer,es  ESP,"DF,MF",Spezia,23,1998,16.6,29,1.75,24,4,1,0,0,0,5,0.30,5,0,0,0,0,0
179,Riccardo Fiamozzi,it  ITA,DF,Empoli,28,1993,6.9,9,1.31,6,2,0,0,0,1,1,0.15,1,0,0,0,0,0
180,Luca Fiordilino,it  ITA,MF,Venezia,25,1996,7.3,12,1.63,9,1,0,1,1,0,0,0.00,0,0,0,0,0,0
181,Vincenzo Fiorillo,it  ITA,GK,Salernitana,31,1990,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
182,Alessandro Florenzi,it  ITA,"DF,FW",Milan,30,1991,12.8,33,2.58,26,5,0,0,1,1,1,0.08,1,0,0,0,0,0
183,Fernando Forestieri,it  ITA,"FW,MF",Udinese,31,1990,0.6,4,6.21,1,1,0,0,2,0,1,1.55,0,1,0,0,0,0
184,Francesco Forte,it  ITA,FW,Venezia,28,1993,4.7,8,1.71,5,0,0,2,0,1,1,0.21,1,0,0,0,0,0
185,Gianluca Frabotta,it  ITA,"DF,FW",Hellas Verona,22,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
186,Davide Frattesi,it  ITA,MF,Sassuolo,21,1999,31.7,76,2.40,61,1,5,3,5,1,9,0.28,5,0,1,1,2,0
187,Morten Frendrup,dk  DEN,"DF,MF",Genoa,20,2001,7.7,15,1.94,10,0,1,1,0,3,3,0.39,2,0,0,0,0,1
