,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
19,Mattia Aramu,it  ITA,"MF,FW",Venezia,26,1995,23.3,6,0,0,31,88,7,60,14,11,1,1,0,121,16,40,28.6
20,Marko Arnautović,at  AUT,FW,Bologna,32,1989,29.9,6,0,0,50,27,14,20,15,15,0,0,0,115,49,53,48.0
21,Tolgay Arslan,de  GER,MF,Udinese,30,1990,18.4,9,0,0,32,42,0,25,32,23,1,0,0,186,8,12,40.0
22,Arthur,br  BRA,FW,Fiorentina,23,1998,8.3,1,0,0,18,12,1,2,3,6,0,0,0,16,18,29,38.3
23,Kristoffer Askildsen,no  NOR,MF,Sampdoria,20,2001,8.4,5,0,0,20,14,0,1,18,10,0,0,1,72,23,17,57.5
24,Kristjan Asllani,al  ALB,MF,Empoli,19,2002,15.0,2,0,0,12,24,0,13,34,14,0,0,0,126,5,15,25.0
25,Emil Audero,it  ITA,GK,Sampdoria,24,1997,28.4,2,0,0,0,7,0,0,0,0,0,0,0,110,0,0,
26,Tommaso Augello,it  ITA,DF,Sampdoria,26,1994,26.6,0,0,0,15,22,1,61,46,24,0,0,0,221,41,25,62.1
27,Ramzi Aya,it  ITA,DF,Salernitana,30,1990,1.5,1,0,0,1,0,0,1,2,1,0,0,0,7,1,1,50.0
28,Kaan Ayhan,tr  TUR,DF,Sassuolo,26,1994,15.0,2,1,0,13,5,1,1,24,9,0,1,0,123,34,32,51.5
29,Milan Badelj,hr  CRO,MF,Genoa,32,1989,31.6,4,0,0,48,26,0,10,119,44,1,0,0,397,42,42,50.0
30,Nicola Bagnolini,it  ITA,GK,Bologna,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,Issa Bah,lu  LUX,FW,Venezia,19,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,100.0
32,Nedim Bajrami,al  ALB,"MF,FW",Empoli,22,1999,22.8,3,0,0,19,18,7,66,8,28,0,0,0,120,2,23,8.0
33,Tiemoué Bakayoko,fr  FRA,MF,Milan,26,1994,5.6,3,0,0,14,11,0,1,11,13,0,1,0,69,17,7,70.8
34,Tommaso Baldanzi,it  ITA,FW,Empoli,18,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
35,Keita Baldé,sn  SEN,"FW,MF",Cagliari,26,1995,13.7,2,0,0,30,33,9,8,6,3,1,1,0,49,26,65,28.6
36,Fodé Ballo-Touré,sn  SEN,DF,Milan,24,1997,5.0,2,0,0,13,10,1,16,4,12,0,1,0,51,7,10,41.2
37,Filippo Bandinelli,it  ITA,MF,Empoli,26,1995,21.7,10,0,0,57,21,5,50,26,26,0,1,0,178,16,35,31.4
38,Mattia Bani,it  ITA,DF,Genoa,27,1993,13.5,1,0,0,13,22,0,0,37,11,0,0,0,148,66,27,71.0
39,Antonín Barák,cz  CZE,"FW,MF",Hellas Verona,26,1994,26.0,4,0,0,31,23,3,17,14,17,1,0,0,188,53,80,39.8
40,Francesco Bardi,it  ITA,GK,Bologna,29,1992,2.0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,
41,Nicolò Barella,it  ITA,MF,Inter,24,1997,32.4,9,0,0,34,59,4,67,34,33,1,0,0,308,22,33,40.0
42,Musa Barrow,gm  GAM,"FW,MF",Bologna,22,1998,23.7,0,0,0,11,27,6,53,15,12,0,0,0,117,24,48,33.3
43,Toma Bašić,hr  CRO,MF,Lazio,24,1996,10.9,3,0,0,14,9,0,10,9,8,0,0,0,71,10,10,50.0
44,Alessandro Bastoni,it  ITA,DF,Inter,22,1999,25.7,4,0,0,36,34,0,21,38,35,0,1,0,239,62,36,63.3
45,Simone Bastoni,it  ITA,"MF,DF",Spezia,24,1996,25.4,5,1,0,43,41,1,59,57,36,0,0,0,224,27,19,58.7
46,Rodrigo Becão,br  BRA,DF,Udinese,25,1996,34.8,10,0,0,68,49,4,12,59,72,0,1,0,268,73,38,65.8
47,Valon Behrami,ch  SUI,MF,Genoa,36,1985,3.5,3,0,0,8,5,0,3,5,3,0,0,0,21,0,9,0.0
48,Vid Belec,si  SVN,GK,Salernitana,31,1990,21.5,1,0,0,1,1,0,0,0,0,0,1,0,81,0,0,
49,Raoul Bellanova,it  ITA,DF,Cagliari,21,2000,27.7,3,0,0,14,36,2,84,44,17,0,1,0,166,23,34,40.4
50,Andrea Belotti,it  ITA,FW,Torino,27,1993,15.2,1,0,0,28,62,16,10,7,7,1,0,0,54,65,90,41.9
51,Filip Benković,hr  CRO,"DF,FW",Udinese,24,1997,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,100.0
52,Ismaël Bennacer,dz  ALG,MF,Milan,23,1997,16.9,7,0,0,32,53,0,15,42,38,0,0,0,187,17,23,42.5
53,Rodrigo Bentancur,uy  URU,MF,Juventus,24,1997,12.8,1,0,0,26,12,0,4,37,27,0,0,0,122,23,16,59.0
54,Alessandro Berardi,it  ITA,GK,Hellas Verona,30,1991,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
55,Domenico Berardi,it  ITA,FW,Sassuolo,26,1994,31.3,9,0,0,63,83,11,51,51,19,2,0,0,207,24,24,50.0
56,Bartosz Bereszyński,pl  POL,DF,Sampdoria,29,1992,32.7,12,0,0,43,43,0,49,57,38,0,0,0,291,48,23,67.6
57,Etrit Berisha,al  ALB,GK,Torino,32,1989,10.0,1,0,0,1,3,0,0,0,0,0,1,0,49,0,0,
58,Federico Bernardeschi,it  ITA,"MF,FW",Juventus,27,1994,16.4,5,0,0,20,30,4,33,11,13,0,0,0,107,7,18,28.0
59,Nicolò Bertola,it  ITA,"MF,DF",Spezia,18,2003,0.4,0,0,0,0,0,0,0,5,2,0,0,0,6,1,1,50.0
60,Daniel Bessa,it  ITA,"MF,FW",Hellas Verona,28,1993,8.5,5,1,1,23,13,2,11,10,11,0,0,0,93,11,13,45.8
61,Beto,gw  GNB,FW,Udinese,23,1998,24.1,1,0,0,56,26,13,12,9,8,0,0,0,90,76,141,35.0
62,Luis Binks,eng  ENG,DF,Bologna,19,2001,7.2,3,0,0,7,8,0,0,21,5,0,0,0,75,22,19,53.7
63,Cristiano Biraghi,it  ITA,DF,Fiorentina,28,1992,35.0,5,1,1,26,41,7,142,38,18,0,0,1,245,8,26,23.5
64,Davide Biraschi,it  ITA,DF,Genoa,27,1994,10.3,4,0,0,12,12,0,8,14,18,0,0,0,87,24,15,61.5
65,Bjarki Bjarkason,is  ISL,FW,Venezia,21,2000,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
66,Luka Bogdan,hr  CRO,DF,Salernitana,25,1996,4.4,0,0,0,3,1,0,2,15,4,0,0,0,22,8,7,53.3
67,Emil Bohinen,no  NOR,MF,Salernitana,22,1999,7.8,5,0,0,16,15,1,7,19,8,0,0,0,87,8,18,30.8
68,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31,1989,25.2,8,1,1,34,60,2,18,30,19,2,0,0,185,15,22,40.5
69,Federico Bonazzoli,it  ITA,"FW,MF",Salernitana,24,1997,20.7,6,0,0,31,74,6,8,8,18,0,0,0,122,14,32,30.4
70,Kevin Bonifazi,it  ITA,DF,Bologna,25,1996,13.4,4,1,1,16,11,0,3,23,19,0,1,1,151,36,17,67.9
71,Leonardo Bonucci,it  ITA,DF,Juventus,34,1987,22.3,1,0,0,20,9,1,2,35,7,0,1,0,162,45,40,52.9
72,Mehdi Bourabia,ma  MAR,MF,Spezia,29,1991,3.1,0,0,0,7,7,0,0,6,2,0,0,0,28,2,1,66.7
73,Edoardo Bove,it  ITA,"MF,FW",Roma,19,2002,0.8,0,0,0,1,3,0,2,2,1,0,0,0,8,0,3,0.0
74,Josip Brekalo,hr  CRO,"FW,MF",Torino,23,1998,25.4,1,0,0,21,21,5,78,11,6,0,0,0,168,20,42,32.3
75,Gleison Bremer,br  BRA,DF,Torino,24,1997,32.1,7,0,0,71,22,5,1,117,27,0,0,0,459,154,135,53.3
76,Marcelo Brozović,hr  CRO,MF,Inter,28,1992,32.6,7,0,0,53,38,0,16,52,47,0,0,0,378,20,29,40.8
77,Aleksander Buksa,pl  POL,FW,Genoa,18,2003,0.7,0,0,0,2,0,0,1,0,0,0,0,0,5,3,3,50.0
78,Alessandro Buongiorno,it  ITA,DF,Torino,22,1999,13.1,5,0,0,29,16,1,6,35,13,0,1,0,132,57,31,64.8
79,Gianluca Busio,us  USA,MF,Venezia,19,2002,21.7,8,0,0,36,19,0,13,37,39,0,0,0,140,36,34,51.4
80,Jovane Cabral,cv  CPV,FW,Lazio,23,1998,2.1,0,0,0,6,4,0,1,1,2,0,0,0,4,1,5,16.7
81,Liberato Cacace,nz  NZL,DF,Empoli,20,2000,5.2,1,0,0,9,6,0,9,14,8,0,0,0,35,4,7,36.4
82,Martín Cáceres,uy  URU,DF,Cagliari,34,1987,9.2,3,1,0,7,9,0,12,22,12,0,0,0,95,8,9,47.1
83,Davide Calabria,it  ITA,DF,Milan,24,1996,23.5,2,0,0,19,29,1,43,41,44,0,0,0,211,14,29,32.6
84,Mattia Caldara,it  ITA,DF,Venezia,27,1994,30.0,9,0,0,30,23,3,2,79,34,1,1,0,256,75,65,53.6
85,Hakan Çalhanoğlu,tr  TUR,MF,Inter,27,1994,27.6,11,0,0,41,33,0,53,31,28,1,0,0,229,10,26,27.8
86,José Callejón,es  ESP,FW,Fiorentina,34,1987,14.4,0,0,0,3,19,3,34,12,15,0,1,0,71,11,16,40.7
87,Andrea Cambiaso,it  ITA,DF,Genoa,21,2000,19.9,5,1,1,26,16,1,49,36,28,0,0,0,180,12,22,35.3
88,Matteo Cancellieri,it  ITA,"MF,DF",Hellas Verona,19,2002,2.5,1,0,0,9,3,1,6,3,4,0,0,0,18,7,13,35.0
89,Antonio Candreva,it  ITA,"MF,FW",Sampdoria,34,1987,34.7,6,1,0,22,48,13,184,51,16,0,0,0,231,5,14,26.3
90,Leonardo Capezzi,it  ITA,MF,Salernitana,26,1995,1.9,0,0,0,4,2,0,0,1,2,0,0,0,18,2,6,25.0
91,Gianluca Caprari,it  ITA,"FW,MF",Hellas Verona,28,1993,30.4,4,0,0,55,81,14,61,18,30,1,0,0,173,10,48,17.2
92,Andrea Carboni,it  ITA,DF,Cagliari,20,2001,24.6,6,0,0,19,9,0,22,55,30,0,0,1,223,59,45,56.7
93,Nicolò Casale,it  ITA,DF,Hellas Verona,23,1998,28.7,10,0,0,45,25,0,13,66,33,0,0,0,292,85,63,57.4
94,Francesco Cassata,it  ITA,MF,Genoa,24,1997,0.1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,
95,Samu Castillejo,es  ESP,"FW,MF",Milan,26,1995,1.4,1,0,0,2,3,0,5,2,1,1,0,0,10,3,4,42.9
96,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24,1997,15.5,4,0,0,22,40,1,25,25,14,0,0,0,102,7,16,30.4
97,Danilo Cataldi,it  ITA,MF,Lazio,26,1994,19.0,8,0,0,18,21,0,16,31,17,0,1,0,184,5,8,38.5
98,Pietro Ceccaroni,it  ITA,DF,Venezia,25,1995,34.7,7,1,0,27,29,0,15,67,26,0,2,0,279,61,38,61.6
99,Federico Ceccherini,it  ITA,DF,Hellas Verona,29,1992,26.2,12,1,1,57,26,3,5,64,31,0,0,0,267,76,55,58.0
100,Emil Ceide,no  NOR,"FW,DF",Sassuolo,19,2001,0.6,0,0,0,0,0,0,0,2,2,0,0,0,4,3,4,42.9
101,Luca Ceppitelli,it  ITA,DF,Cagliari,31,1989,16.1,3,0,0,21,12,1,3,36,8,0,0,0,160,52,22,70.3
102,Damir Ceter,co  COL,FW,Cagliari,23,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
103,Julian Chabot,de  GER,DF,Sampdoria,23,1998,5.4,5,0,0,12,12,0,0,12,7,0,0,0,54,21,13,61.8
104,Giorgio Chiellini,it  ITA,DF,Juventus,36,1984,15.0,2,0,0,20,24,2,1,18,10,0,0,0,132,47,23,67.1
105,Federico Chiesa,it  ITA,"MF,FW",Juventus,23,1997,9.6,0,0,0,12,20,1,23,8,17,1,0,0,65,3,12,20.0
106,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31,1989,25.6,4,0,0,34,16,1,0,59,21,0,3,0,230,44,50,46.8
107,Riccardo Ciervo,it  ITA,"MF,DF",Sampdoria,19,2002,2.5,0,0,0,3,1,0,9,5,5,0,0,0,14,0,3,0.0
108,Moustapha Cissé,gn  GUI,FW,Atalanta,17,2003,0.4,0,0,0,2,1,2,0,1,1,0,0,0,2,6,2,75.0
109,Giorgio Cittadini,it  ITA,DF,Atalanta,19,2002,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
110,Ebrima Colley,gm  GAM,"FW,MF",Spezia,21,2000,4.4,1,0,0,14,13,2,12,5,3,0,0,0,27,3,8,27.3
111,Omar Colley,gm  GAM,DF,Sampdoria,28,1992,30.5,6,1,0,27,32,1,0,99,37,0,1,0,296,82,46,64.1
112,Andrea Consigli,it  ITA,GK,Sassuolo,34,1987,36.9,2,0,0,2,7,0,0,0,0,0,2,0,171,0,0,
113,Diego Coppola,it  ITA,DF,Hellas Verona,17,2003,2.8,0,0,0,2,1,0,1,4,4,0,0,0,22,11,6,64.7
114,Joaquín Correa,ar  ARG,FW,Inter,26,1994,11.4,2,0,0,16,20,1,11,8,7,0,0,0,56,13,21,38.2
115,Lassana Coulibaly,ml  MLI,MF,Salernitana,25,1996,25.9,3,0,0,39,55,0,9,41,45,0,0,0,274,28,28,50.0
116,Mamadou Coulibaly,sn  SEN,MF,Salernitana,22,1999,9.0,1,0,0,17,10,0,5,21,9,1,0,0,98,10,11,47.6
117,Alessio Cragno,it  ITA,GK,Cagliari,27,1994,35.0,3,0,0,1,9,0,0,0,1,0,1,0,151,0,0,
118,Domenico Criscito,it  ITA,DF,Genoa,34,1986,18.0,4,0,0,25,30,0,38,42,22,0,0,0,205,27,15,64.3
119,Bryan Cristante,it  ITA,MF,Roma,26,1995,29.8,9,0,0,48,18,1,14,47,58,0,1,1,311,92,61,60.1
120,Domen Črnigoj,si  SVN,"MF,DF",Venezia,25,1995,20.9,3,0,0,32,16,1,23,43,17,0,1,0,161,28,55,33.7
121,Giovanni Crociata,it  ITA,FW,Empoli,23,1997,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
122,Juan Cuadrado,co  COL,"DF,MF",Juventus,33,1988,27.6,9,0,0,28,53,1,81,43,29,0,0,0,230,18,17,51.4
123,Mickaël Cuisance,fr  FRA,MF,Venezia,21,1999,10.2,2,0,0,15,10,1,8,20,12,0,1,0,85,13,11,54.2
124,Patrick Cutrone,it  ITA,FW,Empoli,23,1998,15.6,1,0,0,14,19,20,20,8,7,1,0,0,49,11,43,20.4
125,Danilo D'Ambrosio,it  ITA,DF,Inter,32,1988,11.1,2,0,0,15,5,1,5,10,18,0,0,0,95,24,18,57.1
126,Mikkel Damsgaard,dk  DEN,"MF,FW",Sampdoria,21,2000,6.4,1,0,0,10,10,0,9,10,9,0,0,0,53,4,4,50.0
127,Danilo,br  BRA,"DF,MF",Juventus,30,1991,21.0,6,0,0,21,11,0,13,39,22,0,0,0,178,40,23,63.5
128,Ebrima Darboe,gm  GAM,MF,Roma,20,2001,0.7,0,0,0,1,1,0,0,2,2,0,0,0,5,0,0,
129,Matteo Darmian,it  ITA,DF,Inter,31,1989,16.7,4,0,0,26,21,0,37,20,22,1,0,0,94,19,7,73.1
130,Paweł Dawidowicz,pl  POL,DF,Hellas Verona,26,1995,13.3,3,0,0,26,15,0,4,22,20,0,1,0,125,31,23,57.4
131,Sebastien De Maio,fr  FRA,DF,Udinese,34,1987,2.0,0,0,0,5,0,0,0,5,2,0,0,0,27,2,3,40.0
132,Tommaso De Nipoti,it  ITA,MF,Atalanta,18,2003,0.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,100.0
133,Mattia De Sciglio,it  ITA,DF,Juventus,28,1992,13.0,2,1,0,16,8,0,33,26,11,0,1,0,105,17,14,54.8
134,Lorenzo De Silvestri,it  ITA,DF,Bologna,33,1988,25.5,7,0,0,31,27,3,48,30,13,1,0,0,183,90,60,60.0
135,Grégoire Defrel,mq  MTQ,FW,Sassuolo,30,1991,15.1,3,0,0,16,21,3,0,6,16,0,0,0,64,17,42,28.8
136,Alessandro Deiola,it  ITA,MF,Cagliari,25,1995,23.7,5,0,0,49,27,1,11,37,25,0,0,0,226,48,39,55.2
137,Filippo Delli Carri,it  ITA,DF,Salernitana,22,1999,3.7,1,0,0,2,3,0,3,7,5,0,0,0,25,3,3,50.0
138,Merih Demiral,tr  TUR,DF,Atalanta,23,1998,21.3,8,0,0,28,16,3,1,55,25,0,1,0,196,98,38,72.1
139,Diego Demme,de  GER,MF,Napoli,29,1991,7.7,4,0,0,27,11,0,6,12,14,0,0,0,82,6,4,60.0
140,Mattia Destro,it  ITA,FW,Genoa,30,1991,19.4,4,0,0,44,34,20,5,6,8,0,0,0,63,69,129,34.8
141,Gerard Deulofeu,es  ESP,"FW,MF",Udinese,27,1994,29.1,9,0,0,26,34,33,89,27,9,2,0,0,138,2,31,6.1
142,Jacopo Dezi,it  ITA,MF,Venezia,29,1992,0.2,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,100.0
143,Samuel Di Carmine,it  ITA,FW,Hellas Verona,32,1988,0.4,1,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0.0
144,Federico Di Francesco,it  ITA,"FW,MF",Empoli,27,1994,15.2,2,0,0,35,28,13,32,11,10,1,0,0,77,5,28,15.2
145,Giovanni Di Lorenzo,it  ITA,DF,Napoli,27,1993,31.9,3,0,0,47,50,8,47,46,43,1,0,0,231,52,28,65.0
146,Francesco Di Mariano,it  ITA,FW,Venezia,25,1996,0.7,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0.0
147,Francesco Di Tacchio,it  ITA,MF,Salernitana,31,1990,13.9,3,0,0,30,28,0,3,36,11,0,0,1,143,18,19,48.6
148,Amadou Diawara,gn  GUI,MF,Roma,24,1997,1.9,0,0,0,6,0,0,0,0,2,0,0,0,19,2,0,100.0
149,Brahim Díaz,es  ESP,MF,Milan,21,1999,20.6,4,0,0,24,36,4,16,12,27,0,0,0,134,8,48,14.3
150,Mitchell Dijks,nl  NED,DF,Bologna,28,1993,7.7,2,0,0,9,10,0,18,9,14,0,0,0,38,8,4,66.7
151,Federico Dimarco,it  ITA,DF,Inter,23,1997,15.9,1,0,0,17,13,2,57,27,12,0,0,0,135,8,17,32.0
152,Filippo Distefano,it  ITA,FW,Fiorentina,17,2003,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
153,Koffi Djidji,ci  CIV,DF,Torino,28,1992,19.3,6,1,1,27,6,1,11,48,20,0,2,0,189,53,40,57.0
154,Berat Djimsiti,al  ALB,DF,Atalanta,28,1993,25.1,6,0,0,27,16,1,10,53,31,0,1,1,263,79,24,76.7
155,Nicolás Domínguez,ar  ARG,MF,Bologna,23,1998,22.4,8,0,0,32,43,0,9,45,48,0,0,0,260,36,34,51.4
156,Bartłomiej Drągowski,pl  POL,GK,Fiorentina,23,1997,6.2,0,1,0,0,1,0,0,0,0,0,0,0,28,0,0,
157,Denzel Dumfries,nl  NED,DF,Inter,25,1996,22.5,3,0,0,33,42,4,52,26,25,2,1,0,130,59,41,59.0
158,Alfred Duncan,gh  GHA,MF,Fiorentina,28,1993,21.5,3,0,0,27,13,0,29,23,23,0,0,0,143,15,18,45.5
159,Paulo Dybala,ar  ARG,"FW,MF",Juventus,27,1993,22.9,3,0,0,20,54,6,33,19,15,0,0,0,146,4,25,13.8
160,Edin Džeko,ba  BIH,FW,Inter,35,1986,27.4,2,0,0,28,44,5,37,8,18,2,0,0,107,95,80,54.3
161,Tyronne Ebuehi,ng  NGA,DF,Venezia,25,1995,12.6,1,1,0,23,8,1,20,23,15,0,0,0,82,16,18,47.1
162,Éderson,br  BRA,MF,Salernitana,22,1999,12.7,5,0,0,19,39,1,6,24,23,0,0,0,93,12,21,36.4
163,Albin Ekdal,se  SWE,MF,Sampdoria,32,1989,18.2,11,1,1,39,41,0,1,40,27,0,0,0,194,28,19,59.6
164,Caleb Ekuban,gh  GHA,"FW,MF",Genoa,27,1994,19.1,2,0,0,26,34,2,11,9,14,0,0,0,94,40,64,38.5
165,Elif Elmas,mk  MKD,"FW,MF",Napoli,21,1999,18.0,3,0,0,28,30,2,8,15,12,1,0,0,87,8,25,24.2
166,Martin Erlic,hr  CRO,DF,Spezia,23,1998,28.6,5,0,0,30,21,0,3,63,22,2,2,0,225,71,50,58.7
167,Gonzalo Escalante,ar  ARG,MF,Lazio,28,1993,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
168,Diego Falcinelli,it  ITA,"FW,MF",Bologna,30,1991,0.7,0,0,0,2,4,0,0,2,2,0,0,0,2,6,6,50.0
169,Wladimiro Falcone,it  ITA,GK,Sampdoria,26,1995,9.5,2,0,0,0,1,0,0,0,0,0,0,0,48,0,0,
170,Paolo Faragò,it  ITA,MF,Cagliari,28,1993,0.2,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,50.0
171,Davide Faraoni,it  ITA,DF,Hellas Verona,29,1991,28.6,8,1,1,29,34,6,72,32,45,0,1,0,234,46,66,41.1
172,Mohamed Fares,dz  ALG,"DF,FW",Genoa,25,1996,6.5,2,0,0,12,8,0,19,16,4,0,0,0,49,12,16,42.9
173,Diego Farias,br  BRA,"MF,FW",Cagliari,31,1990,0.7,0,0,0,0,0,0,2,0,0,0,0,0,7,2,3,40.0
174,Andrea Favilli,it  ITA,FW,Genoa,24,1997,0.4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0
175,Federico Fazio,ar  ARG,DF,Salernitana,34,1987,15.9,3,1,1,17,19,1,5,46,9,0,2,0,151,68,19,78.2
176,Luiz Felipe,it  ITA,DF,Lazio,24,1997,27.7,9,1,0,31,21,0,2,42,25,1,0,0,205,56,44,56.0
177,Alex Ferrari,it  ITA,DF,Sampdoria,27,1994,18.3,4,0,0,29,25,0,4,54,24,0,1,0,136,24,25,49.0
178,Salvador Ferrer,es  ESP,"DF,MF",Spezia,23,1998,16.6,3,0,0,13,11,0,33,25,23,0,0,0,134,33,30,52.4
179,Riccardo Fiamozzi,it  ITA,DF,Empoli,28,1993,6.9,1,0,0,5,9,0,12,10,6,0,1,0,72,3,7,30.0
180,Luca Fiordilino,it  ITA,MF,Venezia,25,1996,7.3,2,0,0,8,13,2,5,14,13,0,0,0,64,7,7,50.0
181,Vincenzo Fiorillo,it  ITA,GK,Salernitana,31,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
182,Alessandro Florenzi,it  ITA,"DF,FW",Milan,30,1991,12.8,2,0,0,11,8,3,31,33,16,0,0,0,114,13,10,56.5
183,Fernando Forestieri,it  ITA,"FW,MF",Udinese,31,1990,0.6,1,0,0,5,4,0,3,1,1,0,0,0,5,0,2,0.0
184,Francesco Forte,it  ITA,FW,Venezia,28,1993,4.7,3,0,0,11,6,2,3,1,3,0,0,0,18,19,16,54.3
185,Gianluca Frabotta,it  ITA,"DF,FW",Hellas Verona,22,1999,0.2,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0.0
186,Davide Frattesi,it  ITA,MF,Sassuolo,21,1999,31.7,6,0,0,48,63,0,19,45,27,2,1,1,196,28,38,42.4
187,Morten Frendrup,dk  DEN,"DF,MF",Genoa,20,2001,7.7,1,0,0,15,4,0,6,17,20,0,0,0,118,12,17,41.4
188,Remo Freuler,ch  SUI,MF,Atalanta,29,1992,26.3,10,0,0,46,34,0,22,48,43,0,1,1,284,27,23,54.0
189,Matteo Gabbia,it  ITA,DF,Milan,21,1999,6.0,3,0,0,8,4,0,0,14,4,0,0,0,54,20,10,66.7
190,Manolo Gabbiadini,it  ITA,"FW,MF",Sampdoria,29,1991,12.7,3,0,0,13,16,6,11,5,4,0,0,0,58,20,47,29.9
191,Gianluca Gaetano,it  ITA,MF,Napoli,21,2000,0.2,0,0,0,1,1,0,0,2,1,0,0,0,3,1,3,25.0
192,Luca Gagliano,it  ITA,"MF,DF",Cagliari,21,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0
193,Roberto Gagliardini,it  ITA,MF,Inter,27,1994,7.2,2,0,0,23,17,0,5,13,7,0,0,0,62,17,17,50.0
194,Riccardo Gagliolo,se  SWE,DF,Salernitana,31,1990,12.6,2,0,0,10,14,0,3,40,13,0,0,0,117,15,13,53.6
