,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Cucho,23.0,co  COL,FW,21-180,88,29,0,3,14,16,6,29,1,2,50.0,1,0,27,195,163,8,2,3,3,3,42,21,50.0,4
1,David Timor,24.0,es  ESP,FW,31-000,2,4,0,1,2,1,0,3,0,0,,0,0,1,0,0,0,0,0,0,0,1,1,100.0,0
2,Jaime Mata,7.0,es  ESP,FW,31-359,70,25,0,2,12,13,2,24,0,1,0.0,0,0,19,67,36,3,2,0,0,2,35,18,51.4,8
3,Enes Ünal,10.0,tr  TUR,FW,23-160,20,9,1,1,8,0,0,9,0,1,0.0,0,0,4,16,1,0,0,0,0,0,18,7,38.9,0
4,Marc Cucurella,15.0,es  ESP,LM,22-087,90,45,2,12,13,23,2,38,0,0,,0,0,22,183,150,4,2,1,3,0,24,15,62.5,6
5,Allan Nyom,12.0,cm  CMR,RM,32-160,90,33,4,9,11,13,3,29,0,0,,0,0,13,53,12,1,0,0,0,2,24,15,62.5,5
6,Mauro Arambarri,18.0,uy  URU,DM,25-017,89,33,1,9,15,12,0,29,0,0,,0,0,15,120,57,2,3,0,0,0,12,9,75.0,0
7,Victor Mollejo,26.0,es  ESP,FW,19-270,1,1,0,0,1,1,0,1,0,0,,0,0,1,20,20,1,1,0,0,0,2,1,50.0,0
8,Nemanja Maksimović,20.0,rs  SRB,DM,25-265,90,21,0,3,17,2,1,19,0,0,,0,0,11,69,25,2,0,0,0,0,11,8,72.7,2
9,Mathías Olivera,17.0,uy  URU,LB,22-352,90,31,3,9,14,11,4,30,1,1,100.0,1,1,19,131,74,5,3,0,1,0,22,15,68.2,3
10,Erick Cabaco,3.0,uy  URU,CB,25-181,90,16,0,4,10,2,2,16,0,0,,0,0,6,56,31,1,0,0,1,0,8,7,87.5,2
11,Djené,2.0,tg  TOG,CB,28-291,90,20,5,13,7,1,1,20,0,0,,0,0,11,39,17,1,0,0,0,0,8,7,87.5,0
12,Damián Suárez,22.0,uy  URU,RB,32-173,90,46,3,14,23,11,1,34,3,3,100.0,3,0,21,92,49,1,0,0,0,0,13,13,100.0,1
13,David Soria,13.0,es  ESP,GK,27-196,90,28,21,28,0,0,0,17,0,0,,0,0,12,122,78,0,0,0,0,0,8,8,100.0,0
14,14 Players,,,,,990,341,40,108,147,106,22,298,5,8,62.5,5,1,182,1163,713,29,13,4,8,7,228,145,63.6,31
